IRC Token,Amount,No. of Transactions
IWIN,184949.14509999912,4195
BALN,503648.4252561983,3625
sICX,3271835.8605907806,2606
bnUSD,1418490.759875812,2353
PGT,3000.0,1931
METX,404379.67650303687,842
UP,9.828106211555365,159
ACT,2708.0,65
TAP,817387.1248387251,53
SEED,52.75658199999999,40
EPX,13.85,10
IAM,1844.1435207106244,5
HGC,7000.0,3
USDS,101.0,2
ICXIOU,552.9384200000001,1
