IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
FRMD,34439.43030712773,1415.0,0.019253432963334215,663.0772627137045
sICX,39101412.40779996,1255.0,0.2706908305431501,10584393.800077604
GBET,157055.31135071817,942.0,0.010271525175490138,1613.1975844833437
METX,229792.1000704741,741.0,0.000101279537199901,23.273237547330954
bnUSD,291168.68071255606,690.0,0.9939983784713708,289421.19648992905
OMM,3437513.2671288913,468.0,0.01611194430109369,55385.0222942513
BALN,36122.955466070795,365.0,0.16149524741005625,5833.685630175547
$unknown,26067.03625499281,271.0,,
CODE,1299519.5611106032,241.0,,
FIN,11314.128492912498,184.0,0.23969556518122162,2711.9464236416243
CFT,1023276.232225096,172.0,0.007290812248058818,7460.514887054209
USDS,6728.920246833591,113.0,0.9954366915580689,6698.214108266134
NPT,4567.875,102.0,,
IUSDC,209707.064592,93.0,0.9962415419676203,208918.88939063743
CROWN,425303.5903876063,58.0,,
oICX,19370796.784408778,32.0,0.2706908305431501,5243497.069854192
IAM,4272.2833441821895,26.0,0.01338611901441291,57.18929330851678
VOID,5748.679698269955,23.0,,
TAP,93163.38109417519,18.0,0.0008382275275941836,78.09211059688518
oUSDS,439.4490499984241,12.0,0.9954366915580689,437.44370843876766
UP,0.4198159324879064,10.0,0.7106241115289049,0.2983313240298972
dIUSDC,455.27077399999996,8.0,0.9962415419676203,453.5596579025519
XCROWN,122533.43282146842,8.0,,
CLAW,4345135.659711938,7.0,,
IDOGE,58078.0,7.0,,
obnUSD,3662.1666865228876,7.0,0.9939983784713708,3640.187748095623
dbnUSD,4246.034587450996,6.0,0.9939983784713708,4220.551494859646
oIUSDC,12.127785,6.0,0.9962415419676203,12.082203229051775
IUSDT,72.93811,5.0,0.9949713934593093,72.57133294298838
oBALN,677.2734643728328,4.0,0.16149524741005625,109.37644569315654
oOMM,1571.71,4.0,0.01611194430109369,25.323303977471966
BTCB,0.0201245,3.0,,
dICX,1253.9664170766735,2.0,0.2706908305431501,339.43721091170283
dUSDS,669.1292726119327,2.0,0.9954366915580689,666.0758293534794
ICX,,,0.2392,
