IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,10073.0,2046202.6602456549,352759.20275255194,1488.0,0.9863768242525868,347953.5021369365
sICX,12241.0,1539684.5793881405,951856.3719325069,767.0,0.24015724918481568,228595.20790234965
BST,460.0,76.66705398917615,143.64386162173483,709.0,1.0419693842223547,149.67250604132016
FRMD,990.0,10310.424004560486,520768.0475881516,677.0,0.0040613622820644575,2115.0277061788674
$unknown,,,54058.23936417182,211.0,,
INJ,27.0,174748.1229752611,1205.9100542195822,163.0,27.516298207162105,33182.18066292105
BALN,16573.0,432516.4937786598,130452.82578177933,151.0,0.19122782805101543,24946.210537367173
CODE,258.0,0.7949208689858718,555554.0,98.0,4.575709860855134e-06,2.542053916037513
BTCB,165.0,6443.192872019167,0.007250829917553892,60.0,69543.5661495477,504.2485700105285
CROWN,1298.0,4332.619759406218,3101.320360265884,57.0,0.0010218109474699026,3.168963095730983
ETH,174.0,153900.01270621803,2.970806864634301,44.0,3678.497741189538,10928.10634106765
FIN,2281.0,3989.119879534128,2354.4748215336663,41.0,0.014143104046538396,33.299582375905565
CFT,19460.0,26952.884015402662,940755.2906976487,38.0,0.0020510552152115604,1929.5410452232798
METX,11422.0,701.4250660550549,9416222.731169078,36.0,3.421314732225706e-05,322.15861552067344
IUSDC,5615.0,21710.78154481273,331.88554800000003,31.0,0.6079380234850484,201.76584407437218
GBET,2927.0,3325.946833186992,9638.590409038668,30.0,0.0009760911488721147,9.4081427858663
AVAX,50.0,199161.2156092555,88.31904901676575,26.0,32.84314031327997,2900.6749191930885
BNB,35.0,149673.7242377631,10.646298676684374,23.0,680.4612504470127,7244.393710169026
OMM,13922.0,12811.25544573195,81094.00037514683,18.0,0.0031576300939813416,256.0648560258978
USDS,5459.0,1246.2564122527042,67.21469576899862,11.0,0.10523265609767178,7.0731809645686665
archUSDC,54.0,0.9570866854163372,30947.352656000003,8.0,0.9163459447143378,28358.481105970095
sARCH,137.0,35452.382193984544,9504.011403322034,5.0,0.08822370835955251,838.4791302925446
oUSDS,5459.0,1246.2564122527042,0.6383623938034262,4.0,0.10523265609767178,0.06717657025280248
finMICX,12241.0,1539684.5793881405,0.000888246142728737,2.0,0.24015724918481568,0.00021331875023675664
oIUSDC,5615.0,21710.78154481273,0.558781,2.0,0.6079380234850484,0.3397042167009988
ICX,,,,,0.189259,
