IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
FRMD,36195.723404656805,1355.0,0.01744012786810901,631.2580444559208
sICX,373600.5874361643,1093.0,0.2513966203437876,93921.92503990543
bnUSD,142423.62533713036,779.0,1.0131090690756857,144290.66647968438
GBET,191908.21106948986,550.0,0.004276676987451694,820.7294299839098
CFT,3092107.181809113,395.0,0.004724966285077071,14610.102183892735
$unknown,8649.428987108911,358.0,,
BALN,117818.90681609168,330.0,0.14116751284007678,16632.20204076443
CODE,1399651.8615369934,151.0,,
FIN,12553.135836495145,123.0,0.07310986430006758,917.7580575464754
CROWN,28761.83728855943,58.0,,
VOID,15532.13523310561,46.0,,
OMM,873797.9086972009,45.0,0.006848933364706566,5984.583650887081
IUSDC,33770.884316,33.0,1.0131307568630412,34214.321587003295
USDS,716.3830136642232,24.0,1.0165823639925289,728.2623375548682
BTCB,0.14205594732290053,14.0,,
NPT,1756.9499999999998,10.0,,
IUSDT,769.375352,8.0,1.0092690027180578,776.5066942288946
ETH,1.7370146124523151,8.0,452.30563846562006,785.661503309356
XCROWN,2215.898109716247,7.0,,
CLAW,689508.0255541353,4.0,,
finMICX,469.14250855947256,3.0,0.2513966203437876,117.94084111145786
METX,59386.14273625494,2.0,5.8405855539002e-05,3.468498473672259
IDOGE,6760.0,1.0,,
TAP,7154.67232462138,1.0,0.0007566895756206825,5.413865965022794
UP,0.036968968789534505,1.0,0.6414986858305163,0.023715544894995756
FinICX,685.8295340659707,1.0,0.07310986430006758,50.140904168541695
ICX,,,0.215932,
