IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
sICX,5680879.694349013,2477.0,0.34595390475763865,1965322.5127184219
bnUSD,499401.4255252921,1934.0,1.00219353971627,500496.88238654373
FRMD,128874.37565710489,1364.0,,
GBET,504698.01339957456,1061.0,0.02387116446967867,12047.729285381334
BALN,206311.88392998406,852.0,0.23644292079769594,48780.984431680656
METX,3418250.1987832906,851.0,0.000149270054351809,510.24239296046375
OMM,2356064.8843639507,766.0,0.023158719910245488,54563.446747349655
CFT,2396993.203224125,552.0,0.008967851329026949,21495.87868320203
FIN,22214.506945172256,387.0,0.33909231858871147,7532.768666343494
IUSDC,94902.337789,258.0,1.0022606779480956,95116.88141126231
USDS,13195.159819687942,230.0,1.004266557127219,13251.457722861423
oICX,1460984.3956529414,55.0,0.34595390475763865,505433.25646611396
obnUSD,37911.046093598365,52.0,1.00219353971627,37994.20547889001
oUSDS,3775.550208080921,34.0,1.004266557127219,3791.6588087303817
finOMM,74.23432689158787,28.0,0.023158719910245488,1.719171984207888
UP,2.0792574388413163,26.0,0.9209593418643834,1.9149115624419222
IUSDT,1018.7903620000001,25.0,0.9998584739937869,1018.6461766688979
dUSDS,305.4464475832641,22.0,1.004266557127219,306.7496523011842
oIUSDC,4736.687945,21.0,1.0022606779480956,4747.396070984271
dbnUSD,14246.606444749343,19.0,1.00219353971627,14277.856941807968
CLAW,787917.8952295609,18.0,,
oOMM,8221.19,16.0,0.023158719910245488,190.3922365389111
dICX,489829.4832417297,12.0,0.34595390475763865,169458.4223928927
dBALN,356.09458659343625,9.0,0.23644292079769594,84.19604413440013
finICX,25856.821456924506,7.0,0.34595390475763865,8945.268347644129
IAM,284.16534028452287,7.0,,
TAP,89245.82281639926,6.0,0.0010102988707002677,90.16495400612436
finOICX,433731.73823451146,3.0,0.34595390475763865,150051.18845954724
IDOGE,2001500.0,3.0,,
oBALN,2.140467689267874,2.0,0.23644292079769594,0.5060984323235912
dIUSDC,3.001772,2.0,1.0022606779480956,3.0085580397656106
finIUSDC,2.854192,1.0,0.33909231858871147,0.9678345829773515
ICX,,,0.31,
