IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
CFT,6870518.678496518,1876.0,0.006982709847085737,47974.83843092412
sICX,12135310.721634284,1490.0,0.28809408552141996,3496111.244867512
bnUSD,1599964.0865680133,1300.0,1.0164944975056103,1626354.6902029754
FRMD,34988.98525319399,1284.0,0.020101835745706863,703.3428344686653
OMM,7128457.852036827,492.0,0.006740519398083972,48049.50843007824
BALN,319208.5501151459,424.0,0.1449206462911546,46259.909384349354
GBET,175569.5679842165,310.0,0.004154202341099459,729.3515103458527
IUSDC,1173291.01685,290.0,1.0117748162349984,1187106.3029635833
$unknown,21465.70393975937,250.0,,
USDS,594646.5538692604,246.0,1.0061348285508518,598294.6085256031
CODE,598071.2386777622,154.0,,
oICX,2736508.1627424727,124.0,0.28809408552141996,788371.8166671938
FIN,22970.471292754606,109.0,0.08372123550708281,1923.1162368093933
dICX,517645.68762821145,64.0,0.28809408552141996,149130.6610013562
obnUSD,355105.24347147247,52.0,1.0164944975056103,360962.5260241418
ETH,5.325333483972431,46.0,1371.3534061650075,7302.914212210159
CROWN,131801.36545322003,43.0,,
oUSDS,154669.22685229414,40.0,1.0061348285508518,155618.09604112577
oIUSDC,245624.661452,28.0,1.0117748162349984,248516.84670338102
dUSDS,8211.230266832108,24.0,1.0061348285508518,8261.604756710689
NPT,1163.175,20.0,,
dIUSDC,4725.692217,20.0,1.0117748162349984,4781.336374438337
dbnUSD,33091.63893111265,18.0,1.0164944975056103,33637.46888691844
BTCB,0.4028403301295808,17.0,,
oBALN,32404.268938818775,12.0,0.1449206462911546,4696.047597206003
oOMM,270141.93111288967,12.0,0.006740519398083972,1820.896926902297
BUSD,18663.667715089767,12.0,1.0164944975056103,18971.515535661852
XCROWN,2008.8946325384034,8.0,,
IUSDT,184.045845,7.0,1.0001211794602731,184.06814757616263
IDOGE,6705946.393106682,6.0,,
dOMM,37617.23454323302,6.0,0.006740519398083972,253.55969914093663
VOID,2153.285354939914,5.0,,
finMICX,5758.906148425889,3.0,0.28809408552141996,1659.1068004344393
dBALN,1.968616526737843,2.0,0.1449206462911546,0.2852931793542962
NOTMIRAI,69.42,2.0,0.006740519398083972,0.4679268566149894
METX,24789.032706185808,2.0,8.1970228085005e-05,2.0319626649326996
FinICX,1884.2009756044747,1.0,0.08372123550708281,157.74763362125742
VELT,386064.0,1.0,,
ICX,,,0.247006232,
