block_id,delegator,validator,validator_name,votes,created_at,datetime,day
24717673,hxe786470fb149844c59bebd6aab6fb09996f91bcd,hx1f6da7d57810e812d030fbbd3144690e481e24fc,Common Computer Online,0.01,1601481276,2020-09-30 15:54:36,Wed
24660530,hx9a3ef2e171fae2af98f661d1893af5f5eb2a6e7a,hx1f6da7d57810e812d030fbbd3144690e481e24fc,Common Computer Online,6929.6078,1601365989,2020-09-29 07:53:09,Tue
24387593,hx0f16f2e17ded0a63c9651643cdfdbb609ffda2a2,hx1f6da7d57810e812d030fbbd3144690e481e24fc,Common Computer Online,10.6228,1600813783,2020-09-22 22:29:43,Tue
24362932,hx7f5e81447e7e6dcfb6e7f8fb897bd458759ebfc4,hx1f6da7d57810e812d030fbbd3144690e481e24fc,Common Computer Online,81.592321379489808384,1600764013,2020-09-22 08:40:13,Tue
24349419,hx6bbfa9feb27746616afecef44b78dcf97566dd24,hx1f6da7d57810e812d030fbbd3144690e481e24fc,Common Computer Online,16.4906,1600736736,2020-09-22 01:05:36,Tue
24251959,hx4b2350b6559e89dc4446b09d3ed64d5c9575b656,hx1f6da7d57810e812d030fbbd3144690e481e24fc,Common Computer Online,655.237,1600540012,2020-09-19 18:26:52,Sat
24106166,hx58ef58fd1b109bdc12389982d545b81967661202,hx1f6da7d57810e812d030fbbd3144690e481e24fc,Common Computer Online,917.7529,1600245103,2020-09-16 08:31:43,Wed
23932379,hxfc56b042640477fa4af3d42c579fbb6b6ac18f26,hx1f6da7d57810e812d030fbbd3144690e481e24fc,Common Computer Online,173,1599894056,2020-09-12 07:00:56,Sat
23833343,hx0f16f2e17ded0a63c9651643cdfdbb609ffda2a2,hx1f6da7d57810e812d030fbbd3144690e481e24fc,Common Computer Online,-20.3862,1599694008,2020-09-09 23:26:48,Wed
23716766,hx284251e89505004dc28771575fd2199281cd3b35,hx1f6da7d57810e812d030fbbd3144690e481e24fc,Common Computer Online,-1064.8786,1599457091,2020-09-07 05:38:11,Mon
23716556,hx284251e89505004dc28771575fd2199281cd3b35,hx1f6da7d57810e812d030fbbd3144690e481e24fc,Common Computer Online,520.2838,1599456667,2020-09-07 05:31:07,Mon
23596372,hx9a50175b8990abf883182baf0a97bf28191d6435,hx1f6da7d57810e812d030fbbd3144690e481e24fc,Common Computer Online,-3028.4405,1599213602,2020-09-04 10:00:02,Fri
23596156,hx9a50175b8990abf883182baf0a97bf28191d6435,hx1f6da7d57810e812d030fbbd3144690e481e24fc,Common Computer Online,3028.4405,1599213166,2020-09-04 09:52:46,Fri
