block_id,delegator,validator,validator_name,votes,created_at,datetime,day
21515387,hx5696101cde30d3114873213e26c24ff5bf073909,hx8f0eca05fa5f8e0d3f8f440693b9a718ec31fae8,HASHRATE PLUS,-20,1595003758,2020-07-17 16:35:58,Fri
21463928,hxc264675c1ce824ac3c6368ab0f4aa0ae5eac25d3,hx8f0eca05fa5f8e0d3f8f440693b9a718ec31fae8,HASHRATE PLUS,52.454933389937475584,1594899835,2020-07-16 11:43:55,Thu
21454821,hx7500f88dd53f7dcd76cca198be802e1c668a2aac,hx8f0eca05fa5f8e0d3f8f440693b9a718ec31fae8,HASHRATE PLUS,4.2674,1594881387,2020-07-16 06:36:27,Thu
21418377,hx5696101cde30d3114873213e26c24ff5bf073909,hx8f0eca05fa5f8e0d3f8f440693b9a718ec31fae8,HASHRATE PLUS,20,1594807781,2020-07-15 10:09:41,Wed
21343835,hx7614bf5f9584cda17cf739d63b0e2395fc9edb6b,hx8f0eca05fa5f8e0d3f8f440693b9a718ec31fae8,HASHRATE PLUS,-49.4855,1594656959,2020-07-13 16:15:59,Mon
21289117,hx7500f88dd53f7dcd76cca198be802e1c668a2aac,hx8f0eca05fa5f8e0d3f8f440693b9a718ec31fae8,HASHRATE PLUS,9.6294,1594546483,2020-07-12 09:34:43,Sun
21272963,hxe240c82f5f7150a3f2095d583481b5997d6ba615,hx8f0eca05fa5f8e0d3f8f440693b9a718ec31fae8,HASHRATE PLUS,-178.6232,1594513820,2020-07-12 00:30:20,Sun
21272367,hxe240c82f5f7150a3f2095d583481b5997d6ba615,hx8f0eca05fa5f8e0d3f8f440693b9a718ec31fae8,HASHRATE PLUS,178.6232,1594512618,2020-07-12 00:10:18,Sun
21154388,hx3ee1c2d14a10919cdda370504dfd95758135e1c1,hx8f0eca05fa5f8e0d3f8f440693b9a718ec31fae8,HASHRATE PLUS,118.8394,1594273443,2020-07-09 05:44:03,Thu
21132594,hxe9e9bd72e3af6659fba5e05657846528d2d71920,hx8f0eca05fa5f8e0d3f8f440693b9a718ec31fae8,HASHRATE PLUS,-220.7417,1594229449,2020-07-08 17:30:49,Wed
21111945,hxe9e9bd72e3af6659fba5e05657846528d2d71920,hx8f0eca05fa5f8e0d3f8f440693b9a718ec31fae8,HASHRATE PLUS,29.0366,1594187680,2020-07-08 05:54:40,Wed
21111899,hxe9e9bd72e3af6659fba5e05657846528d2d71920,hx8f0eca05fa5f8e0d3f8f440693b9a718ec31fae8,HASHRATE PLUS,191.7051,1594187587,2020-07-08 05:53:07,Wed
20977488,hx3f136aaa6d16cb25e6fe24f1c86f2fc59ece1ef4,hx8f0eca05fa5f8e0d3f8f440693b9a718ec31fae8,HASHRATE PLUS,-301.9326,1593916074,2020-07-05 02:27:54,Sun
