date,IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD,holders,liquidity
2021/12/21,obnUSD,614214.644666862,94.0,,,,
2021/12/21,dbnUSD,53596.31616306478,63.0,,,,
2021/12/21,TAP,1293657.602264379,59.0,,,,
2021/12/21,oUSDS,199785.04638715333,48.0,,,,
2021/12/21,IUSDT,3142.819348,36.0,,,,
2021/12/21,dUSDS,25064.57732549464,35.0,,,,
2021/12/21,LDX,17000.0,33.0,,,,
2021/12/21,UP,2.885241388041285,30.0,,,,
2021/12/21,dIUSDC,12679.169524,20.0,,,,
2021/12/21,SPORTS,10.6,7.0,,,,
2021/12/21,HGC,500.0,1.0,,,,
2021/12/21,BALW,24.4375,1.0,,,,
2021/12/21,SEED,633.416069,1.0,,,,
2021/12/22,bnUSD,11491645.421772752,9890.0,,,,
2021/12/22,sICX,9510502.768517042,9464.0,,,,
2021/12/22,BALN,3524995.160888856,4388.0,,,,
2021/12/22,OMM,4449102.648774361,2698.0,,,,
2021/12/22,USDS,993452.721129784,1112.0,,,,
2021/12/22,GBET,2012044.7026853648,1105.0,,,,
2021/12/22,IUSDC,1368444.614699,979.0,,,,
2021/12/22,METX,5281959.406056516,897.0,,,,
2021/12/22,oICX,1384182.4399304483,335.0,,,,
2021/12/22,obnUSD,1489892.1938950222,255.0,,,,
2021/12/22,oOMM,442837.27066457015,170.0,,,,
2021/12/22,oIUSDC,457373.168485,167.0,,,,
2021/12/22,CFT,1087637.9565005363,147.0,,,,
2021/12/22,oUSDS,311157.6509257474,95.0,,,,
2021/12/22,dbnUSD,157112.68195939367,92.0,,,,
2021/12/22,oBALN,193864.1688298759,86.0,,,,
2021/12/22,dIUSDC,185520.836936,80.0,,,,
2021/12/22,dUSDS,64754.06382974463,76.0,,,,
2021/12/22,TAP,1579690.7752934257,64.0,,,,
2021/12/22,IUSDT,3024.147933,51.0,,,,
2021/12/22,UP,7.307004616204139,47.0,,,,
2021/12/22,dBALN,51434.52511588246,41.0,,,,
2021/12/22,SPORTS,113.1,18.0,,,,
2021/12/22,LDX,10069.0,13.0,,,,
2021/12/22,ICXIOU,48786.12544,6.0,,,,
2021/12/23,bnUSD,10630055.062286165,13316.0,,,,
2021/12/23,sICX,8675938.815196743,11072.0,,,,
2021/12/23,BALN,1404620.3161526832,3599.0,,,,
2021/12/23,OMM,8116829.385709662,2846.0,,,,
2021/12/23,USDS,2121255.2467178,1834.0,,,,
2021/12/23,METX,7103167.427657791,1401.0,,,,
2021/12/23,IUSDC,3346833.948286,1355.0,,,,
2021/12/23,GBET,1439936.5341140702,1000.0,,,,
2021/12/23,obnUSD,1277428.6718508804,283.0,,,,
2021/12/23,oICX,1008395.7749566976,236.0,,,,
2021/12/23,oOMM,573465.172984427,143.0,,,,
2021/12/23,oIUSDC,1111686.204858,121.0,,,,
2021/12/23,CFT,1588071.2603280907,116.0,,,,
2021/12/23,dbnUSD,428033.9460435322,108.0,,,,
2021/12/23,oUSDS,323768.04212135886,105.0,,,,
2021/12/23,dUSDS,275183.0498521568,74.0,,,,
2021/12/23,TAP,1391003.8767066002,65.0,,,,
2021/12/23,oBALN,144852.42590406284,60.0,,,,
2021/12/23,dIUSDC,328338.080384,58.0,,,,
2021/12/23,IUSDT,252.166818,42.0,,,,
2021/12/23,UP,2.78973850923419,40.0,,,,
2021/12/23,dBALN,21452.36968870023,17.0,,,,
2021/12/23,LDX,3251.0,6.0,,,,
2021/12/23,SPORTS,5.9,4.0,,,,
2021/12/23,LEND5,1200.0,4.0,,,,
2021/12/23,CRI10X,200.0,2.0,,,,
2021/12/23,SSX,100.5,1.0,,,,
2021/12/23,HGC,20000.0,1.0,,,,
2021/12/23,ACT,100.0,1.0,,,,
2021/12/24,bnUSD,3378429.7754229214,5980.0,,,,
2021/12/24,sICX,6707543.00588188,5675.0,,,,
2021/12/24,BALN,1075232.250940181,2335.0,,,,
2021/12/24,OMM,2151527.4798216918,1694.0,,,,
2021/12/24,METX,2012037.2171671465,1092.0,,,,
2021/12/24,GBET,858165.0689076487,881.0,,,,
2021/12/24,USDS,2274048.026466248,579.0,,,,
2021/12/24,IUSDC,254929.791716,518.0,,,,
2021/12/24,oICX,1302624.0128806876,174.0,,,,
2021/12/24,oOMM,107515.200731412,106.0,,,,
2021/12/24,obnUSD,375384.2252720057,97.0,,,,
2021/12/24,CFT,148838.378516593,89.0,,,,
2021/12/24,TAP,1710102.1796741094,74.0,,,,
2021/12/24,oIUSDC,46760.420994,68.0,,,,
2021/12/24,UP,1874.1897385415152,54.0,,,,
2021/12/24,dbnUSD,25640.418749151213,53.0,,,,
2021/12/24,oUSDS,667558.9181286658,53.0,,,,
2021/12/24,dUSDS,616793.2805754064,35.0,,,,
2021/12/24,IUSDT,52.77383,25.0,,,,
2021/12/24,dBALN,11277.567746032786,22.0,,,,
2021/12/24,oBALN,61665.99865042239,21.0,,,,
2021/12/24,dIUSDC,16136.469724,19.0,,,,
2021/12/24,HGC,25000.0,3.0,,,,
2021/12/24,ICXIOU,2000.0,2.0,,,,
2021/12/24,uMETX,626.0921724223808,1.0,,,,
2021/12/24,ACT,100.0,1.0,,,,
2021/12/24,uUP,9.02043057409244,1.0,,,,
2021/12/25,bnUSD,2448322.7683449867,3567.0,,,,
2021/12/25,sICX,3662679.3868395207,3147.0,,,,
2021/12/25,BALN,571789.0398159018,2109.0,,,,
2021/12/25,OMM,2288087.740446107,1700.0,,,,
2021/12/25,GBET,1384172.025008196,1213.0,,,,
2021/12/25,METX,1048021.2567798814,1062.0,,,,
2021/12/25,IUSDC,488525.306199,679.0,,,,
2021/12/25,USDS,361845.4935977672,546.0,,,,
2021/12/25,oICX,253412.8201712324,139.0,,,,
2021/12/25,obnUSD,428139.97828136326,132.0,,,,
2021/12/25,oIUSDC,141473.289235,86.0,,,,
2021/12/25,oOMM,54709.588609581166,83.0,,,,
2021/12/25,CFT,161861.9365489361,62.0,,,,
2021/12/25,dbnUSD,25519.998823874743,62.0,,,,
2021/12/25,oUSDS,101400.82597469904,58.0,,,,
2021/12/25,TAP,1674287.9503415618,56.0,,,,
2021/12/25,dUSDS,25393.60892255897,53.0,,,,
2021/12/25,dIUSDC,29548.632097,38.0,,,,
2021/12/25,oBALN,99474.74021157164,37.0,,,,
2021/12/25,IUSDT,237.29997,35.0,,,,
2021/12/25,UP,4.132151197035604,35.0,,,,
2021/12/25,dBALN,5104.377447661611,13.0,,,,
2021/12/25,finICX,859.3823275158431,7.0,,,,
2021/12/25,LDX,3250.0,3.0,,,,
2021/12/25,HGC,7500.0,1.0,,,,
2021/12/25,SEED,11.055569,1.0,,,,
2021/12/26,bnUSD,4139142.586419458,6242.0,,,,
2021/12/26,sICX,5902388.367179419,5037.0,,,,
2021/12/26,IWIN,721140.6057000001,3177.0,,,,
2021/12/26,BALN,987484.8485213792,2814.0,,,,
2021/12/26,GBET,2539831.1330601824,2670.0,,,,
2021/12/26,OMM,2227982.622990658,2220.0,,,,
2021/12/26,METX,7540291.670222945,1404.0,,,,
2021/12/26,IUSDC,711799.11052,867.0,,,,
2021/12/26,USDS,460465.1377115082,598.0,,,,
2021/12/26,oICX,1867251.531779052,219.0,,,,
2021/12/26,obnUSD,730907.1856577598,144.0,,,,
2021/12/26,IUSDT,78518.613206,105.0,,,,
2021/12/26,CFT,346211.90150085493,90.0,,,,
2021/12/26,oOMM,126087.1951116388,82.0,,,,
2021/12/26,oIUSDC,245402.804385,80.0,,,,
2021/12/26,dbnUSD,76790.75184994489,70.0,,,,
2021/12/26,oUSDS,121902.88543958376,60.0,,,,
2021/12/26,TAP,2754365.6763368254,55.0,,,,
2021/12/26,dUSDS,40484.849673342826,52.0,,,,
2021/12/26,UP,5.978881435255643,38.0,,,,
2021/12/26,oBALN,71177.29878791102,30.0,,,,
2021/12/26,dIUSDC,7319.970308000001,18.0,,,,
2021/12/26,LDX,1827451.0,18.0,,,,
2021/12/26,HGC,70150.0,8.0,,,,
2021/12/26,dBALN,5041.766583815183,6.0,,,,
2021/12/26,IETH,0.00999,1.0,,,,
2021/12/26,IAM,44521.76322277072,1.0,,,,
2021/12/27,sICX,7386408.910391013,8595.0,,,,
2021/12/27,bnUSD,6713303.090792015,8566.0,,,,
2021/12/27,BALN,1752952.975746343,6759.0,,,,
2021/12/27,OMM,5198805.847201472,5901.0,,,,
2021/12/27,GBET,2715490.2067432534,2149.0,,,,
2021/12/27,METX,12333200.478287384,1864.0,,,,
2021/12/27,USDS,1861936.8785887407,1521.0,,,,
2021/12/27,IUSDC,846620.16946,1267.0,,,,
2021/12/27,IWIN,4980.1455,833.0,,,,
2021/12/27,CFT,4249577.121164005,715.0,,,,
2021/12/27,oICX,1025018.7398275584,400.0,,,,
2021/12/27,obnUSD,641510.9133262588,207.0,,,,
2021/12/27,oIUSDC,206964.750436,127.0,,,,
2021/12/27,oUSDS,523240.8830345296,121.0,,,,
2021/12/27,dbnUSD,152421.21181465592,105.0,,,,
2021/12/27,oOMM,657033.5148069699,105.0,,,,
2021/12/27,dUSDS,157948.2228258249,103.0,,,,
2021/12/27,IUSDT,8322.029325,64.0,,,,
2021/12/27,LDX,258014.75,61.0,,,,
2021/12/27,dIUSDC,43209.854485,53.0,,,,
2021/12/27,oBALN,91719.45739923167,41.0,,,,
2021/12/27,UP,2.836667992948624,36.0,,,,
2021/12/27,TAP,257651.86498392504,33.0,,,,
2021/12/27,dBALN,63762.61898196387,19.0,,,,
2021/12/27,IAM,12000.437567639272,3.0,,,,
2021/12/28,bnUSD,28005377.77982174,26040.0,,,,
2021/12/28,sICX,32394743.117092226,17396.0,,,,
2021/12/28,BALN,4704239.812783181,6711.0,,,,
2021/12/28,OMM,10207251.851222064,4697.0,,,,
2021/12/28,LDX,448322.80296875,3256.0,,,,
2021/12/28,USDS,2799320.7289096587,2667.0,,,,
2021/12/28,IUSDC,2993379.974409,2310.0,,,,
2021/12/28,METX,3461676.538654229,1724.0,,,,
2021/12/28,GBET,2226013.118464512,1459.0,,,,
2021/12/28,oICX,5093947.881439886,672.0,,,,
2021/12/28,dbnUSD,1699132.2891307352,378.0,,,,
2021/12/28,obnUSD,2476321.9229265987,368.0,,,,
2021/12/28,CFT,2643980.276741759,344.0,,,,
2021/12/28,oUSDS,672066.0682634008,212.0,,,,
2021/12/28,dUSDS,400146.7469514844,191.0,,,,
2021/12/28,oIUSDC,637102.171593,170.0,,,,
2021/12/28,IUSDT,34169.939354,108.0,,,,
2021/12/28,oOMM,112432.14844269308,99.0,,,,
2021/12/28,dIUSDC,219066.306739,95.0,,,,
2021/12/28,oBALN,314460.66015179537,85.0,,,,
2021/12/28,TAP,2814778.845395908,61.0,,,,
2021/12/28,UP,8.996822107516595,31.0,,,,
2021/12/28,dBALN,115732.43870396372,27.0,,,,
2021/12/28,HGC,132500.0,4.0,,,,
2021/12/28,IETH,0.0878096025893869,3.0,,,,
2021/12/29,bnUSD,49458025.79322059,47869.0,,,,
2021/12/29,sICX,45447613.82817578,27115.0,,,,
2021/12/29,BALN,9370289.708672548,8971.0,,,,
2021/12/29,OMM,17941883.00174457,4495.0,,,,
2021/12/29,IUSDC,3432808.93276,3387.0,,,,
2021/12/29,USDS,2512085.743640751,2744.0,,,,
2021/12/29,GBET,3814226.4580492447,1866.0,,,,
2021/12/29,METX,4198655.570267784,1731.0,,,,
2021/12/29,oICX,4801032.2419682965,620.0,,,,
2021/12/29,dbnUSD,2530650.553140497,332.0,,,,
2021/12/29,obnUSD,3428026.3044442427,322.0,,,,
2021/12/29,CFT,2813478.6080595027,268.0,,,,
2021/12/29,oIUSDC,386962.003929,202.0,,,,
2021/12/29,oUSDS,600236.0336440745,193.0,,,,
2021/12/29,IUSDT,58608.962019,147.0,,,,
2021/12/29,dUSDS,180126.94040062476,105.0,,,,
2021/12/29,dIUSDC,175199.513412,96.0,,,,
2021/12/29,oOMM,522496.13143316656,91.0,,,,
2021/12/29,TAP,3154445.7651793337,74.0,,,,
2021/12/29,oBALN,329066.111943694,63.0,,,,
2021/12/29,UP,11.917388003252416,50.0,,,,
2021/12/29,dBALN,28702.14831676693,34.0,,,,
2021/12/29,ICXIOU,43002.69823998,13.0,,,,
2021/12/29,LDX,3500.0,3.0,,,,
2021/12/29,OMMWT,17.625,1.0,,,,
2021/12/29,WOK,1200.0,1.0,,,,
2021/12/30,bnUSD,10596595.5642889,8300.0,,,,
2021/12/30,sICX,23023351.114745997,7844.0,,,,
2021/12/30,BALN,2285560.7637937185,3170.0,,,,
2021/12/30,OMM,8961551.186997592,2871.0,,,,
2021/12/30,IWIN,4196.7939,2672.0,,,,
2021/12/30,IUSDC,2044193.970409,1950.0,,,,
2021/12/30,USDS,1332332.885911557,1677.0,,,,
2021/12/30,METX,2679559.460341407,1320.0,,,,
2021/12/30,GBET,2246088.3112545325,1254.0,,,,
2021/12/30,oICX,1064037.1226677457,333.0,,,,
2021/12/30,obnUSD,801436.5859769136,191.0,,,,
2021/12/30,oUSDS,276910.17330533004,144.0,,,,
2021/12/30,oIUSDC,306647.446233,142.0,,,,
2021/12/30,CFT,1324633.442742366,129.0,,,,
2021/12/30,dbnUSD,159859.93796775656,93.0,,,,
2021/12/30,IUSDT,42997.40784,90.0,,,,
2021/12/30,oOMM,30694.32888870152,86.0,,,,
2021/12/30,dIUSDC,165891.759628,72.0,,,,
2021/12/30,dUSDS,141679.97181964247,70.0,,,,
2021/12/30,TAP,1186231.090059333,43.0,,,,
2021/12/30,UP,4.68081159392838,32.0,,,,
2021/12/30,dBALN,25307.07381153,21.0,,,,
2021/12/30,oBALN,246290.36264474792,19.0,,,,
2021/12/30,LDX,3629.0,17.0,,,,
2021/12/30,finICX,50.0,2.0,,,,
2021/12/30,HGC,3000.0,1.0,,,,
2021/12/30,uMETX,3.30255633e-07,1.0,,,,
2021/12/31,bnUSD,6445178.520720623,5749.0,,,,
2021/12/31,sICX,7316754.162340112,5462.0,,,,
2021/12/31,BALN,1128752.841703835,2835.0,,,,
2021/12/31,OMM,4614817.357959757,2207.0,,,,
2021/12/31,GBET,3036332.001094448,1468.0,,,,
2021/12/31,IUSDC,1542200.185623,1361.0,,,,
2021/12/31,METX,857242.2143571895,1171.0,,,,
2021/12/31,USDS,940720.8306004668,860.0,,,,
2021/12/31,oICX,1110927.9184515832,221.0,,,,
2021/12/31,CFT,199289.84437071055,133.0,,,,
2021/12/31,obnUSD,713503.4925736787,121.0,,,,
2021/12/31,oIUSDC,213400.28225,115.0,,,,
2021/12/31,oUSDS,285412.614864811,86.0,,,,
2021/12/31,oOMM,38791.557311914665,83.0,,,,
2021/12/31,dbnUSD,135898.48563769707,75.0,,,,
2021/12/31,IUSDT,111.141918,70.0,,,,
2021/12/31,dIUSDC,177985.660469,52.0,,,,
2021/12/31,dUSDS,117416.0147531892,45.0,,,,
2021/12/31,TAP,590697.2926430289,37.0,,,,
2021/12/31,oBALN,181418.8187857536,30.0,,,,
2021/12/31,LDX,8764.0,19.0,,,,
2021/12/31,UP,1.5493323777806889,19.0,,,,
2021/12/31,dBALN,14173.210937059508,5.0,,,,
2021/12/31,IAM,66.94509027946648,1.0,,,,
2022/01/01,sICX,4817399.857072322,3521.0,,,,
2022/01/01,bnUSD,2015472.518757458,3088.0,,,,
2022/01/01,BALN,436333.1722367761,2278.0,,,,
2022/01/01,OMM,1866360.6239444856,1753.0,,,,
2022/01/01,GBET,1567136.988387718,1312.0,,,,
2022/01/01,METX,3130438.2426429093,1113.0,,,,
2022/01/01,IUSDC,300534.407684,617.0,,,,
2022/01/01,USDS,180363.6181199888,442.0,,,,
2022/01/01,oICX,530023.1107290235,232.0,,,,
2022/01/01,oOMM,45540.43323020227,93.0,,,,
2022/01/01,oIUSDC,82150.274289,77.0,,,,
2022/01/01,CFT,873436.6996997455,75.0,,,,
2022/01/01,obnUSD,355506.1997308454,64.0,,,,
2022/01/01,dUSDS,24908.42858164574,52.0,,,,
2022/01/01,TAP,837295.9804157495,41.0,,,,
2022/01/01,oUSDS,25763.103643359507,37.0,,,,
2022/01/01,dIUSDC,9073.608074,36.0,,,,
2022/01/01,IUSDT,97.549803,34.0,,,,
2022/01/01,UP,2.037609834899849,29.0,,,,
2022/01/01,dbnUSD,47988.265909015856,28.0,,,,
2022/01/01,oBALN,62745.14129434972,12.0,,,,
2022/01/01,LDX,7755.0,9.0,,,,
2022/01/01,dBALN,21.954223214783955,4.0,,,,
2022/01/01,HGC,42500.0,2.0,,,,
2022/01/01,IETH,0.4995,2.0,,,,
2022/01/01,uMETX,233.03316286285184,1.0,,,,
2022/01/02,sICX,5370665.83115864,5240.0,,,,
2022/01/02,bnUSD,3873289.866873023,5219.0,,,,
2022/01/02,IWIN,638871.6024999999,2987.0,,,,
2022/01/02,BALN,499283.8807341229,2485.0,,,,
2022/01/02,GBET,2478821.6766564045,2235.0,,,,
2022/01/02,OMM,1824773.8136514795,1702.0,,,,
2022/01/02,METX,2060422.241745395,1130.0,,,,
2022/01/02,IUSDC,560065.32201,524.0,,,,
2022/01/02,USDS,1026130.5972696622,497.0,,,,
2022/01/02,oICX,748715.6522917064,171.0,,,,
2022/01/02,obnUSD,471630.7101628351,109.0,,,,
2022/01/02,CFT,842321.0982316751,85.0,,,,
2022/01/02,oOMM,61538.15406764226,85.0,,,,
2022/01/02,oUSDS,346421.8545409226,66.0,,,,
2022/01/02,oIUSDC,214848.39887,64.0,,,,
2022/01/02,dbnUSD,82095.79175597295,48.0,,,,
2022/01/02,TAP,2630829.852478092,44.0,,,,
2022/01/02,dUSDS,232087.2681959042,37.0,,,,
2022/01/02,IUSDT,183.040113,28.0,,,,
2022/01/02,UP,7.871188171677719,20.0,,,,
2022/01/02,oBALN,62921.690102596185,9.0,,,,
2022/01/02,dBALN,1697.7335936496588,6.0,,,,
2022/01/02,dIUSDC,50163.368982,5.0,,,,
2022/01/02,LDX,3500.0,3.0,,,,
2022/01/02,HGC,20000.0,2.0,,,,
2022/01/02,IAM,4430.911296059432,2.0,,,,
2022/01/03,BALN,1151605.286387992,5761.0,,,,
2022/01/03,sICX,9516624.153159482,5688.0,,,,
2022/01/03,bnUSD,6112724.158695396,5126.0,,,,
2022/01/03,OMM,2253899.032643389,5015.0,,,,
2022/01/03,GBET,1533858.4779270652,1949.0,,,,
2022/01/03,USDS,1176729.5930246678,762.0,,,,
2022/01/03,IUSDC,524347.506961,695.0,,,,
2022/01/03,oICX,1989824.2766932824,485.0,,,,
2022/01/03,METX,674133.0199938188,243.0,,,,
2022/01/03,obnUSD,587813.4240007357,136.0,,,,
2022/01/03,oOMM,36036.7561178976,101.0,,,,
2022/01/03,oUSDS,333873.87896356214,91.0,,,,
2022/01/03,CFT,1041620.6887438572,90.0,,,,
2022/01/03,oIUSDC,112369.513668,79.0,,,,
2022/01/03,dbnUSD,269262.8217851331,59.0,,,,
2022/01/03,TAP,684391.1268308094,44.0,,,,
2022/01/03,IUSDT,1482554.552257,39.0,,,,
2022/01/03,dIUSDC,62331.078336,28.0,,,,
2022/01/03,oBALN,68544.4510209906,26.0,,,,
2022/01/03,dUSDS,95525.94376463482,24.0,,,,
2022/01/03,UP,3.010067421625073,22.0,,,,
2022/01/03,ICXIOU,12108.16199,9.0,,,,
2022/01/03,dBALN,36.05407337728116,7.0,,,,
2022/01/03,LDX,3850.0,7.0,,,,
2022/01/03,HGC,20000.0,1.0,,,,
2022/01/03,IORC,9.99e-05,1.0,,,,
2022/01/04,sICX,10449332.084853727,5138.0,,,,
2022/01/04,bnUSD,4756182.049868673,4635.0,,,,
2022/01/04,LDX,403751.0,3206.0,,,,
2022/01/04,BALN,1283725.8464580274,2933.0,,,,
2022/01/04,OMM,2019225.8341765904,2481.0,,,,
2022/01/04,GBET,1464206.327586454,1573.0,,,,
2022/01/04,USDS,593032.4064947295,719.0,,,,
2022/01/04,IUSDC,323500.110621,607.0,,,,
2022/01/04,oICX,2527119.168752581,325.0,,,,
2022/01/04,CFT,4135965.194120827,319.0,,,,
2022/01/04,METX,1061590.2338600156,288.0,,,,
2022/01/04,oOMM,47285.37148151628,110.0,,,,
2022/01/04,obnUSD,512514.1372083034,104.0,,,,
2022/01/04,oUSDS,152754.36376472205,67.0,,,,
2022/01/04,oIUSDC,35683.899577,62.0,,,,
2022/01/04,dUSDS,62760.050350330166,44.0,,,,
2022/01/04,TAP,1878334.5552683475,41.0,,,,
2022/01/04,IUSDT,6545.041138,28.0,,,,
2022/01/04,oBALN,70839.62063680767,24.0,,,,
2022/01/04,dIUSDC,24003.834962,20.0,,,,
2022/01/04,UP,4.936723985301069,20.0,,,,
2022/01/04,dbnUSD,64618.26442445335,19.0,,,,
2022/01/04,dBALN,20.23088925962924,4.0,,,,
2022/01/04,ICXIOU,297.96842,1.0,,,,
2022/01/05,sICX,18205799.815743905,6041.0,,,,
2022/01/05,bnUSD,10489396.03544395,5786.0,,,,
2022/01/05,BALN,965956.4940130544,2759.0,,,,
2022/01/05,OMM,2768109.147682561,2201.0,,,,
2022/01/05,GBET,2029932.944785291,1733.0,,,,
2022/01/05,IUSDC,1025542.574106,1360.0,,,,
2022/01/05,METX,1306320.938745635,1153.0,,,,
2022/01/05,USDS,697272.4280416889,719.0,,,,
2022/01/05,oICX,4110878.747191692,369.0,,,,
2022/01/05,CFT,2588627.591750752,224.0,,,,
2022/01/05,dIUSDC,179561.164378,128.0,,,,
2022/01/05,oOMM,39351.05447625764,120.0,,,,
2022/01/05,obnUSD,1917328.7395005825,112.0,,,,
2022/01/05,oUSDS,199983.8919930994,79.0,,,,
2022/01/05,oIUSDC,80584.334208,72.0,,,,
2022/01/05,TAP,2873698.117643886,61.0,,,,
2022/01/05,dbnUSD,1389394.9569424146,54.0,,,,
2022/01/05,dUSDS,149782.29756622584,46.0,,,,
2022/01/05,IUSDT,557.953293,41.0,,,,
2022/01/05,oBALN,31441.754448243893,32.0,,,,
2022/01/05,UP,9.857389698819588,29.0,,,,
2022/01/05,dBALN,1841.8934571750171,10.0,,,,
2022/01/05,LDX,3750.0,3.0,,,,
2022/01/05,HGC,3250.0,2.0,,,,
2022/01/05,ICXIOU,97.901,1.0,,,,
2022/01/05,SPORTS,38612992.0,1.0,,,,
2022/01/06,IWIN,90070.1286,8040.0,,,,
2022/01/06,sICX,7569035.967436178,5918.0,,,,
2022/01/06,bnUSD,5989294.060473899,5758.0,,,,
2022/01/06,METX,9136078.021992745,3742.0,,,,
2022/01/06,BALN,960932.2043994302,2363.0,,,,
2022/01/06,OMM,3011809.3240107903,1989.0,,,,
2022/01/06,GBET,1849236.9700984624,1421.0,,,,
2022/01/06,IUSDC,1910047.133075,1264.0,,,,
2022/01/06,USDS,979547.1568926014,877.0,,,,
2022/01/06,CFT,9620020.187105233,453.0,,,,
2022/01/06,oICX,913833.3282002896,282.0,,,,
2022/01/06,IAM,32678.09869467965,163.0,,,,
2022/01/06,obnUSD,628811.3709192463,141.0,,,,
2022/01/06,oIUSDC,294669.973098,121.0,,,,
2022/01/06,oUSDS,238125.60987813064,110.0,,,,
2022/01/06,dIUSDC,287239.911869,109.0,,,,
2022/01/06,oOMM,36242.02678985103,95.0,,,,
2022/01/06,TAP,1510849.114415149,62.0,,,,
2022/01/06,dUSDS,151757.56190033015,60.0,,,,
2022/01/06,UP,12.31949968318436,49.0,,,,
2022/01/06,dbnUSD,68030.45669553384,48.0,,,,
2022/01/06,IUSDT,47631.860646,41.0,,,,
2022/01/06,LDX,38116.22565625,38.0,,,,
2022/01/06,oBALN,1078.917444596489,18.0,,,,
2022/01/06,OWT,280.5,15.0,,,,
2022/01/06,dBALN,27.20165384704664,4.0,,,,
2022/01/06,IETH,0.1099,2.0,,,,
2022/01/06,CODA,100.0,1.0,,,,
2022/01/06,HGC,10000.0,1.0,,,,
2022/01/06,ICXIOU,100.196,1.0,,,,
2022/01/07,bnUSD,13353625.901132012,11661.0,,,,
2022/01/07,sICX,21360541.104714863,9146.0,,,,
2022/01/07,BALN,2707745.450425172,3490.0,,,,
2022/01/07,OMM,5252810.617275121,2498.0,,,,
2022/01/07,IUSDC,3728948.255202,1590.0,,,,
2022/01/07,USDS,1054461.539951501,1243.0,,,,
2022/01/07,GBET,1189416.8500936904,1019.0,,,,
2022/01/07,METX,15369702.877383616,763.0,,,,
2022/01/07,CFT,9766056.51147822,515.0,,,,
2022/01/07,oICX,1746386.6718550087,265.0,,,,
2022/01/07,obnUSD,796661.9935591313,162.0,,,,
2022/01/07,oIUSDC,1018160.012541,146.0,,,,
2022/01/07,UP,16.451125162221892,103.0,,,,
2022/01/07,oOMM,59774.09408526006,102.0,,,,
2022/01/07,dbnUSD,533721.0383431837,100.0,,,,
2022/01/07,oUSDS,155091.2254804387,98.0,,,,
2022/01/07,dIUSDC,289351.625099,95.0,,,,
2022/01/07,TAP,5761149.021975137,95.0,,,,
2022/01/07,dUSDS,133714.58223574847,53.0,,,,
2022/01/07,oBALN,291157.05510515784,41.0,,,,
2022/01/07,IUSDT,303.075199,32.0,,,,
2022/01/07,IAM,5448.909096967301,10.0,,,,
2022/01/07,OWT,60.5,8.0,,,,
2022/01/07,LDX,5250.0,6.0,,,,
2022/01/07,finICX,83.80840123339098,4.0,,,,
2022/01/07,dBALN,6131.636249094279,3.0,,,,
2022/01/07,SEED,118.499617,2.0,,,,
2022/01/07,ICXIOU,6315.24723,2.0,,,,
2022/01/07,IETH,9.99e-06,1.0,,,,
2022/01/07,IDAI,0.0999,1.0,,,,
2022/01/07,HGC,17500.0,1.0,,,,
2022/01/08,sICX,23877157.56741168,8343.0,,,,
2022/01/08,bnUSD,6649152.665618782,6366.0,,,,
2022/01/08,IWIN,7174.6657000000005,2885.0,,,,
2022/01/08,BALN,1106795.7164888913,2808.0,,,,
2022/01/08,OMM,4548426.293665004,2247.0,,,,
2022/01/08,METX,9018518.67858271,1830.0,,,,
2022/01/08,finICX,5970202.924483727,1718.0,,,,
2022/01/08,GBET,1706244.1522260166,1339.0,,,,
2022/01/08,IUSDC,2424605.491682,1304.0,,,,
2022/01/08,USDS,1679904.1176229094,1087.0,,,,
2022/01/08,oICX,2628953.731647149,453.0,,,,
2022/01/08,CFT,4727826.12779009,290.0,,,,
2022/01/08,IUSDT,102665.889812,128.0,,,,
2022/01/08,oOMM,533223.2440413538,124.0,,,,
2022/01/08,dUSDS,413280.7580949192,123.0,,,,
2022/01/08,oIUSDC,627481.393496,114.0,,,,
2022/01/08,dIUSDC,345982.150669,107.0,,,,
2022/01/08,obnUSD,558206.3101100491,106.0,,,,
2022/01/08,dbnUSD,196763.6557531796,93.0,,,,
2022/01/08,oUSDS,416550.3564803503,92.0,,,,
2022/01/08,UP,4.9162558070142905,75.0,,,,
2022/01/08,TAP,531700.7667698523,64.0,,,,
2022/01/08,oBALN,65529.32664597864,28.0,,,,
2022/01/08,FIN,0.0,15.0,,,,
2022/01/08,LDX,4100.0,9.0,,,,
2022/01/08,dBALN,6135.530355552783,8.0,,,,
2022/01/08,SEED,69.002642,5.0,,,,
2022/01/08,HGC,52000.0,3.0,,,,
2022/01/08,IETH,0.000585658583131,1.0,,,,
2022/01/09,sICX,11452010.86203312,4895.0,,,,
2022/01/09,bnUSD,4974917.9099605,4093.0,,,,
2022/01/09,IWIN,541377.126,3771.0,,,,
2022/01/09,BALN,1013035.7943565224,2795.0,,,,
2022/01/09,OMM,3427667.7005045605,1891.0,,,,
2022/01/09,METX,1575675.6252387734,1217.0,,,,
2022/01/09,IUSDC,1934878.765248,1030.0,,,,
2022/01/09,GBET,810011.9878398242,862.0,,,,
2022/01/09,finICX,1884159.922617259,548.0,,,,
2022/01/09,USDS,254007.8396336662,492.0,,,,
2022/01/09,FIN,18162.49450834828,422.0,,,,
2022/01/09,oICX,1280198.1187215266,221.0,,,,
2022/01/09,CFT,1461394.0969704182,186.0,,,,
