date,IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD,holders,liquidity
2022/07/02,finICX,1947.7890258010584,2.0,0.3166911165135443,616.847481313766,,
2022/07/02,ICX,,,0.28478639,,,
2022/07/03,sICX,1256477.2854906912,1591.0,0.3220000496988748,404585.74837350985,,
2022/07/03,bnUSD,186480.9380216778,1151.0,1.0154809529390565,189367.84064722247,,
2022/07/03,METX,2880991.3865533867,852.0,0.0001495006867894,430.71019092429606,,
2022/07/03,GBET,321035.84341096546,841.0,0.0267568985776581,8589.923501940135,,
2022/07/03,BALN,99008.96821123782,717.0,0.2263200122687114,22407.71090027981,,
2022/07/03,FIN,19622.39322927166,434.0,0.4321518573504482,8479.853679690608,,
2022/07/03,OMM,883106.5861041796,415.0,0.0211350920915794,18664.539023992205,,
2022/07/03,CFT,1977641.1656085409,130.0,0.0083116365338518,16437.434562921208,,
2022/07/03,USDS,16142.569884388467,130.0,1.004816787576568,16220.325214461467,,
2022/07/03,IUSDT,7046.748642,123.0,1.0383899964244547,7317.273297170411,,
2022/07/03,finOMM,1976.441595181613,105.0,0.0211350920915794,41.77227512779165,,
2022/07/03,IUSDC,37904.043373,71.0,1.015193162833743,38479.925676023246,,
2022/07/03,obnUSD,11368.906439115652,17.0,1.0154809529390565,11544.907944668135,,
2022/07/03,oICX,27601.89648173165,17.0,0.3220000496988748,8887.812038900789,,
2022/07/03,ETH,4.714,16.0,606.4061016236453,2858.5983630538644,,
2022/07/03,ONE,1.098,14.0,,,,
2022/07/03,IAM,556.417,12.0,,,,
2022/07/03,CLAW,356690.6505220488,10.0,,,,
2022/07/03,oOMM,4754.3,9.0,0.0211350920915794,100.48256833099636,,
2022/07/03,oIUSDC,249.828361,7.0,1.015193162833743,253.6240439691601,,
2022/07/03,FinICX,15000.171780544635,7.0,0.4321518573504482,6482.352095538145,,
2022/07/03,dICX,10055.298697989176,6.0,0.3220000496988748,3237.8066804895457,,
2022/07/03,UP,0.1654041049473845,6.0,0.8620811950102021,0.1425917684526341,,
2022/07/03,oUSDS,143.79762548601332,6.0,1.004816787576568,144.4902681019943,,
2022/07/03,finOICX,13065.189087448174,5.0,0.3220000496988748,4206.991535483508,,
2022/07/03,finICX,28211.080878028148,3.0,0.3220000496988748,9083.96944478404,,
2022/07/03,dbnUSD,527.0640525165776,2.0,1.0154809529390565,535.223506309455,,
2022/07/03,TAP,18208.31075150688,2.0,0.0006446216988779,11.737472210334342,,
2022/07/03,SEED,500.0,1.0,0.0014034753948286,0.7017376974143149,,
2022/07/03,ICX,,,0.2895,,,
2022/07/04,sICX,864277.869705989,1938.0,0.3321911404134931,287105.4511717769,,
2022/07/04,bnUSD,185388.29583297303,1411.0,1.023538625330905,189752.0814693204,,
2022/07/04,GBET,306096.92523570434,1239.0,0.0276725542807384,8470.483778752174,,
2022/07/04,METX,2395436.998075484,858.0,0.0001561261461824,373.9903469324276,,
2022/07/04,BALN,125890.37283256922,801.0,0.230132168132692,28971.4244469921,,
2022/07/04,OMM,1045392.786992613,486.0,0.0213730809765283,22343.26468867178,,
2022/07/04,FIN,18701.6997418086,418.0,0.4375639701253355,8183.189987117734,,
2022/07/04,USDS,50694.13333348179,165.0,1.0103012498408128,51216.34626641346,,
2022/07/04,IUSDC,66033.867966,159.0,1.0248645936142369,67675.77325775076,,
2022/07/04,CFT,4219547.862228787,123.0,0.0088178254179623,37207.23639186958,,
2022/07/04,finOMM,7126.061930442344,104.0,0.0213730809765283,152.30589868310022,,
2022/07/04,IUSDT,5756.285749,99.0,1.0566787315803037,6082.544723867098,,
2022/07/04,obnUSD,30927.92910327051,43.0,1.023538625330905,31655.930038693183,,
2022/07/04,oICX,28524.03963948507,32.0,0.3321911404134931,9475.433257040228,,
2022/07/04,oUSDS,15844.725742533044,23.0,1.0103012498408128,16007.946221066037,,
2022/07/04,oIUSDC,24008.845139,22.0,1.0248645936142369,24605.815316528377,,
2022/07/04,dUSDS,11557.622286053334,16.0,1.0103012498408128,11676.680240787717,,
2022/07/04,oOMM,10418.55,16.0,0.0213730809765283,222.67651280800956,,
2022/07/04,dICX,3814.4874457289047,11.0,0.3321911404134931,1267.1389346896374,,
2022/07/04,UP,0.1914155030736443,6.0,0.8891794294647543,0.170202727813732,,
2022/07/04,CLAW,178226.21698298026,6.0,,,,
2022/07/04,finICX,3549.330916978769,5.0,0.3321911404134931,1179.0562850160468,,
2022/07/04,finOICX,12250.741526041646,5.0,0.3321911404134931,4069.587798446712,,
2022/07/04,FinICX,5660.713030022878,4.0,0.4375639701253355,2476.9240671570283,,
2022/07/04,TAP,34322.71091693145,3.0,0.0006750838934484,23.170709319507004,,
2022/07/04,dbnUSD,1069.6358294004383,2.0,1.023538625330905,1094.813586429207,,
2022/07/04,CHIU,360000.0,2.0,,,,
2022/07/04,IDOGE,49395529.02620973,2.0,,,,
2022/07/04,dBALN,285.0,1.0,0.230132168132692,65.58766791781721,,
2022/07/04,ICX,,,0.2986,,,
2022/07/05,sICX,5766288.7815184975,1964.0,0.3214792033349598,1853741.923681883,,
2022/07/05,bnUSD,358887.092081602,1307.0,1.0064214269998533,361191.6593445937,,
2022/07/05,GBET,177409.97738165906,902.0,0.0268228616617101,4758.643280715368,,
2022/07/05,METX,1294588.1329159278,848.0,0.0001473719555073,190.78598472441,,
2022/07/05,BALN,117523.49444546836,769.0,0.2249086327301067,26432.04844939458,,
2022/07/05,CFT,5283176.289494929,628.0,0.00867498639764,45831.48244770293,,
2022/07/05,OMM,1157647.6361272377,493.0,0.0210675926819514,24388.848867152545,,
2022/07/05,FIN,54429.29846265411,434.0,0.3805737536218119,20714.36242293419,,
2022/07/05,USDS,13484.600475763096,156.0,1.0036890119552095,13534.345328129411,,
2022/07/05,IUSDC,23621.955239,150.0,1.006171211156482,23767.731312708835,,
2022/07/05,finOMM,5745.823218905738,90.0,0.0210675926819514,121.05066319840503,,
2022/07/05,oICX,1446135.31931681,62.0,0.3214792033349598,464902.43036851584,,
2022/07/05,IUSDT,2646.3408,53.0,1.0286727259906538,2722.218604636288,,
2022/07/05,IDOGE,1081916182.0649602,38.0,,,,
2022/07/05,IAM,5604.506046720277,33.0,,,,
2022/07/05,obnUSD,34786.083016030105,31.0,1.0064214269998533,35009.45930872838,,
2022/07/05,CLAW,2778481.8245258317,27.0,,,,
2022/07/05,oIUSDC,6745.581728,22.0,1.006171211156482,6787.2101372167945,,
2022/07/05,oOMM,11127.86,16.0,0.0210675926819514,234.43722190177985,,
2022/07/05,oUSDS,3312.074054826763,14.0,1.0036890119552095,3324.2923356115584,,
2022/07/05,dUSDS,3029.567238756668,14.0,1.0036890119552095,3040.7433485195525,,
2022/07/05,dIUSDC,1053.491399,10.0,1.006171211156482,1059.9927168747663,,
2022/07/05,UP,0.1490500144366631,8.0,0.860326658774969,0.1282317009106552,,
2022/07/05,ONE,1.201,6.0,,,,
2022/07/05,finOICX,69113.86261653191,5.0,0.3214792033349598,22218.66949336454,,
2022/07/05,dICX,442646.1819580777,4.0,0.3214792033349598,142301.54193514446,,
2022/07/05,finICX,880386.4912020403,4.0,0.3214792033349598,283025.94781849254,,
2022/07/05,TAP,16857.737045436974,4.0,0.000657569708336,11.085137232173082,,
2022/07/05,oBALN,38.81119011916181,2.0,0.2249086327301067,8.72897170432891,,
2022/07/05,dbnUSD,22.412065265211744,2.0,1.0064214269998533,22.55598270622825,,
2022/07/05,FinICX,1051.4914194394703,2.0,0.3805737536218119,400.1700363972063,,
2022/07/05,PGT,1.0,1.0,,,,
2022/07/05,ETH,0.002,1.0,605.1719238168176,1.2103438476336352,,
2022/07/05,ICX,,,0.2889108,,,
2022/07/06,sICX,5956406.697422646,1404.0,0.3217217684728845,1916305.696438547,,
2022/07/06,GBET,109570.69316199076,990.0,0.0269484641828482,2952.761900165767,,
2022/07/06,bnUSD,143332.5038830399,924.0,1.011215941710708,144940.1128918419,,
2022/07/06,METX,460356.2335402973,796.0,0.0001494923091924,68.81971640305667,,
2022/07/06,BALN,123421.64956807114,661.0,0.2261460900218827,27911.32347387028,,
2022/07/06,OMM,1145450.7118978314,436.0,0.0210049042123315,24060.08248336095,,
2022/07/06,FIN,49953.79669647237,345.0,0.3823422615857526,19099.447603724144,,
2022/07/06,CFT,581898.0752931916,166.0,0.0086066162960699,5008.173457470137,,
2022/07/06,USDS,11238.641229060682,142.0,0.9983581019845792,11220.188526330665,,
2022/07/06,finOMM,2549.9654640624512,102.0,0.0210049042123315,53.5617803173854,,
2022/07/06,IUSDC,20481.835635,93.0,1.010590988811332,20698.758527045826,,
2022/07/06,oICX,2080990.1140790947,54.0,0.3217217684728845,669499.819676116,,
2022/07/06,IUSDT,1360.961305,35.0,1.0356127405049826,1409.4288667922876,,
2022/07/06,CLAW,12345372.78624,29.0,,,,
2022/07/06,IAM,4638.667338178648,27.0,,,,
2022/07/06,obnUSD,21067.32768004818,24.0,1.011215941710708,21303.617599307985,,
2022/07/06,dICX,203580.886284202,24.0,0.3217217684728845,65496.402762630656,,
2022/07/06,oUSDS,3206.07251937234,22.0,0.9983581019845792,3200.8084752654872,,
2022/07/06,oOMM,16441.100000000002,19.0,0.0210049042123315,345.3437306453646,,
2022/07/06,oIUSDC,6369.442128,18.0,1.010590988811332,6436.900818312074,,
2022/07/06,UP,1.0909950066709022,17.0,0.8597620947201814,0.9379961522646332,,
2022/07/06,TAP,174924.33756058762,11.0,0.0006834790686841,119.557123326102,,
2022/07/06,IDOGE,158118402.8763667,10.0,,,,
2022/07/06,dUSDS,2001.3397758895912,8.0,0.9983581019845792,1998.053780083376,,
2022/07/06,FinICX,16331.792619743448,5.0,0.3823422615857526,6244.334525982214,,
2022/07/06,dIUSDC,3960.173361,5.0,1.010590988811332,4002.115512757286,,
2022/07/06,finOICX,860850.1328831912,5.0,0.3217217684728845,276954.2271412979,,
2022/07/06,dbnUSD,1926.6560926203847,4.0,1.011215941710708,1948.265355051796,,
2022/07/06,finICX,49680.22155137938,4.0,0.3217217684728845,15983.208735634482,,
2022/07/06,finUSDS,66.73588114701734,4.0,0.3823422615857526,25.5159477266686,,
2022/07/06,ONE,0.297,3.0,,,,
2022/07/06,oBALN,92.28194172428292,3.0,0.2261460900218827,20.869200300573823,,
2022/07/06,HGC,64000.0,2.0,,,,
2022/07/06,SEED,1050.0,2.0,0.0010777964773438,1.1316863012110232,,
2022/07/06,dBALN,285.0910822804882,2.0,0.2261460900218827,64.47223355783926,,
2022/07/06,CHIU,82269.9412865881,2.0,,,,
2022/07/06,OWT,2.5,1.0,,,,
2022/07/06,ETH,0.99,1.0,605.5019658361272,599.4469461777659,,
2022/07/06,ICX,,,0.289068363,,,
2022/07/07,sICX,1767066.5311927618,1501.0,0.3297525007599499,582694.6076700232,,
2022/07/07,bnUSD,310153.9685371897,1212.0,1.0197718881674314,316286.29811779206,,
2022/07/07,GBET,237947.42794673317,1048.0,0.0276214486839451,6572.452670507423,,
2022/07/07,METX,326867.92852329765,803.0,0.0001507908650848,49.2886977105298,,
2022/07/07,BALN,118893.38588105084,706.0,0.2326083230099481,27655.59110676588,,
2022/07/07,OMM,2281792.241968237,682.0,0.0214569927409646,48960.39957230202,,
2022/07/07,FIN,68471.56159798769,383.0,0.3571447113114714,24454.256099958944,,
2022/07/07,USDS,318010.9109384979,373.0,1.0112792343821293,321597.83053904766,,
2022/07/07,IUSDC,510288.581056,253.0,1.020805252102131,520905.26362970873,,
2022/07/07,CFT,2085823.519747768,142.0,0.0085983598306038,17934.661165927857,,
2022/07/07,finOMM,1814.3152085106904,94.0,0.0214569927409646,38.92974825883574,,
2022/07/07,oUSDS,117200.25621689593,82.0,1.0112792343821293,118522.1853764119,,
2022/07/07,oIUSDC,155185.974062,62.0,1.020805252102131,158414.65737507466,,
2022/07/07,obnUSD,45545.77573681786,35.0,1.0197718881674314,46446.301721185126,,
2022/07/07,IUSDT,1250.653374,35.0,1.0441814123110744,1305.9090063749304,,
2022/07/07,oICX,266074.71405225346,27.0,0.3297525007599499,87738.80234771916,,
2022/07/07,finUSDS,19983.299518173902,18.0,0.3571447113114714,7136.929737468884,,
2022/07/07,oOMM,13953.159999999998,17.0,0.0214569927409646,299.39285283351893,,
2022/07/07,dUSDS,17882.40272848942,16.0,1.0112792343821293,18084.10254017968,,
2022/07/07,IAM,410.344920553908,14.0,,,,
2022/07/07,UP,0.3406030622098931,14.0,0.8810392882189488,0.3000846794945986,,
2022/07/07,dICX,237940.68617290136,12.0,0.3297525007599499,78461.53629805266,,
2022/07/07,dbnUSD,6367.778513022554,12.0,1.0197718881674314,6493.681517657008,,
2022/07/07,TAP,80789.41179097674,12.0,0.000701446503372,56.66945041026874,,
2022/07/07,finIUSDC,55253.166457,11.0,0.3571447113114714,19733.37618332994,,
2022/07/07,CLAW,770236.977210234,10.0,,,,
2022/07/07,dIUSDC,20503.659819,8.0,1.020805252102131,20930.243630550627,,
2022/07/07,FinICX,2013.934963173517,5.0,0.3571447113114714,719.2662210226845,,
2022/07/07,finOICX,288.9005712035688,5.0,0.3297525007599499,95.26568582535478,,
2022/07/07,finICX,48844.921418687234,3.0,0.3297525007599499,16106.734987235355,,
2022/07/07,IDOGE,47878483.693568885,3.0,,,,
2022/07/07,dBALN,1371.503543123314,2.0,0.2326083230099481,319.02313916811613,,
2022/07/07,ICX,,,0.29622216,,,
2022/07/08,sICX,1672203.8544259768,2056.0,0.3304889526665321,552644.9004941792,,
2022/07/08,bnUSD,621614.3043698319,1894.0,1.009393373269576,627453.3595604857,,
2022/07/08,GBET,150424.31484883215,1032.0,0.026814286905534,4033.5207359249766,,
2022/07/08,BALN,188711.79077998223,948.0,0.229425957592279,43295.38330865124,,
2022/07/08,METX,516634.6786427842,804.0,0.0001476323508032,76.27199211453289,,
2022/07/08,OMM,1497262.4224131256,560.0,0.0214512886473453,32118.20840400749,,
2022/07/08,FIN,22730.05752225918,478.0,0.3565643656863217,8104.728542437952,,
2022/07/08,USDS,79738.064201756,247.0,1.006071350630601,80222.18194813024,,
2022/07/08,IUSDC,47310.477283,225.0,1.0048021591779126,47537.66972569598,,
2022/07/08,finOMM,8023.582361000307,132.0,0.0214512886473453,172.11618121156638,,
2022/07/08,IUSDT,8091.640721,132.0,1.0248034748017223,8292.341527727915,,
2022/07/08,CFT,1922412.3498821089,110.0,0.0090284312137641,17356.3676654014,,
2022/07/08,obnUSD,54434.44935503352,55.0,1.009393373269576,54945.77245654918,,
2022/07/08,oICX,75866.99670912714,44.0,0.3304889526665321,25073.20428435467,,
2022/07/08,oUSDS,19474.94131944021,42.0,1.006071350630601,19593.180516700915,,
2022/07/08,IAM,2338.454989466665,21.0,,,,
2022/07/08,oIUSDC,8582.237393,19.0,1.0048021591779126,8623.450663063819,,
2022/07/08,oOMM,65318.74,15.0,0.0214512886473453,1401.1711458209031,,
2022/07/08,CLAW,210155.69721645347,13.0,,,,
2022/07/08,UP,0.3432874126029868,10.0,0.8828227685594731,0.303061944005787,,
2022/07/08,dUSDS,4525.483425347026,8.0,1.006071350630601,4552.959221995281,,
2022/07/08,finUSDS,5697.409139407496,8.0,0.3565643656863217,2031.4930758482865,,
2022/07/08,dICX,975.473271101832,8.0,0.3304889526665321,322.3831397206406,,
2022/07/08,finICX,9365.49960006856,6.0,0.3304889526665321,3095.1941540254843,,
2022/07/08,dIUSDC,653.666802,6.0,1.0048021591779126,656.8058140325211,,
2022/07/08,FinICX,924.4066634356344,6.0,0.3565643656863217,329.61047558413617,,
2022/07/08,TAP,54740.2282064856,5.0,0.000713827253159,39.07506673793622,,
2022/07/08,ONE,3.396,5.0,,,,
2022/07/08,IDOGE,308552599.3373349,5.0,,,,
2022/07/08,finOICX,21000.00705352413,4.0,0.3304889526665321,6940.270337108978,,
2022/07/08,finIUSDC,0.998825,1.0,0.3565643656863217,0.3561454025566403,,
2022/07/08,ETH,1.0,1.0,621.7428345938285,621.7428345938285,,
2022/07/08,ICX,,,0.2968218,,,
2022/07/09,sICX,928084.9042896548,1442.0,0.3316709478397176,307818.79988148337,,
2022/07/09,bnUSD,426381.0364510638,1164.0,0.9974246042355506,425282.9365357462,,
2022/07/09,GBET,507309.0181104541,857.0,0.0280433087558127,14226.623429479643,,
2022/07/09,METX,1174952.411472496,803.0,0.0001446192247432,169.92070685741618,,
2022/07/09,BALN,165690.9874656337,675.0,0.2297105012868252,38060.9597894398,,
2022/07/09,OMM,2319238.6499322583,450.0,0.0215062523606466,49878.13169000864,,
2022/07/09,FIN,46897.72118468266,360.0,0.3571426314273537,16749.17555184392,,
2022/07/09,USDS,56085.38830527454,179.0,1.00027141372816,56100.61064960978,,
2022/07/09,IUSDC,176953.446063,168.0,0.990353731323304,175246.50557900907,,
2022/07/09,IWIN,62.5718,98.0,,,,
2022/07/09,finOMM,5035.755110843205,97.0,0.0215062523606466,108.30022024021024,,
2022/07/09,CFT,894916.5310666108,94.0,0.0094399324952069,8447.951642113567,,
2022/07/09,oICX,58526.83294665389,43.0,0.3316709478397176,19411.65015747351,,
2022/07/09,oUSDS,11605.655944092128,39.0,1.00027141372816,11608.805878439658,,
2022/07/09,obnUSD,57138.72766263242,35.0,0.9974246042355506,56991.57282542405,,
2022/07/09,IAM,1257.41269481526,28.0,,,,
2022/07/09,dUSDS,11098.659159636209,28.0,1.00027141372816,11101.671488096305,,
2022/07/09,IUSDT,1709.726347,26.0,1.013246206949942,1732.3737360201303,,
2022/07/09,oIUSDC,69122.322471,23.0,0.990353731323304,68455.54997688752,,
2022/07/09,dbnUSD,18780.025734490817,17.0,0.9974246042355506,18731.65973575796,,
2022/07/09,oOMM,9876.68,14.0,0.0215062523606466,212.41037256535185,,
2022/07/09,FRMD,37151715.0,11.0,,,,
2022/07/09,UP,0.3487742334462143,10.0,0.88579523579368,0.3089425543542494,,
2022/07/09,CLAW,7720401.929808138,10.0,,,,
2022/07/09,TAP,64769.72445182456,8.0,0.0007218743790262,46.75560461836163,,
2022/07/09,dIUSDC,11524.603525,5.0,0.990353731323304,11413.434103005451,,
2022/07/09,FinICX,3879.857509825629,4.0,0.3571426314273537,1385.6625206223052,,
2022/07/09,finOICX,162.98633330047352,3.0,0.3316709478397176,54.057831650688186,,
2022/07/09,finIUSDC,9131.721103,2.0,0.3571426314273537,3261.326904186117,,
2022/07/09,finICX,3162.854846149967,2.0,0.3316709478397176,1049.0270647020038,,
2022/07/09,IDOGE,9910355.59262284,2.0,,,,
2022/07/09,dICX,4202.233964878012,2.0,0.3316709478397176,1393.7589221753449,,
2022/07/09,ONE,0.0099,1.0,,,,
2022/07/09,ICX,,,0.2978212,,,
2022/07/10,sICX,1695589.633474223,2022.0,0.3262584378067429,553200.4249786079,,
2022/07/10,bnUSD,767071.551489903,1936.0,0.991923391610386,760876.2149617054,,
2022/07/10,GBET,259067.8743645291,1249.0,0.027328065902678,7079.823943900575,,
2022/07/10,BALN,165719.1486938025,866.0,0.2243633104135014,37181.29679984881,,
2022/07/10,METX,848561.6256161662,804.0,0.000148943760081,126.38795917974136,,
2022/07/10,OMM,2888990.758349096,711.0,0.0215135661584558,62152.493810910775,,
2022/07/10,FIN,42071.9037270215,528.0,0.3296946881389723,13870.88317869322,,
2022/07/10,USDS,344647.5875508744,355.0,0.9905452335494654,341389.02510284074,,
2022/07/10,IUSDC,186520.009424,303.0,0.9952725417061272,185638.24385847524,,
2022/07/10,finOMM,15291.83936486152,121.0,0.0215135661584558,328.9819978604276,,
2022/07/10,FRMD,17075.0,101.0,,,,
2022/07/10,CFT,2047078.946508576,86.0,0.0091737763962661,18779.444520773777,,
2022/07/10,IUSDT,9295.189895,73.0,0.9749306334689412,9062.165372546451,,
2022/07/10,oUSDS,93772.6916262636,63.0,0.9905452335494654,92886.09272749929,,
2022/07/10,oIUSDC,54693.978571,49.0,0.9952725417061272,54435.41506837962,,
2022/07/10,dUSDS,13283.850240127482,43.0,0.9905452335494654,13158.2545385432,,
2022/07/10,oICX,99961.55926044882,43.0,0.3262584378067429,32613.302165040197,,
2022/07/10,obnUSD,48504.403209316726,38.0,0.991923391610386,48112.65213942313,,
2022/07/10,oOMM,152039.47999999998,18.0,0.0215135661584558,3270.9114116772225,,
2022/07/10,TAP,268504.3720326094,14.0,0.0006831639622098,183.4325106684578,,
2022/07/10,UP,1.0219504482661188,13.0,0.8711583479079692,0.8902806641553206,,
2022/07/10,dICX,22371.558983156247,12.0,0.3262584378067429,7298.909885145964,,
2022/07/10,dIUSDC,3561.935036,12.0,0.9952725417061272,3545.096136671825,,
2022/07/10,IAM,1901.2097270708623,11.0,,,,
2022/07/10,dbnUSD,17542.984665827233,8.0,0.991923391610386,17401.29684869634,,
2022/07/10,CLAW,1256222.291564969,7.0,,,,
2022/07/10,FinICX,133596.01259626664,4.0,0.3296946881389723,44045.89570953635,,
2022/07/10,finOICX,52.64334625910952,3.0,0.3262584378067429,17.175335911416518,,
2022/07/10,finUSDS,40059.11938208941,3.0,0.3296946881389723,13207.278871799832,,
2022/07/10,oBALN,1.968045776297951,2.0,0.2243633104135014,0.4415572654155175,,
2022/07/10,finIUSDC,100.038638,2.0,0.3296946881389723,32.98220755725755,,
2022/07/10,ICX,,,0.2929,,,
2022/07/11,FRMD,455270.7316272203,2584.0,,,,
2022/07/11,sICX,1610365.705352462,1736.0,0.3005423455466054,483983.0862744426,,
2022/07/11,bnUSD,381225.0743753212,1444.0,0.9882985571006688,376764.19093572506,,
2022/07/11,GBET,346017.2849313266,1025.0,0.0256303950125524,8868.559693960806,,
2022/07/11,METX,886306.5469077261,824.0,0.0001435129836795,127.19649700140782,,
2022/07/11,BALN,151071.65130905484,802.0,0.2145483389682193,32412.17185354374,,
2022/07/11,OMM,2999707.9726399146,599.0,0.0212698311527793,63803.28208569712,,
2022/07/11,FIN,35062.134030802226,445.0,0.3281452049115858,11505.47115617508,,
2022/07/11,USDS,24630.046639299024,206.0,0.9880025752373428,24334.54950784329,,
2022/07/11,IUSDC,22055.540851,200.0,0.98676965129099,21763.738354575456,,
2022/07/11,CFT,4193204.0257735536,189.0,0.0082100353811264,34426.35341188278,,
2022/07/11,finOMM,2573.905684569915,104.0,0.0212698311527793,54.7465393139811,,
2022/07/11,IAM,6650.0339130251205,44.0,,,,
2022/07/11,oICX,41656.588331177554,41.0,0.3005423455466054,12519.568764521457,,
2022/07/11,obnUSD,8780.206434964386,23.0,0.9882985571006688,8677.46535072131,,
2022/07/11,dbnUSD,9029.886588908988,16.0,0.9882985571006688,8924.223886601434,,
2022/07/11,IUSDT,568.476632,16.0,0.9794495782699526,556.794197468723,,
2022/07/11,oIUSDC,4121.890665,16.0,0.98676965129099,4067.356614161637,,
2022/07/11,dICX,44815.12772473818,15.0,0.3005423455466054,13468.84360236352,,
2022/07/11,oOMM,61188.51,13.0,0.0212698311527793,1301.4692761901524,,
2022/07/11,oUSDS,828.971869558411,11.0,0.9880025752373428,819.0263419230246,,
2022/07/11,FinICX,39209.21491757048,7.0,0.3281452049115858,12866.315863548569,,
2022/07/11,dUSDS,131.61699796068916,6.0,0.9880025752373428,130.03793293016898,,
2022/07/11,UP,0.0853904732609854,6.0,0.802325238841277,0.0685109318538898,,
2022/07/11,finOICX,11027.145829802594,5.0,0.3005423455466054,3314.12427237334,,
2022/07/11,oBALN,318.06124020673764,5.0,0.2145483389682193,68.2395107765274,,
2022/07/11,CLAW,1643214.8403566082,5.0,,,,
2022/07/11,dIUSDC,390.56663,4.0,0.98676965129099,385.39929729099714,,
2022/07/11,TAP,1493.148355837055,3.0,0.0006299740084419,0.9406446549251032,,
2022/07/11,NOTMIRAI,1858.0580992,3.0,0.0212698311527793,39.52058204203819,,
2022/07/11,finICX,5381.371604544996,2.0,0.3005423455466054,1617.3300442878528,,
2022/07/11,IDOGE,1000000.0,1.0,,,,
2022/07/11,ICX,,,0.269757,,,
2022/07/12,sICX,3163935.408007976,2567.0,0.2965701386241975,938328.7625509326,,
2022/07/12,bnUSD,429711.0537760399,1946.0,0.9987529714435468,429175.1918209576,,
2022/07/12,OMM,23815903.267944343,1738.0,0.0222194455068533,529176.1648585801,,
2022/07/12,FRMD,1994158.468261603,1643.0,,,,
2022/07/12,GBET,246742.40867489495,1275.0,0.0251169268266684,6197.411023723253,,
2022/07/12,BALN,237601.12803290103,946.0,0.2130406504157076,50618.69885563506,,
2022/07/12,METX,688359.7996138257,807.0,0.0001365484197348,93.99444284629138,,
2022/07/12,CFT,7952085.190223248,607.0,0.0086158904075209,68514.29451023407,,
2022/07/12,FIN,34957.51987311455,470.0,0.316674469450344,11070.154059118408,,
2022/07/12,IUSDC,184773.115596,461.0,0.9979193092359836,184388.6598809409,,
2022/07/12,USDS,378697.5094756914,330.0,0.9984991786024908,378129.1521502868,,
2022/07/12,oICX,124597.05836227207,114.0,0.2965701386241975,36951.766870666266,,
2022/07/12,finOMM,104523.03755986682,114.0,0.0222194455068533,2322.4439372722472,,
2022/07/12,IUSDT,2418.921765,55.0,0.988391066294852,2390.8406625921752,,
2022/07/12,oUSDS,94243.54981264874,55.0,0.9984991786024908,94102.10707651268,,
2022/07/12,oIUSDC,40913.010185,51.0,0.9979193092359836,40827.882862579965,,
2022/07/12,dIUSDC,9244.639379,46.0,0.9979193092359836,9225.404143227452,,
2022/07/12,oOMM,352125.48,42.0,0.0222194455068533,7824.032914434581,,
2022/07/12,CLAW,9338627.351885118,36.0,,,,
2022/07/12,IAM,7291.394349158135,33.0,,,,
2022/07/12,obnUSD,31976.956922297257,33.0,0.9987529714435468,31937.08074386668,,
2022/07/12,dUSDS,19299.35849688276,29.0,0.9984991786024908,19270.39360669244,,
2022/07/12,dICX,30223.013238942265,26.0,0.2965701386241975,8963.243225914066,,
2022/07/12,IDOGE,72104281.45200503,12.0,,,,
2022/07/12,NOTMIRAI,2.0671492,9.0,0.0222194455068533,0.0459309090039355,,
2022/07/12,dbnUSD,6543.571041527748,8.0,0.9987529714435468,6535.411021577784,,
2022/07/12,UP,0.1284639288034321,7.0,0.7915562464322491,0.1016864252855844,,
2022/07/12,finIUSDC,20539.71498,6.0,0.316674469450344,6504.403343952783,,
2022/07/12,FinICX,712150.8668736763,6.0,0.316674469450344,225519.997935824,,
2022/07/12,finUSDS,30199.226562335494,5.0,0.316674469450344,9563.32404943833,,
2022/07/12,TAP,21941.942919074536,5.0,0.0006356923753321,13.94832581362809,,
2022/07/12,finOICX,994.5518588739652,4.0,0.2965701386241975,294.9543826552052,,
2022/07/12,oBALN,285.66885921094723,4.0,0.2130406504157076,60.8590795698134,,
2022/07/12,dBALN,11.028169342616115,3.0,0.2130406504157076,2.349448369645504,,
2022/07/12,finICX,3209.865584438326,3.0,0.2965701386241975,951.9502813419152,,
2022/07/12,CHIU,9387.035,3.0,,,,
2022/07/12,PGT,1.0,1.0,,,,
2022/07/12,ICX,,,0.26613626,,,
2022/07/13,sICX,4336159.737713589,1982.0,0.3003339200794586,1302295.8521182393,,
2022/07/13,bnUSD,220799.75693741,1470.0,0.9965915440221232,220047.17068596292,,
2022/07/13,GBET,218977.78055600027,1028.0,0.0244723370517853,5358.898052618325,,
2022/07/13,OMM,6715197.621482115,998.0,0.0223549717040897,150118.05281560373,,
2022/07/13,METX,722659.4066240421,797.0,0.0001373401474707,99.250149476841,,
2022/07/13,FRMD,236601.6968647809,782.0,,,,
2022/07/13,BALN,135698.18813896805,703.0,0.2138577178891648,29020.104837094244,,
2022/07/13,FIN,22038.92601816892,351.0,0.3126842537263675,6891.225134921774,,
2022/07/13,IAM,80159.78931640966,307.0,,,,
2022/07/13,USDS,37395.1696689619,163.0,1.0028425297386494,37501.46655082776,,
2022/07/13,IUSDC,13414.226903,159.0,0.9935564799003866,13327.792062329749,,
2022/07/13,CFT,943914.0489332528,139.0,0.0087614129656258,8270.020786760208,,
