to,Fees burned,Regular Tx,to_def,Internal Tx,Internal Event (excluding Tx),group
0,0.0,1293208,System,139,1293238,System
hxc80b59718ee86d01dc5c60de0c38df2a93cf4ae1,1489.2675,1191414,sandwich_guy,0,0,sandwich_guy
cx0000000000000000000000000000000000000000,212.7962090874982,53243,governance,20313,0,governance
cx2aa9b28a657e3121b75d3d4fe65e569398645d56,455.1561950374995,15169,FRAMD Token,19153,1258,FRAMD
hx11de4e28be4845de3ea392fd8d758655bf766ca7,18.00125,14401,3-min_tx_bot_in,0,0,3-min_tx_bot_in
cxf2ca3b655a782f39227934d37ff3b77f9b1ebcf9,57.05317144999991,13918,unknown_cx,0,0,Blobble
cxf14dea1cff7ceb29a46e6d04533a08f84441e41d,53.247295749999935,12216,Blobble Stake Token,12686,3,Blobble
cxca5faa5a71d986a2e84dd7e6f5ff791d29901ebe,36.410568024999996,8936,Relay_4,0,0,Relay
cx88fd7df7ddff82f7cc735c871dc519838cb235bb,652.4259788499999,5337,bnUSD,31013,1947,bnUSD
cxe5c2c460364acc5f8c1d5ca925930043d8d9c9dd,24.239344187499885,5146,GangstaBet Crown,5435,0,GangstaBet
cx2609b924e33ef00b648a409245c7ea394c467824,607.4923537374998,4438,balanced_sicx,13422,187,Balanced
cx5a0af85407c69945eb318d4ac18e9e842184163c,245.45289949999986,4404,GangWar Simulation,19803,2271,GangWar Simulation
cx9c4698411c6d9a780f605685153431dcda04609f,51.53212973749995,3074,Auction,9833,3,Craft
cxba62bb61baf8dd8b6a04633fe33806547785a00c,69.26946893749998,2264,MyID_3,2199,0,MyID
cx7ecb16e4c143b95e01d05933c17cb986cfe618e6,176.45592387499994,2214,CraftRewards,11640,125,Craft
cx28b2ec885b50c8a93da752f2d0467a67127a70e8,167.96140838749994,1923,CROWN,15928,1144,GangstaBet
cxd17316e24ee40f2ef8ed6f3a497311db1b35206d,50.59369063749995,1858,GangstaVerse LootBox,9970,0,GangstaVerse LootBox
cx69bcdf1753472c1444188ec3f5188657e30c8322,5.830200124999998,1820,"broof - we prove, verify and love you.",0,0,"broof - we prove, verify and love you."
hxb568381d35d3e7a6383200e8a0d30310af20b929,2.0975,1678,Swyftx,0,0,Swyftx
cx66d4d90f5f113eba575bf793570135f9b10cece1,114.77253394999994,1675,balanced_loans,5164,541,Balanced
cx694e8c9f1a05c8c3719f30d46b97697960e4289e,13.619901999999927,1444,MyID_2,1444,0,MyID
cx2e6d0fc0eca04965d06038c8406093337f085fcf,227.77499534999995,1389,Craft,8983,173,Craft
cx14002628a4599380f391f708843044bc93dce27d,673.9974567874999,1252,iAM Div,154686,155106,iAM 
cx2dc662031f3d62bcdba4f63e9bf827767c847565,82.17434374999996,1195,SkillScore,7264,7612,SkillScore
cx21e94c08c03daee80c25d8ee3ea22a20786ec231,213.89665263749995,1025,Balanced Router,9377,364,Balanced
