,date,Transactions (fees-incurring),other_msg_count,system_count,p2p_count,p2c_count,c2c_count,c2p_count,Active wallet count,cx_address_count,tx_fees_L1,tx_fees_DEX,Fees burned,Transactions (MA7),Transactions (MA30),Fees burned (MA7),Fees burned (MA30),Active wallet count (MA7),Active wallet count (MA30)
0,2024-07-13,12489,9136,42822,1462,5254,944,4829,4484,109,461.840381525,0.0,461.840381525,,,,,,
1,2024-07-14,14007,10031,43122,1654,5945,1342,5066,4584,108,478.4929991625,0.0,478.4929991625,,,,,,
2,2024-07-15,17910,11991,43154,1793,7929,2577,5611,4660,114,529.3095601625,9409.37064466896,9938.68020483146,,,,,,
3,2024-07-16,19505,12144,43142,1901,8301,3276,6027,4658,122,575.57455,415.194765683351,990.7693156833511,,,,,,
4,2024-07-17,15710,11526,43133,1318,6534,2230,5628,4432,119,520.5611140125,1210.08965869586,1730.65077270836,,,,,,
5,2024-07-18,18498,12535,43146,1949,8508,2312,5729,5212,114,535.8701183125,0.0,535.8701183125,,,,,,
6,2024-07-19,15484,10478,43135,1704,6661,1750,5369,4595,117,496.292186975,0.0,496.292186975,16229.0,,2090.370854171167,,4660.714285714285,
7,2024-07-20,15406,10599,43153,1733,6601,1709,5363,4587,106,501.07824235,0.0,501.07824235,16645.714285714286,,2095.976262860453,,4675.428571428572,
8,2024-07-21,18500,11463,42979,1908,7810,2865,5917,4540,109,552.1735130875,5736.16628890979,6288.33980199729,17287.571428571428,,2925.9543775511374,,4669.142857142857,
9,2024-07-22,17032,11521,43135,1738,7482,2246,5566,4724,120,566.01037135,1333.34983214547,1899.36020349547,17162.14285714286,,1777.4800916459958,,4678.285714285715,
10,2024-07-23,20723,13075,43143,1902,9441,3259,6121,5184,115,574.952953125,0.0,574.952953125,17336.14285714286,,1718.07775413766,,4753.428571428572,
11,2024-07-24,18793,12026,43149,1708,8265,2785,6035,4675,115,572.009126075,4397.43440874002,4969.44353481502,17776.571428571428,,2180.7624344386118,,4788.142857142857,
12,2024-07-25,22914,12658,43153,1884,9683,4399,6948,4567,116,638.8833813,992.035500170779,1630.918881470779,18407.428571428572,,2337.1979720326513,,4696.0,
13,2024-07-26,17876,11568,43141,1967,7442,2733,5734,4669,117,543.172083025,1170.80065436705,1713.97273739205,18749.14285714286,,2511.1523363779443,,4706.571428571428,
14,2024-07-27,15975,10910,43128,1968,6652,2051,5304,4517,106,511.6610960625,1938.31954098461,2449.98063704711,18830.428571428572,,2789.566964191817,,4696.571428571428,
15,2024-07-28,14660,10258,42442,1524,6398,1563,5175,4500,111,495.328898925,0.0,495.328898925,18281.85714285714,,1961.9939780386326,,4690.857142857143,
