,date,Transactions (fees-incurring),other_msg_count,system_count,p2p_count,p2c_count,c2c_count,c2p_count,Active wallet count,cx_address_count,tx_fees_L1,tx_fees_DEX,Fees burned,Transactions (MA7),Transactions (MA30),Fees burned (MA7),Fees burned (MA30),Active wallet count (MA7),Active wallet count (MA30)
0,2024-08-24,12573.0,7571.0,43171.0,1754.0,7695.0,1916.0,1208.0,1274.0,113.0,531.1685773375,768.825323145022,1299.993900482522,,,,,,
1,2024-08-25,13048.0,7462.0,43140.0,1623.0,7989.0,2089.0,1347.0,1285.0,109.0,532.1838766625,861.218416278949,1393.402292941449,,,,,,
2,2024-08-26,18139.0,9518.0,43130.0,1830.0,10166.0,3857.0,2286.0,1301.0,124.0,616.9285250875,823.952946830919,1440.881471918419,,,,,,
3,2024-08-27,18234.0,10198.0,43078.0,1068.0,10392.0,4330.0,2444.0,1117.0,113.0,647.302375075,1475.03929287894,2122.34166795394,,,,,,
4,2024-08-28,18457.0,9867.0,43076.0,1891.0,10848.0,3574.0,2144.0,1283.0,108.0,629.165348275,1193.18415860142,1822.34950687642,,,,,,
5,2024-08-29,14138.0,8385.0,43085.0,1676.0,8762.0,2262.0,1438.0,1341.0,107.0,551.2970003875,2378.66674416262,2929.9637445501203,,,,,,
6,2024-08-30,16836.0,9022.0,43130.0,1933.0,9666.0,3225.0,2012.0,1262.0,112.0,588.2108065875,0.0,588.2108065875,15917.857142857143,,1656.7347701871956,,1266.142857142857,
7,2024-08-31,12080.0,7143.0,43143.0,1743.0,7237.0,1945.0,1155.0,1307.0,109.0,514.2300787375,1138.40162557433,1652.63170431183,15847.42857142857,,1707.1115993056683,,1270.857142857143,
8,2024-09-01,14763.0,7934.0,43140.0,1692.0,8611.0,2695.0,1765.0,1205.0,112.0,557.101373,1495.46778780239,2052.56916080239,16092.42857142857,,1801.2782947143744,,1259.4285714285713,
9,2024-09-02,16008.0,9494.0,43094.0,1863.0,10001.0,2635.0,1509.0,2125.0,85.0,573.997529875,2498.41756897609,3072.41509885109,15788.0,,2034.3545271333273,,1377.142857142857,
10,2024-09-03,13892.0,8332.0,43137.0,1669.0,8571.0,2288.0,1364.0,1231.0,87.0,574.1403344375,1426.98638527989,2001.1267197173902,15167.714285714286,,2017.0381059566773,,1393.4285714285713,
11,2024-09-04,17843.0,10193.0,43072.0,1749.0,10960.0,3152.0,1982.0,1336.0,87.0,627.078665175,700.388778195134,1327.4674433701339,15080.0,,1946.340668312922,,1401.0,
12,2024-09-05,13985.0,8361.0,43112.0,1566.0,8641.0,2377.0,1401.0,1238.0,88.0,570.292209775,1539.12360374827,2109.41581352327,15058.142857142857,,1829.1195353090864,,1386.2857142857142,
13,2024-09-06,19270.0,11197.0,43135.0,1731.0,11901.0,3636.0,2002.0,1306.0,88.0,671.4562626125,1439.93241498314,2111.38867759564,15405.857142857143,,2046.7163740245348,,1392.5714285714287,
14,2024-09-07,12248.0,7205.0,43141.0,1631.0,7627.0,1913.0,1077.0,1209.0,96.0,531.94133785,1536.10359690359,2068.04493475359,15429.857142857143,,2106.0611212305007,,1378.5714285714287,
15,2024-09-08,12288.0,7296.0,43124.0,1641.0,7833.0,1744.0,1070.0,1280.0,85.0,517.18248395,14204.7600040097,14721.9424879597,15076.285714285714,,3915.971596538688,,1389.2857142857142,
16,2024-09-09,13168.0,7800.0,42983.0,1681.0,8252.0,1931.0,1304.0,1280.0,90.0,538.968317575,713.304029437655,1252.272347012655,14670.57142857143,,3655.9512034189115,,1268.5714285714287,
17,2024-09-10,13086.0,7832.0,43113.0,1620.0,8199.0,2042.0,1225.0,1358.0,91.0,682.77990065,507.730013055378,1190.509913705378,14555.42857142857,,3540.1488025600524,,1286.7142857142858,
18,2024-09-11,15680.0,8666.0,43135.0,1573.0,9369.0,2882.0,1856.0,1202.0,102.0,667.1957602875,1774.2434786417,2441.4392389291997,14246.42857142857,,3699.287630497062,,1267.5714285714287,
19,2024-09-12,12253.0,7578.0,43140.0,1642.0,7632.0,1829.0,1150.0,1294.0,94.0,518.6766927125,533.288114333554,1051.964807046054,13999.0,,3548.2232010003167,,1275.5714285714287,
20,2024-09-13,11216.0,6912.0,43128.0,1644.0,6922.0,1594.0,1056.0,1251.0,103.0,481.02200705,822.837439372815,1303.859446422815,12848.42857142857,,3432.8618822613416,,1267.7142857142858,
21,2024-09-14,9996.0,5560.0,43134.0,1564.0,6121.0,1415.0,896.0,1193.0,80.0,466.400491825,388.844978280773,855.2454701057729,12526.714285714286,,3259.604815883082,,1265.4285714285713,
22,2024-09-15,12106.0,6998.0,43132.0,1748.0,6805.0,2120.0,1433.0,1188.0,93.0,525.063347275,0.0,525.063347275,12500.714285714286,,1231.4792243566965,,1252.2857142857142,
23,2024-09-16,17820.0,8610.0,43138.0,2420.0,9464.0,3596.0,2340.0,1540.0,91.0,608.1491244125,858.166365944577,1466.3154903570771,13165.285714285714,,1262.0568162630425,,1289.4285714285713,
24,2024-09-17,15740.0,7752.0,43092.0,2231.0,8552.0,3005.0,1952.0,1317.0,111.0,555.9324221375,1258.93851064728,1814.87093278478,13544.42857142857,,1351.2512475600997,,1283.5714285714287,
25,2024-09-18,15743.0,7603.0,43127.0,1867.0,8689.0,3266.0,1921.0,1342.0,101.0,546.0945859625,1738.97207741888,2285.06666338138,13553.42857142857,,1328.9123081961257,,1303.5714285714287,
26,2024-09-19,18819.0,10188.0,43115.0,2751.0,10097.0,3802.0,2169.0,2350.0,113.0,583.513045575,828.887272064982,1412.400317639982,14491.42857142857,,1380.4030954238297,,1454.4285714285713,
27,2024-09-20,18106.0,9119.0,43143.0,3546.0,9422.0,3192.0,1946.0,1588.0,103.0,561.58322495,0.0,561.58322495,15475.714285714286,,1274.3636352134274,,1502.5714285714287,
28,2024-09-21,12845.0,6834.0,43135.0,2145.0,7087.0,2222.0,1391.0,1279.0,104.0,512.909796925,0.0,512.909796925,15882.714285714286,,1225.4585390447453,,1514.857142857143,
29,2024-09-22,18022.0,8573.0,43127.0,2814.0,9483.0,3565.0,2160.0,1348.0,102.0,577.6802685875,0.0,577.6802685875,16727.85714285714,14946.733333333334,1232.9752420893885,1998.8442232439334,1537.7142857142858,1354.3333333333333
30,2024-09-23,24057.0,19148.0,43108.0,1724.0,15860.0,3591.0,2882.0,1344.0,106.0,744.8834047875,1532.00027151106,2276.88367629856,17618.85714285714,15329.533333333333,1348.770697223886,2031.4072157711346,1509.7142857142858,1356.6666666666667
31,2024-09-24,18606.0,14354.0,43131.0,1917.0,9856.0,4082.0,2751.0,1429.0,88.0,648.0179656125,10100.8533657307,10748.8713313432,18028.285714285714,15514.8,2625.0564684465176,2343.2561837178596,1525.7142857142858,1361.4666666666667
32,2024-09-25,14945.0,8403.0,43117.0,3251.0,8121.0,2190.0,1383.0,1544.0,87.0,569.7424381,0.0,569.7424381,17914.285714285714,15408.333333333334,2380.0101505491775,2314.2182159239123,1554.5714285714287,1369.5666666666666
33,2024-09-26,14799.0,8271.0,43173.0,2828.0,7814.0,2566.0,1591.0,1608.0,110.0,289.97117115,1895.19773011399,2185.16890126399,17340.0,15293.833333333334,2490.4056624954646,2316.3124570342475,1448.5714285714287,1385.9333333333334
34,2024-09-27,15023.0,8884.0,43177.0,3647.0,7874.0,2092.0,1410.0,1512.0,103.0,949.332425725,0.0,949.332425725,16899.571428571428,15179.366666666667,2545.798405463321,2287.211887662533,1437.7142857142858,1393.5666666666666
35,2024-09-28,16358.0,9407.0,43178.0,4571.0,8028.0,2288.0,1471.0,1652.0,107.0,368.2665307125,0.0,368.2665307125,17401.428571428572,15253.366666666667,2525.1350817186785,2201.821980534613,1491.0,1403.9333333333334
36,2024-09-29,14350.0,8517.0,43154.0,3151.0,7616.0,2297.0,1286.0,1539.0,122.0,767.325106925,2165.88936765306,2933.21447457806,16876.85714285714,15170.5,2861.639968288759,2279.9887694676313,1518.2857142857142,1413.1666666666667
37,2024-09-30,17760.0,9139.0,43142.0,2618.0,9365.0,3630.0,2147.0,1506.0,91.0,602.284784975,0.0,602.284784975,15977.285714285714,15359.833333333334,2622.4115552425355,2244.977205489737,1541.4285714285713,1419.8
38,2024-10-01,25154.0,11288.0,43155.0,3478.0,12336.0,5929.0,3411.0,1378.0,85.0,696.3105802125,3316.19998136797,4012.51056158047,16912.714285714286,15706.2,1660.0743024192889,2310.3085855156733,1534.142857142857,1425.5666666666666
