,date,Transactions (fees-incurring),other_msg_count,system_count,p2p_count,p2c_count,c2c_count,c2p_count,Active wallet count,cx_address_count,tx_fees_L1,tx_fees_DEX,Fees burned,Transactions (MA7),Transactions (MA30),Fees burned (MA7),Fees burned (MA30),Active wallet count (MA7),Active wallet count (MA30)
0,2024-05-28,14809.0,11515.0,43151.0,1464.0,6744.0,1460.0,5141.0,5231.0,114.0,475.62323163749977,0.0,475.62323163749977,,,,,,
1,2024-05-29,16340.0,11285.0,43146.0,2629.0,6658.0,1911.0,5142.0,4855.0,123.0,515.6635560124998,0.0,515.6635560124998,,,,,,
2,2024-05-30,16665.0,11526.0,43149.0,2083.0,6868.0,2324.0,5390.0,4706.0,118.0,546.5988999124999,2718.835128559629,3265.434028472129,,,,,,
3,2024-05-31,15389.0,10368.0,43147.0,2261.0,6366.0,1574.0,5188.0,4814.0,109.0,480.41195994999975,345.1394950763497,825.5514550263495,,,,,,
4,2024-06-01,13129.0,9164.0,43147.0,1931.0,5287.0,1124.0,4787.0,4699.0,115.0,460.6690879249998,0.0,460.6690879249998,,,,,,
5,2024-06-02,13302.0,9346.0,43124.0,1983.0,5547.0,984.0,4788.0,4767.0,110.0,455.2593282374999,0.0,455.2593282374999,,,,,,
6,2024-06-03,16110.0,11238.0,43154.0,2197.0,7247.0,1558.0,5108.0,5352.0,115.0,481.2806335124999,3064.0697450519656,3545.3503785644652,15106.285714285714,,1363.364437982206,,4917.714285714285,
7,2024-06-04,14661.0,10199.0,43146.0,2215.0,6248.0,1185.0,5013.0,4771.0,112.0,487.4141047874998,1668.6379024192138,2156.052007206714,15085.142857142857,,1603.4256916349511,,4852.0,
8,2024-06-05,14833.0,10256.0,43162.0,2560.0,6038.0,1165.0,5070.0,4788.0,118.0,491.6527463124998,764.0823244930798,1255.7350708055797,14869.857142857143,,1709.150193748248,,4842.428571428572,
9,2024-06-06,15248.0,10263.0,43145.0,2433.0,6275.0,1406.0,5134.0,4782.0,117.0,472.2435172999998,334.1924541961489,806.4359714961487,14667.42857142857,,1357.864757037394,,4853.285714285715,
10,2024-06-07,18215.0,11176.0,43138.0,2232.0,7525.0,2820.0,5638.0,4761.0,116.0,529.5170581999998,118.53478273421932,648.0518409342192,15071.142857142857,,1332.5076693099466,,4845.714285714285,
11,2024-06-08,15604.0,10210.0,43131.0,2116.0,6329.0,1954.0,5205.0,4746.0,106.0,509.8865140749998,504.55423997218895,1014.4407540471888,15424.714285714286,,1411.617907327402,,4852.428571428572,
12,2024-06-09,14833.0,9754.0,43148.0,2346.0,5792.0,1552.0,5143.0,4745.0,113.0,258.9276703749998,384.8977232205216,643.8253935955214,15643.42857142857,,1438.5559166642627,,4849.285714285715,
13,2024-06-10,15754.0,10364.0,43153.0,2199.0,6698.0,1629.0,5228.0,4836.0,116.0,701.6140331874998,1615.044848814854,2316.658882002354,15592.57142857143,,1263.0285600125321,,4775.571428571428,
14,2024-06-11,17586.0,11574.0,43138.0,2079.0,7742.0,2376.0,5389.0,5343.0,116.0,525.4966253124999,400.3275097973528,925.8241351098527,16010.42857142857,,1087.281721141552,,4857.285714285715,
15,2024-06-12,18030.0,11385.0,43143.0,2285.0,7667.0,2290.0,5788.0,4792.0,115.0,516.3296903999999,538.2564849960181,1054.586175396018,16467.14285714286,,1058.5461646544718,,4857.857142857143,
16,2024-06-13,17283.0,10962.0,43135.0,2277.0,7233.0,2240.0,5533.0,4702.0,117.0,501.2613961124998,6060.091431340552,6561.352827453052,16757.85714285714,,1880.6771440768864,,4846.428571428572,
17,2024-06-14,17830.0,11324.0,43147.0,2555.0,7025.0,2589.0,5661.0,4768.0,114.0,503.3478068624999,777.3167422088009,1280.6645490713008,16702.85714285714,,1971.0503880964695,,4847.428571428572,
18,2024-06-15,13548.0,9262.0,43157.0,1949.0,5608.0,1065.0,4926.0,4655.0,106.0,468.4635940124999,422.4768687325122,890.9404627450122,16409.14285714286,,1953.4074893390157,,4834.428571428572,
19,2024-06-16,15298.0,10077.0,43153.0,2115.0,6396.0,1585.0,5202.0,4757.0,108.0,486.9172174249998,660.395853499911,1147.3130709249108,16475.571428571428,,2025.3343003860714,,4836.142857142857,
20,2024-06-17,19170.0,10586.0,43148.0,2492.0,10489.0,4276.0,1913.0,2359.0,122.0,599.4054032999996,1000.9713888362894,1600.3767921362892,16963.571428571428,,1923.008287548062,,4482.285714285715,
21,2024-06-18,22933.0,14404.0,43149.0,2874.0,9777.0,4278.0,6004.0,4876.0,121.0,609.0638279874997,878.8311681014311,1487.8949960889308,17727.428571428572,,2003.3041248307875,,4415.571428571428,
22,2024-06-19,18487.0,11693.0,43146.0,2194.0,7696.0,2846.0,5751.0,4731.0,116.0,579.7079326374998,2986.375058517675,3566.0829911551746,17792.714285714286,,2362.089384224953,,4406.857142857143,
23,2024-06-20,17500.0,10834.0,43140.0,2251.0,7263.0,2353.0,5633.0,4750.0,122.0,520.4322815999999,2327.4427809408226,2847.8750625408225,17823.714285714286,,1831.5925606660628,,4413.714285714285,
24,2024-06-21,16261.0,10167.0,43148.0,2135.0,6688.0,2025.0,5413.0,4682.0,111.0,508.9502377999998,823.1706339466473,1332.120871746647,17599.571428571428,,1838.943463905398,,4401.428571428572,
25,2024-06-22,14802.0,9690.0,43155.0,2115.0,6118.0,1511.0,5058.0,4694.0,110.0,478.8544302999998,725.8784855409904,1204.7329158409902,17778.714285714286,,1883.7709572048236,,4407.0,
26,2024-06-23,15330.0,9779.0,43140.0,2066.0,6091.0,1992.0,5181.0,4650.0,113.0,494.2636127999999,809.7284351517737,1303.9920479517737,17783.285714285714,,1906.153668208661,,4391.714285714285,
27,2024-06-24,20468.0,12105.0,43150.0,2064.0,9068.0,3396.0,5940.0,5399.0,113.0,560.1793143624998,1052.8085706943675,1612.9878850568673,17968.714285714286,,1907.9552529116008,,4826.0,
28,2024-06-25,18040.0,11431.0,43139.0,2487.0,7302.0,2535.0,5716.0,4738.0,120.0,541.0959721249998,855.1810114812833,1396.276983606283,17269.714285714286,,1894.8669654140797,,4806.285714285715,
29,2024-06-26,17338.0,10790.0,43149.0,2102.0,7417.0,2224.0,5595.0,4762.0,116.0,524.4971771999999,1545.972183852442,2070.469361052442,17105.571428571428,16493.2,1681.2078753994033,1622.2747371279845,4810.714285714285,4750.366666666667
30,2024-06-27,17648.0,10934.0,43121.0,2141.0,7222.0,2490.0,5795.0,4666.0,112.0,532.8257847124999,2171.271539633657,2704.0973243461567,17126.714285714286,16587.833333333332,1660.6681985144514,1696.5572068849397,4798.714285714285,4731.533333333334
31,2024-06-28,15572.0,11382.0,43100.0,1493.0,7009.0,1780.0,5290.0,4621.0,110.0,603.9059644374998,645.9939951470587,1249.8999595845585,17028.285714285714,16562.233333333334,1648.9223539198672,1721.031753670675,4790.0,4723.733333333334
