IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
BST,454.0,12.19192507713205,438.59828746894283,757.0,1.1831387906532782,518.9226474186039
FRMD,986.0,18671.401614042265,57763.055171681954,687.0,0.010942657940603843,632.0813543479434
bnUSD,10056.0,1663453.3598548365,108870.43776830284,621.0,0.9916006958816754,107956.00185199174
sICX,12226.0,1663534.3539969958,1263662.6049490045,417.0,0.29271621634352796,369894.5364554789
$unknown,,,40135.81680154324,248.0,,
GBET,2923.0,3837.3947033473232,99689.36800729626,170.0,0.0012784718370336384,127.45004944901046
BALN,16564.0,542198.9871012911,76298.51496048487,86.0,0.2415774954875215,18432.004153571124
CROWN,1294.0,6635.095293409635,40483.40485582259,68.0,0.0019862324471687323,80.40945229650305
ETH,170.0,2916.6245366042,1.0116608600228616,48.0,3402.070555195538,3441.741623727572
CFT,19457.0,41379.61091761558,1589.5064243264242,28.0,0.003173341540470566,5.044046765159876
FIN,2279.0,4462.336611909999,28839.00828269763,23.0,0.01585581270867958,457.2659140345128
NPT,466.0,0.6261991018153159,1259.132625,15.0,7.653250663478884e-05,0.09636457597689159
BTCB,165.0,6618.625157585637,7.7913969868435e-05,6.0,62011.81973626918,4.8315870544185
INJ,10.0,68560.245882218,5.521302406367766,4.0,26.287022382198337,145.138599935075
IUSDC,5615.0,22710.242022567112,0.156394,3.0,0.6247715902858979,0.09771052809117273
USDS,5459.0,1634.8795539830812,0.08983903502571484,3.0,0.14584030848651003,0.013102152582280632
XCROWN,1294.0,6635.095293409635,3978.4591374655283,3.0,0.0019862324471687323,7.90214462856896
AVAX,24.0,143380.1009971397,20.0,2.0,34.3603062730362,687.206125460724
archUSDC,38.0,10.768049162604784,0.995,2.0,0.9685238526786232,0.96368123341523
finMICX,12226.0,1663534.3539969958,0.000895339830289732,2.0,0.29271621634352796,0.0002620804874640668
oIUSDC,5615.0,22710.242022567112,0.555552,2.0,0.6247715902858979,0.3470931065265112
oUSDS,5459.0,1634.8795539830812,0.3191250719225091,2.0,0.14584030848651003,0.046541298934958425
sARCH,136.0,47244.72672538699,31.023124407707716,2.0,0.15600827823881896,4.8398642244351615
IDOGE,1787.0,78.10855698466956,14400.0,1.0,2.8904631444071075e-07,0.004162266927946235
ICX,,,,,0.23235352,
