IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,9977.0,781466.9419908545,198101.27193367813,1630.0,0.9878155507721841,195687.51704383647
sICX,12158.0,775272.3662938309,1022775.417874774,1074.0,0.2966846977264124,303441.8156941825
BST,405.0,1091.9396464883987,206.75271406711374,699.0,1.1312935583305597,233.89801359148586
FRMD,958.0,16309.059858470875,65669.11007989023,574.0,0.008738053927087389,573.8202252219189
USDS,5454.0,5447.734002942877,11897.288290265045,351.0,1.040965334369916,12384.664683171039
$unknown,,,5154.432823183756,235.0,,
BALN,16497.0,263119.1613865052,189563.1220383673,183.0,0.12806720791044138,24276.819762239957
CROWN,1278.0,7897.9099015420115,63848.13581721939,129.0,0.0020098243604877775,128.32353873717972
CFT,19433.0,49793.93629976839,1610236.7518039742,123.0,0.0036134951233050033,5818.582650010149
BTCB,161.0,10952.69048485894,0.2484332767594326,112.0,48399.064509977565,12023.938188304888
CODE,255.0,0.23473866654347159,555554.0,111.0,3.589909488324778e-07,0.19943885758767838
GBET,2911.0,5931.9285059172325,13144.0,83.0,0.002038621608448954,26.795642421453053
FIN,2273.0,6019.746526649816,150396.93304815533,78.0,0.02490304905088743,3745.342200801245
OMM,13907.0,17184.779446696975,3464213.907950228,76.0,0.003541017101440344,12266.840691099243
IUSDC,5610.0,18012.777955667472,853.9541389999999,41.0,0.3559884489233281,303.9978093942661
ETH,158.0,3417.0134834442233,2.1321938373355125,33.0,2776.182380037497,5919.358962035387
NPT,466.0,0.6242206461780193,248.625,12.0,7.624036621535497e-05,0.01895526105029263
sARCH,84.0,60070.13701389236,20797.361384901833,10.0,0.19521056679647394,4059.864703817787
VOID,159.0,376.068784819736,1879.620697545221,7.0,0.00983486516987921,18.48581613087156
IUSDT,3483.0,14.73156092859741,12.996179,7.0,0.4906795764592472,6.376959607308563
dUSDS,5454.0,5447.734002942877,2272.3066851894273,6.0,1.040965334369916,2365.3924883392074
oICX,12158.0,775272.3662938309,14476.357437639763,4.0,0.2966846977264124,4294.913730565655
finMICX,12158.0,775272.3662938309,71754.91168631983,4.0,0.2966846977264124,21288.58428404122
UP,,,500.0,4.0,0.38504371780492475,192.52185890246238
XCROWN,1278.0,7897.9099015420115,15683.270088167254,4.0,0.0020098243604877775,31.52061827530784
METX,11420.0,980.9639044116236,320661.3408935132,3.0,4.759032640561742e-05,15.260377878785249
IETH,68.0,5.296918529421616,0.02532538272620586,2.0,560.7218146515796,14.200494558983918
oIUSDC,5610.0,18012.777955667472,1.4113200000000001,2.0,0.3559884489233281,0.5024136177344715
oUSDS,5454.0,5447.734002942877,0.4937038152315037,2.0,1.040965334369916,0.5139285571021655
IDOGE,1770.0,77.23698985680939,12330.0,1.0,2.8614152741561935e-07,0.0035281250330345864
ICX,,,,,0.2385,
