date,delegator,sum_votes,how_many_prep_voted,raffle_tickets,total_votes,total_votes,total_votes,total_votes,vote_percentages_per_prep,vote_percentages_per_prep,vote_percentages_per_prep,vote_percentages_per_prep
,,,,,min,max,median,mean,min,max,median,mean
2021-02-05,hx2be8c1cf96fa6685d848d7798408a3e5941a8d82,15.149799999999981,100,10,0.0001,10.0,0.0001,0.1514979999999998,0.00066%,66.00747%,0.00066%,1.00000%
2021-02-05,hx1b4e0df6efc52a2b567f6b254353e14c7a2b479f,55951.226758045486,100,10,27.791700106363802,3912.2277077999365,409.6999113671302,559.5122675804548,0.04967%,6.99221%,0.73224%,1.00000%
2021-02-05,hx10d24cae4bcc94bb8e8249c94dc23a0375958c0d,99.24688299999994,100,10,0.18525511643614406,49.54521399974908,0.30162596683107534,0.9924688299999994,0.18666%,49.92118%,0.30391%,1.00000%
2021-02-05,hx18c7901c5df492dc4e57c9b4952f4d3cbce66206,284.3583360033358,100,10,1.5792000000000002,13.659154391859298,2.714,2.843583360033358,0.55536%,4.80350%,0.95443%,1.00000%
2021-02-05,hx34d02bb86519113b653ef5ed3a68de9cfff0f2ab,100.0,100,10,0.9999,1.0001,1.0,1.0,0.99990%,1.00010%,1.00000%,1.00000%
2021-02-05,hxb0d886f01ca2697ce9961232a754bb3923142128,17272.139900000002,100,10,11.19659999999999,2636.9467999999997,157.7947,172.72139900000002,0.06482%,15.26705%,0.91358%,1.00000%
2021-02-05,hx93f780635e8eceb569c8ac44cdcb88eb4c5c39b3,7035.4327,100,10,9.999999999999545,5745.1,9.999999999999996,70.354327,0.14214%,81.65951%,0.14214%,1.00000%
2021-02-05,hxa16dc10855a6a7d1c455d324f9c7776ae1290133,247020.89319999993,100,10,1000.0,3363.7383999999993,2475.7726,2470.2089319999995,0.40482%,1.36172%,1.00225%,1.00000%
2021-02-05,hxc505466cc0a61e6e7ec7fb0a0dc0316d606ff63f,246497.5680999999,100,10,985.5232999999998,7099.370500000001,1632.6529999999998,2464.975680999999,0.39981%,2.88010%,0.66234%,1.00000%
2021-02-05,hx5ca7bf0204fe5a074ee9fc8eef5f1379f4ba2ca5,55000.0,100,10,0.999999999996362,54876.0408,1.0,550.0,0.00182%,99.77462%,0.00182%,1.00000%
2021-02-05,hx67b63aeec61162dd93a0906e1900bdcdcd9c0cba,5911.9067,100,10,1.0,5812.9067,1.0,59.119066999999994,0.01692%,98.32541%,0.01692%,1.00000%
2021-02-05,hxfba1d468956f06d3bd09b05762c374a88f8b4d5c,5183.4306000000015,99,9,1.0,5085.4306,1.0,52.357884848484865,0.01929%,98.10936%,0.01929%,1.01010%
2021-02-05,hx14c5d80083258bca5146f7c1eecb780ad0c0f930,1719.4327,96,9,1.0,412.815,5.0,17.910757291666666,0.05816%,24.00879%,0.29079%,1.04167%
2021-02-05,hx114049660809114582bfc83f66833560544bf877,2104.4863000000014,83,8,19.1635,526.0894,19.1711,25.35525662650604,0.91060%,24.99847%,0.91096%,1.20482%
2021-02-05,hxe619e729b106f2f2dd848e9633337583f6cdc33b,4.000000000000001,77,7,0.051948051948051945,0.05194805194805195,0.051948051948051945,0.05194805194805196,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-05,hx575b4f31e40cb4399ccbd8f69a7cd55d0f22e8ed,80.44857680000003,77,7,1.0447867116883116,1.0447867116883116,1.0447867116883116,1.044786711688312,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-05,hxe606664309469451c0238b02ed913ce4fcaece81,224.2317913100002,77,7,0.0,2.9121011858441563,2.912101185844156,2.838377105189876,0.00000%,1.29870%,1.29870%,1.26582%
2021-02-05,hx695b282775671ce523762ddba3c4318219bf14fa,63.00000000000004,77,7,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818188,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-05,hx745eddb83f6238a51f8201743d2b7f689c91cb90,99.00000000000013,77,7,1.2857142857142856,1.2857142857142856,1.2857142857142856,1.2857142857142874,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-05,hxebacc23476668842b8e5c1b6a0ea6e529d9062f0,29.000000000000046,77,7,0.37662337662337664,0.37662337662337664,0.37662337662337664,0.37662337662337725,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-05,hx33592a0fe14f231620b7e761ac0d7f06f96ea447,1304.999999999998,77,7,16.948051948051948,16.948051948051948,16.948051948051948,16.948051948051923,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-05,hxee4ec1594fb3ebd637db5eb77b8d9286d66edf62,98.97999999999998,77,7,1.2854545454545454,1.2854545454545456,1.2854545454545454,1.2854545454545452,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-05,hx4cfbe9445d48740758242fe743c6f2b2ce525ee4,4.301302999999995,77,7,0.055861077922077916,0.05586107792207793,0.055861077922077916,0.05586107792207786,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-05,hxca68a970bcd058578cddd74a5f293bb955ee39a1,9.0,77,7,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-05,hxa5c291feb44949d9347936bdd5742d32115eba6f,6167.666666660011,77,7,80.09956709948052,80.09956709948052,80.09956709948052,80.09956709948067,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-05,hxac52af2aed0ee49d9ca63d78b8f9d868da26fb5b,112.99999999999984,77,7,1.4675324675324675,1.4675324675324675,1.4675324675324675,1.4675324675324655,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-05,hxba4bcb093f8ec1360dd0df755d7dd201b55637d0,4194.3935521900075,77,7,0.0,54.47264353493507,54.47264353493507,53.093589268227944,0.00000%,1.29870%,1.29870%,1.26582%
2021-02-05,hx97795c5e5263b6862d618118aedc7858497f2b2a,10000.000000000013,77,7,129.8701298701299,129.8701298701299,129.8701298701299,129.87012987013003,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-05,hx962220af944277f210d6c9bf371a43e455458f53,8.000000000000002,77,7,0.10389610389610388,0.1038961038961039,0.10389610389610388,0.10389610389610392,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-05,hx7990a357f4e996d03ad9e64d5710cb60ab33d715,10090.7586,77,7,131.04881298701298,131.04881298701298,131.04881298701298,131.04881298701298,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-05,hxdbf1ad6fec79778bc5cf1b7c6d83f0331cf16811,139.94065749999982,77,7,1.8174111363636363,1.8174111363636363,1.8174111363636363,1.817411136363634,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-05,hx81c3c48253b64a77c3b7ca79443525a0980aaa8b,10530.000000000004,77,7,136.75324675324674,136.75324675324674,136.75324675324674,136.7532467532468,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-05,hx8a2644e042ce8067d6778a114b416575db2cacf3,304.00863318,77,7,0.0,3.948164067272727,3.9481640672727267,3.8482105465822785,0.00000%,1.29870%,1.29870%,1.26582%
2021-02-05,hx8a373be5c45544d8f74ca45c2a7f7aee2da8da3e,2034.283210419997,77,7,26.419262472987008,26.419262472987008,26.419262472987008,26.419262472986972,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-05,hxd37561cf0ed4787aeb8953003e819f322b756072,399.0000000000003,77,7,5.181818181818182,5.181818181818182,5.181818181818182,5.181818181818185,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-05,hx14694e9640375279912ad970a1b88a2e498858c8,98.97999999999998,77,7,1.2854545454545454,1.2854545454545456,1.2854545454545454,1.2854545454545452,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-05,hx22287bdc301f992a727b31b9731233f95dc12a35,426.92438631000056,77,7,5.544472549480519,5.54447254948052,5.54447254948052,5.544472549480527,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-05,hx2766918978b66dc633b3877147ca1b9129d26ce3,690.4026850000002,77,7,8.966268636363633,8.966268636363635,8.966268636363633,8.96626863636364,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-05,hx2b2e4b1b03640b5cd6096b8a356adf125e4f16f1,10.000000000000346,77,7,0.12987012987012747,0.12987012987013458,0.12987012987013458,0.12987012987013438,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-05,hx8b0f1b791d79dd119dc85c78658e7af5b1bc8d83,42.98000000000003,76,7,0.5655263157894737,0.5655263157894737,0.5655263157894737,0.5655263157894741,1.31579%,1.31579%,1.31579%,1.31579%
