IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,1312595.5278854643,2957.0,1.0064722943249207,1321091.0324715136
sICX,2216131.217163483,2891.0,1.1029784665141509,2444345.011501117
GBET,311339.97640937945,1792.0,0.14761876434526255,45959.62260883579
BALN,332865.3210932268,1527.0,0.6943522651425555,231125.78968848608
METX,1841162.9643275905,947.0,0.000923512368427998,1700.3367698480868
OMM,3093927.1067731944,870.0,0.08001843864968297,247571.216379922
TAP,496204.56119436596,787.0,0.002080480987650051,1032.3441555501147
FIN,27365.803946169755,772.0,2.316111933037986,63382.26507690177
UP,1.3012595494038615,770.0,3.0086797647579475,3.915073274989443
IUSDC,376889.375619,373.0,1.0073553786814813,379661.5396977048
USDS,152793.92654061574,307.0,1.0092496504881125,154207.21695782276
CFT,696256.9217083509,203.0,0.06438403715426173,44827.83151618236
oICX,188732.81939598935,77.0,1.1029784665141509,208168.23571828054
oIUSDC,142597.510999,51.0,1.0073553786814813,143646.36969143432
obnUSD,35291.63565406831,49.0,1.0064722943249207,35520.053507229306
oUSDS,55309.93904743179,44.0,1.0092496504881125,55821.536652139344
oOMM,16159.44,24.0,0.08001843864968297,1293.053158253233
finICX,498141.51233464887,18.0,2.316111933037986,1153751.5010598693
dIUSDC,40685.5576,14.0,1.0073553786814813,40984.81528301522
dbnUSD,16430.007118923542,13.0,1.0064722943249207,16536.346960757757
dUSDS,9525.900559321452,9.0,1.0092496504881125,9614.01181007969
IUSDT,123.130262,7.0,1.0077626120588423,124.08607445660962
ICXIOU,8788.897560000001,4.0,1.1029784665141509,9693.964753078764
oBALN,20.330810209788336,4.0,0.6943522651425555,14.116744121349926
IAM,20.015,3.0,,
dBALN,5.732897422369589,2.0,0.6943522651425555,3.9806503110522424
HGC,5000.0,1.0,,
ICX,,,1.011801,
