IRC Token,Amount,No. of Transactions
IWIN,255981.66179997483,5322
BALN,556870.4754975546,4562
sICX,6647700.074595046,2735
bnUSD,2184973.245144437,2296
IAM,32211.071557986375,1958
METX,620191.2678783458,843
PGT,3002.5499292754785,635
UP,7.169279551199838,164
ICXIOU,232310.60030043006,116
TAP,680279.3305793247,57
SEED,247.5577220000001,41
LDX,29626.0,38
ACT,2431.0,26
SSX,21017.39519034612,17
HGC,7000.0,4
SPORTS,2.72,2
uMETX,4747.4370178255795,1
