IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,10064.0,2047161.7088965096,255149.70794225208,1604.0,0.998844037558074,254854.76446280247
BST,458.0,85.50843905706121,175.06410144772667,708.0,1.1624942994446443,203.51101997038117
FRMD,989.0,19169.502469184772,187508.39998725592,706.0,0.011382418790709605,2134.2991354308347
sICX,12233.0,1737423.0836450192,460190.27869035886,602.0,0.2960124191871637,136222.0376815482
$unknown,,,90847.70466813029,180.0,,
ETH,173.0,110248.45028668606,11.169768832220495,163.0,3790.9628723116975,42344.17893525228
AVAX,38.0,199869.59021765843,377.1130130476554,144.0,40.73902988657231,15363.218309163767
GBET,2923.0,3589.021819281893,59700.188273166816,108.0,0.001119176228597483,66.81503155812251
CODE,258.0,0.980639005958672,555554.0,97.0,5.639916971100644e-06,3.133278432962847
BNB,27.0,123603.54788753607,34.04263561387952,90.0,616.1544814358805,20975.522493380573
BALN,16566.0,513962.3518924797,100913.01366499536,75.0,0.21125534593416792,21318.41361105801
CROWN,1294.0,5971.647412031064,18874.423498823555,61.0,0.0015910572564444606,30.03028846900906
BTCB,165.0,7264.322923033939,0.03807129453390233,60.0,66799.95446522559,2543.1607412968674
INJ,19.0,121717.21775168407,320.5438580132183,59.0,27.67054561719563,8869.623445466636
FIN,2280.0,4379.27820066975,801.2678429433774,39.0,0.015537485465886205,12.449687464014717
sARCH,137.0,41512.764665899,21727.855943875715,30.0,0.11927796089239635,2591.654351549229
CFT,19458.0,38560.33174216942,32230.493105558908,24.0,0.002625641395540188,84.6257168966281
archUSDC,43.0,11.104440514294216,38961.189302,17.0,1.0201623884517896,39746.73993525063
IUSDC,5615.0,22926.34049508787,61.946572,8.0,0.6301754516609962,39.037208988950425
OMM,13921.0,15541.842884687654,41012.174218097425,7.0,0.003952460432817768,162.09899586085908
USDS,5459.0,1589.0760391600545,0.17073868275574167,5.0,0.14108030892059054,0.02408786610787474
oIUSDC,5615.0,22926.34049508787,1.111336,4.0,0.6301754516609962,0.7003366657471249
oUSDS,5459.0,1589.0760391600545,0.6383129125923916,4.0,0.14108030892059054,0.09005338289653651
XCROWN,1294.0,5971.647412031064,1364.7318292631112,3.0,0.0015910572564444606,2.171366480049796
finMICX,12233.0,1737423.0836450192,0.000891325616752561,2.0,0.2960124191871637,0.0002638434520984163
ICX,,,,,0.234,
