IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,1881748.9607612262,4648.0,1.0692434883904893,2012047.8230795115
sICX,4507994.117025489,4420.0,0.7899886062519966,3561263.989501166
FIN,36309.568547471245,3283.0,17.526328538446077,636373.4274522093
BALN,728033.8388271176,2815.0,0.7150508161609906,520581.19064614957
GBET,344343.7775874812,1812.0,0.10750485729748643,37018.62867081957
OMM,2223817.451329094,1265.0,0.09609854526314461,213705.62200351982
METX,2809509.913751379,1039.0,0.001388117447179525,3899.9297293021323
IWIN,644.6591999999999,723.0,,
IUSDC,324126.20991599996,582.0,1.0294233506790598,333663.089054633
USDS,223497.42099314564,514.0,1.0201768421889017,228006.89318615088
CFT,2751542.272561253,483.0,0.11759577967284986,323569.7588446457
finICX,1597611.360396087,376.0,17.526328538446077,28000261.5790556
obnUSD,125580.13461336309,82.0,1.0692434883904893,134275.7412065396
oICX,333943.01042923686,77.0,0.7899886062519966,263811.1733765888
oOMM,224718.21302143252,73.0,0.09609854526314461,21595.093365493107
oIUSDC,86003.609597,69.0,1.0294233506790598,88534.12396183748
TAP,1346595.2023646797,57.0,0.002255882087674596,3037.7599963630287
IUSDT,17513.606493,56.0,1.06463724388128,18645.637747128807
UP,7.399149579963731,46.0,2.0659462368565404,15.286245230664722
oUSDS,49090.06208657891,46.0,1.0201768421889017,50080.544522343196
dbnUSD,17833.058362423082,28.0,1.0692434883904893,19067.881532108444
LDX,2101.575,18.0,,
dUSDS,17193.258110773797,18.0,1.0201768421889017,17540.163766387934
IAM,153.12139834804563,15.0,,
oBALN,131180.09497947647,15.0,0.7150508161609906,93800.43397915093
dIUSDC,7227.692372,8.0,1.0294233506790598,7440.3552992617215
HGC,22500.0,2.0,,
dBALN,13.933355389881047,2.0,0.7150508161609906,9.96305714339558
ICX,,,0.7332,
