date,delegator,sum_votes,how_many_prep_voted,raffle_tickets,total_votes,total_votes,total_votes,total_votes,vote_percentages_per_prep,vote_percentages_per_prep,vote_percentages_per_prep,vote_percentages_per_prep
,,,,,min,max,median,mean,min,max,median,mean
2021-01-04,hx414742cdbec72d48568077742998810433afad1e,8133.044500000001,100,10,40.8696,245.21769999999998,80.0,81.33044500000001,0.50251%,3.01508%,0.98364%,1.00000%
2021-01-04,hx10d24cae4bcc94bb8e8249c94dc23a0375958c0d,99.24688299999993,100,10,0.18525511643614406,49.54521399974908,0.30162596683107534,0.9924688299999993,0.18666%,49.92118%,0.30391%,1.00000%
2021-01-04,hx2be8c1cf96fa6685d848d7798408a3e5941a8d82,15.149799999999981,100,10,0.0001,10.0,0.0001,0.1514979999999998,0.00066%,66.00747%,0.00066%,1.00000%
2021-01-04,hx34d02bb86519113b653ef5ed3a68de9cfff0f2ab,100.0,100,10,0.9999,1.0001,1.0,1.0,0.99990%,1.00010%,1.00000%,1.00000%
2021-01-04,hx18c7901c5df492dc4e57c9b4952f4d3cbce66206,284.3583360033358,100,10,1.5792000000000002,13.659154391859298,2.714,2.843583360033358,0.55536%,4.80350%,0.95443%,1.00000%
2021-01-04,hx613b8c58b274bb7c9579ddc3a1a11a5bc1e02c58,21510.812531296877,100,10,1.0,21201.812531296877,1.0,215.10812531296878,0.00465%,98.56351%,0.00465%,1.00000%
2021-01-04,hxc35919c430476b095652bc91056ba1baf0420f9e,4000.0,100,10,19.99999999999997,1040.0,20.0,40.0,0.50000%,26.00000%,0.50000%,1.00000%
2021-01-04,hxcf7f516d446b6db4ff78967b3d3dc810b0d270d8,50159.83679999999,100,10,0.9999999999995453,50059.83679999999,1.0,501.5983679999999,0.00199%,99.80064%,0.00199%,1.00000%
2021-01-04,hxb0d886f01ca2697ce9961232a754bb3923142128,16502.43270000001,100,10,99.23899999999992,630.8317,157.7947,165.02432700000008,0.60136%,3.82266%,0.95619%,1.00000%
2021-01-04,hx114049660809114582bfc83f66833560544bf877,2007.014900000002,81,8,19.1635,471.25600000000003,19.1711,24.777961728395084,0.95483%,23.48044%,0.95520%,1.23457%
2021-01-04,hxe174e405642b059aab26c9d738c6fc188b085ef6,1815.9999000000012,73,7,18.916600000000006,410.68050000000005,19.526799999999998,24.876710958904127,1.04166%,22.61457%,1.07526%,1.36986%
