IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
sICX,723849.9010485762,1396.0,0.3107985014864583,224971.46454701864
GBET,339639.83740606095,1228.0,0.022498485350323925,7641.381906266662
bnUSD,338713.66700657894,1135.0,0.9862861523948008,334068.59939545253
FRMD,116763.64348767365,1012.0,,
METX,300995.08239452227,798.0,0.000128245431407621,38.60124419325793
OMM,3036532.7838934087,695.0,0.022214919923992944,67456.33264077145
BALN,219859.40655584336,616.0,0.21800528088652818,47930.511681752025
FIN,23750.042769219963,343.0,0.3223890314010838,7656.753284103139
USDS,28576.87963070847,193.0,0.9932628134266461,28384.351860952112
IUSDC,115448.53901000001,172.0,0.9876795331477798,114026.15911199005
CFT,1363385.4049134303,112.0,0.00852880850176469,11628.053032607559
IUSDT,16572.641566,51.0,1.0192071224402055,16890.9543217158
obnUSD,3805.574696466526,39.0,0.9862861523948008,3753.385625028982
CLAW,20905063.12192414,38.0,,
oICX,2075.2099670245634,28.0,0.3107985014864583,644.9721480209969
oIUSDC,11387.96237,27.0,0.9876795331477798,11247.657357106084
dICX,9672.466686702512,19.0,0.3107985014864583,3006.1881519048293
finOMM,1942.374877321339,17.0,0.022214919923992944,43.14970236206916
oUSDS,7012.589175750916,17.0,0.9932628134266461,6965.344054111601
dbnUSD,90.22097207978207,14.0,0.9862861523948008,88.983695417887
oOMM,4532.16,13.0,0.022214919923992944,100.68157148272385
UP,0.40811619884750966,9.0,0.8277166647554945,0.3378045789427509
dUSDS,45.201893550176585,8.0,0.9932628134266461,44.89735995986017
TAP,18250.461292454733,7.0,0.0009238878013235824,16.861378556627148
oBALN,7854.897999213591,5.0,0.21800528088652818,1712.4092446535872
finOICX,70.82242270707765,2.0,0.3107985014864583,22.01150284900025
finUSDS,0.049883822811667575,2.0,0.3223890314010838,0.016081997318836798
dIUSDC,3.0,1.0,0.9876795331477798,2.9630385994433395
finIUSDC,1048.806885,1.0,0.3223890314010838,338.1238357819379
FinICX,8.74877825628398,1.0,0.3223890314010838,2.8205101479862558
finICX,546.9750823571641,1.0,0.3107985014864583,169.99903594703872
ICX,,,0.278614,
