date,Regular Tx,Fees burned,Internal Tx,Internal Event (excluding Tx)
2023-02-27,51935,211.10271778749984,17600,50964
2023-02-28,52230,283.2538157249998,20067,51562
2023-03-01,50595,239.62178098749987,15100,49920
2023-03-02,50347,234.69256993749988,16006,50803
2023-03-03,49686,210.6000217999999,14979,50225
2023-03-04,49259,150.8709040124999,13071,49630
2023-03-05,48950,145.1341349624999,13227,49943
2023-03-06,51488,217.00511872499985,16729,50750
2023-03-07,50385,212.4310529749999,15370,50358
2023-03-08,50457,252.9061073874999,16802,51290
2023-03-09,50829,205.19000046249985,15890,50388
2023-03-10,50642,217.8583341749999,16309,50635
2023-03-11,51589,261.39663843749986,17748,49911
2023-03-12,49516,191.2848763749999,16407,50066
2023-03-13,52377,234.31418569999983,19311,51161
2023-03-14,51395,291.92476382499984,20349,51295
2023-03-15,50338,233.89142479999987,17209,50782
2023-03-16,50225,131.08200983749987,8495,44896
2023-03-17,50525,225.66861799999987,16622,50075
2023-03-18,49385,186.08493893749989,15481,50676
2023-03-19,50113,276.84834831249987,18044,50093
2023-03-20,52235,223.4175714624998,18959,51098
2023-03-21,51026,242.69501193749988,17654,50823
2023-03-22,50463,173.75562304999988,14275,50433
2023-03-23,49957,171.2049493999999,13726,49795
2023-03-24,50319,176.1502507624999,14750,50492
2023-03-25,49080,140.4062806874999,12729,49595
2023-03-26,49484,166.1927598374999,14273,50536
2023-03-27,51332,226.99353601249987,16881,50477
2023-03-28,50806,205.26287843749986,16996,51105
2023-03-29,50250,193.56831468749988,15251,50187
2023-03-30,49924,152.11166128749989,13624,50207
2023-03-31,51385,235.58759238749988,19154,51352
2023-04-01,58658,620.5203313624999,34801,50696
2023-04-02,51891,323.7964962999999,17923,49902
2023-04-03,55932,601.7502669749998,23689,50352
2023-04-04,59277,890.4230541624999,38249,50994
2023-04-05,57733,634.2963642249998,32931,51011
2023-04-06,53550,429.4414724874999,19045,50180
2023-04-07,54076,389.76607502499985,21151,50646
2023-04-08,50049,263.68387808749986,17753,50027
2023-04-09,50297,289.3842268124999,15606,50060
2023-04-10,51459,203.52745218749988,16601,50197
2023-04-11,50619,221.41870861249987,16409,50481
2023-04-12,50205,202.1851115374999,15736,50096
2023-04-13,50584,294.01944563749987,15643,50392
2023-04-15,50641,265.7271890124999,19981,51251
2023-04-16,50932,402.0174597124999,21345,50265
2023-04-17,54171,217.23394299999978,20955,51412
2023-04-18,51166,295.53149383749985,18678,50972
2023-04-19,51505,343.33949543749986,19266,50007
2023-04-20,50514,277.1279436249999,19043,50810
2023-04-21,51638,261.90381214999985,16616,51006
2023-04-22,50377,234.6344604249999,15928,49922
2023-04-23,49048,272.0649965999999,15423,50485
2023-04-24,52597,224.29990104999982,17526,51141
2023-04-25,51665,248.44803153749987,17097,50917
2023-04-26,50374,251.83257758749988,17035,51058
2023-04-27,51271,241.64472974999987,17252,50590
2023-04-28,49662,185.7131042499999,14152,49841
2023-04-29,48695,118.74177661249989,11625,49456
2023-04-30,48688,139.0035119749999,12043,49655
2023-05-01,50149,181.80381258749986,16165,50316
2023-05-02,50613,241.39148858749988,15180,50089
2023-05-03,49709,164.9547227124999,13155,49787
2023-05-04,48723,222.9305357124999,12880,49636
2023-05-05,48856,146.3229604749999,12771,49718
2023-05-07,49292,198.17574563749992,11910,52248
2023-05-08,51427,279.2591251624998,17251,49826
2023-05-09,49559,310.7954923624999,14697,49682
2023-05-10,50538,266.8526326624999,17308,50025
2023-05-11,53933,223.47538631249986,14617,49908
2023-05-12,48461,281.2946625124999,13393,49407
2023-05-13,47839,124.30727108749991,11755,49898
2023-05-14,47879,157.6946609249999,13338,49949
2023-05-15,50625,172.98566774999986,15142,50101
2023-05-16,48719,209.34902677499988,14445,50094
2023-05-17,49051,187.4096312374999,14288,49985
2023-05-18,49016,194.84910124999988,15061,50390
2023-05-19,48948,170.99537811249988,13886,50272
2023-05-20,47953,163.5669655374999,11632,49320
2023-05-21,48186,184.3774761249999,12182,50301
2023-05-22,50023,181.29427428749986,15887,50236
2023-05-23,50178,343.42904236249984,18618,51136
2023-05-24,49344,241.95706356249985,14918,49779
2023-05-25,49537,155.58476587499987,13931,49567
2023-05-26,49232,180.6872657624999,14397,50103
2023-05-27,49533,183.11908384999987,14987,50079
2023-05-28,49272,196.95455014999987,15064,50019
2023-05-29,49287,148.16491587499988,13996,49798
2023-05-30,51407,183.05719493749984,17255,50113
2023-05-31,42204,124.66497557499993,8953,39948
2023-06-01,50073,155.64592892499988,14576,49699
2023-06-02,49871,146.89318869999988,13291,49538
2023-06-03,49497,142.68896938749987,13620,49669
2023-06-04,49564,119.72110871249987,12431,49354
2023-06-05,58851,216.20608099999984,17258,49613
2023-06-06,53658,168.37828422499987,13958,49287
2023-06-07,49199,160.99889961249988,14172,49621
2023-06-08,71769,179.63980599999988,14226,49271
2023-06-09,93413,579.3963902499999,13464,49801
2023-06-10,67704,356.8422331374999,20485,49908
2023-06-11,48798,122.78731703749989,11879,49039
2023-06-12,73475,484.3890779124997,21000,49548
2023-06-13,82618,265.34146157499987,19052,49943
2023-06-14,74965,268.99664078749987,14948,49600
2023-06-15,97590,313.3250455999999,16567,50266
2023-06-16,93870,250.29476502499986,14429,50084
2023-06-17,92497,236.8699425999999,13484,49385
2023-06-18,92581,200.3335322624999,12436,49883
2023-06-19,93172,245.48612236249986,16347,49396
2023-06-20,86238,233.62633849999986,16340,50857
2023-06-21,81407,222.67237552499986,13778,48197
2023-06-22,92185,295.9173813749999,17644,51156
2023-06-23,90051,330.1725325374999,16031,49998
2023-06-24,91897,537.0790810499998,20633,49494
2023-06-25,55150,75.0602582874999,8470,48850
2023-06-26,49466,120.77681854999983,9327,49030
2023-06-27,49444,72.14489984999989,9665,48794
2023-06-28,48434,136.0387832874999,8731,48835
2023-06-29,48821,193.8769703999999,8545,48218
2023-06-30,67602,409.1098782999997,16722,51305
2023-07-01,93303,305.63570811249986,17556,49379
2023-07-02,92967,254.5169886124999,12549,47670
2023-07-03,94154,260.70585693749985,16357,49701
2023-07-04,90939,307.9910874624998,19370,51848
2023-07-05,92850,253.36756822499987,16024,49222
2023-07-06,93792,284.26337691249984,18699,48392
2023-07-07,92596,336.5655027874999,16279,51356
2023-07-08,91979,200.0943084874999,16648,53121
2023-07-09,92974,185.9718748999999,12577,49787
2023-07-10,94250,329.93960486249983,16748,50382
2023-07-11,93715,252.50757809999985,15071,49127
2023-07-12,93140,196.8473000124999,8194,44280
2023-07-13,93729,302.3837349874999,22941,55250
2023-07-14,93938,266.85434323749985,15807,49763
2023-07-15,93372,240.97058681249987,15860,49205
2023-07-16,92978,186.8122597374999,13187,49361
2023-07-17,94824,328.90809414999984,18852,50738
2023-07-18,95047,306.22001037499984,18614,50677
2023-07-19,94289,209.56700377499988,13357,49169
2023-07-20,94465,222.28307751249986,14439,49839
2023-07-21,93972,256.5324192124999,15016,49116
2023-07-22,93761,212.28334449999988,13495,49714
2023-07-23,93501,218.2321695749999,13163,49758
2023-07-24,96032,218.21535027499982,11293,44260
2023-07-25,94275,231.27358001249988,14392,49210
2023-07-26,94772,190.6561581749999,12153,48934
2023-07-27,94412,323.16687432499987,14856,49460
2023-07-28,67740,167.37880014999988,13481,49404
2023-07-29,48995,101.6025440374999,11237,48939
2023-07-30,49472,140.3980607374999,12801,49401
2023-07-31,79975,266.33260034999984,16695,49183
2023-08-01,91333,279.18314726249986,14564,49629
2023-08-02,99362,277.4290039249997,12913,56195
2023-08-03,100009,337.4506146499997,19654,61413
2023-08-04,93598,269.55347267499985,17389,50555
2023-08-05,92520,193.1254567749999,13082,49448
2023-08-06,92423,186.5289840999999,12811,49308
2023-08-07,88358,287.32507439999983,13988,49182
2023-08-08,92839,221.85423799999987,15048,50136
2023-08-09,92661,195.4713883874999,7086,43732
2023-08-10,91190,208.2603563374999,13007,49515
2023-08-11,77778,177.4791583874999,11968,49753
2023-08-12,91734,163.6525158624999,11104,48986
2023-08-13,94300,207.6112515374999,13861,49247
2023-08-14,94610,284.1964961624999,14848,49778
2023-08-15,88031,224.1850507374999,18467,54463
2023-08-16,49540,173.14212489999989,9177,43874
2023-08-17,50297,253.4286111999999,20503,54534
2023-08-18,49524,160.8054641749999,13482,48955
2023-08-19,48970,125.17037822499991,12705,49498
2023-08-20,48872,128.0094418749999,12867,50264
2023-08-21,63471,222.67683052499987,14301,49020
2023-08-22,92471,220.35696657499992,13458,49856
2023-08-23,92694,197.6381536874999,13232,49184
2023-08-24,92413,201.26044751249992,12522,49428
2023-08-25,92464,165.82885192499992,11551,49063
2023-08-26,57455,116.52247697499992,11623,49233
2023-08-27,48628,108.53127699999992,11559,49292
2023-08-28,48961,135.4962913749999,12920,49526
2023-08-29,49348,187.7361487749999,14265,49722
2023-08-30,50181,178.01137898749988,15992,50096
2023-08-31,50294,149.66621482499986,13216,49154
2023-09-01,49486,119.12136521249991,7368,44291
2023-09-02,48866,126.6239295749999,11825,49298
2023-09-03,48412,122.77159481249991,10630,49055
2023-09-04,51123,179.39990414999986,15844,49555
2023-09-05,48706,125.78106714999991,12309,49099
2023-09-06,49379,119.5225764999999,11739,48973
2023-09-07,49687,121.93508346249989,11404,49083
2023-09-08,49172,112.45293134999991,11968,49043
2023-09-09,48579,123.32194202499991,11261,48851
2023-09-10,49182,121.7313217499999,11904,49230
2023-09-11,51697,168.59483677499986,15107,49160
2023-09-12,49459,125.2877858874999,12348,49143
2023-09-13,48856,109.50371723749991,6648,43512
2023-09-14,49750,162.1914982499999,17445,54199
2023-09-15,49683,191.2862241874999,15262,49052
2023-09-16,49249,139.4454659749999,12644,49123
2023-09-17,49264,145.42282161249992,13099,50091
2023-09-18,50480,132.91049571249988,14179,49074
2023-09-19,48971,137.2788524874999,12446,48939
2023-09-20,49458,151.2483415374999,13405,49098
2023-09-21,49311,160.1777956249999,12744,49094
2023-09-22,49413,120.05361342499991,11838,48941
2023-09-23,48953,97.60749444999992,11084,48967
2023-09-24,48957,115.80657163749991,11411,49026
2023-09-25,50702,150.13408431249988,13665,49165
2023-09-26,48158,102.92705106249991,6651,43711
2023-09-27,47809,68.10701186249993,5038,43667
2023-09-28,47961,201.2522040374999,5999,43538
2023-09-29,48551,82.47455587499992,5679,43570
2023-09-30,48865,88.1437961874999,6683,43971
