to,Fees burned,Regular Tx,to_def,Internal Tx,Internal Event (excluding Tx),group
System,0.0,43089,System,0,86771,System
cx0000000000000000000000000000000000000000,12.608050000000066,4520,governance,1860,0,governance
cx9e3cadcc1a4be3323ea23371b84575abb32703ae,5.328899999999862,2790,MyID_1,0,2802,MyID
cx993810b4523ab6b1658925d8d6c234f286adbdba,4.703432500000114,2372,IWinToken,2388,0,IWinToken
cxc432c12e6c91f8a685ee6ff50a653c8a056875e4,4.3746445000001035,2329,unknown_cx,89,0,unknown_cx
cx10d59e8103ab44635190bd4139dbfd682fa2d07e,3.1603545000000035,1444,Balanced Rewards,2624,89,Balanced
hx037c73025819e490e9a01a7e954f9b46d89b0245,2.2843400000000034,1431,MyID_related,0,0,MyID
cxf61cd5a45dc9f91c15aa65831a30a90d59a09619,5.4017492499999795,1277,Balance Token,2388,433,Balanced
cx694e8c9f1a05c8c3719f30d46b97697960e4289e,10.68059499999984,1184,MyID_2,1200,0,MyID
cx087b4164a87fdfb7b714f3bafe9dfb050fd6b132,18.020889750000006,1177,Relay_1,0,9321,Relay
cx299d88908ab371d586c8dfe0ed42899a899e6e5b,8.878503750000023,1027,"ICONbet 
Levels",4156,1515,ICONbet
cx38fd2687b202caf4bd1bda55223578f39dbb6561,4.785991249999986,877,"ICONbet 
Mini Roulette (new)",2690,1752,ICONbet
cx369a5f4ce4f4648dfc96ba0c8229be0693b4eca2,1.7722787499999837,864,Metanyx,1034,0,Metanyx
cx88fd7df7ddff82f7cc735c871dc519838cb235bb,5.126972999999989,812,Balanced Dollar,2601,510,Balanced
cx334beb9a6cde3bf1df045869447488e0de31df4c,3.898005750000024,754,circle_arb_1,877,222,circle_arb
cx203d9cd2a669be67177e997b8948ce2c35caffae,14.703732000000006,745,Balanced Dividends,5185,0,Balanced
cx2609b924e33ef00b648a409245c7ea394c467824,6.806558750000005,697,Staked ICX,2249,414,Balanced
cx66d4d90f5f113eba575bf793570135f9b10cece1,4.114373250000006,593,Balanced Loans,2734,558,Balanced
cxa0af3165c08318e988cb30993b3048335b94af6c,2.049567250000002,592,Balanced DEX,1849,0,Balanced
cx57d7acf8b5114b787ecdd99ca460c2272e4d9135,1.134976750000002,576,NebulaPlanetToken,641,0,Nebula
hx11de4e28be4845de3ea392fd8d758655bf766ca7,0.5999999999999928,480,3-min_tx_bot_in,0,0,3-min_tx_bot_in
cxb0b6f777fba13d62961ad8ce11be7ef6c4b2bcc6,2.422868500000004,426,"ICONbet 
DAOdice (new)",1478,1296,ICONbet
hx548ad28ef8d6caed7f27f6001fb7a654ad8cca40,0.4824999999999952,386,unknown_hx,0,0,unknown_hx
cx5d6e1482434085f30660efe30573304d629270e5,2.3005715000000007,347,"ICONbet 
Baccarat",1378,1263,ICONbet
cx44250a12074799e26fdeee75648ae47e2cc84219,1.246597500000002,302,Balanced Governance,271,0,Balanced
cx82c8c091b41413423579445032281bca5ac14fc0,2.3731797500000034,242,CraftMultiToken,215,165,Craft
hxc4193cda4a75526bf50896ec242d6713bb6b02a3,0.2612499999999999,209,binance_hot,0,0,binance
cxaf244cf3c7164fe6f996f398a9d99c4d4a85cf15,1.3977695,173,Airdrip Distribution,338,0,Balanced
cxd47f7d943ad76a0403210501dab03d4daf1f6864,1.0180162499999996,150,"ICONbet 
Blackjack",240,380,ICONbet
cx2ccc0c98ab5c2709cfc2c1512345baa99ea4106a,0.5595554999999999,147,Relay_2,0,0,Relay
cxba62bb61baf8dd8b6a04633fe33806547785a00c,3.8364094999999923,136,MyID_3,140,0,MyID
cx69bcdf1753472c1444188ec3f5188657e30c8322,0.36747000000000024,135,"broof - we prove, verify and love you.",0,0,"broof - we prove, verify and love you."
cx43e2eec79eb76293c298f2b17aec06097be606e0,0.5172872499999995,84,Staked ICX Manager,252,0,Balanced
cx9fda786d3e7965ed9dc01321c85026653d6a5ff4,0.6522280000000001,82,"ICONbet 
Jungle Jackpot",230,164,ICONbet
cx9c4698411c6d9a780f605685153431dcda04609f,0.9547407500000004,75,Auction,227,0,Auction
hx562dc1e2c7897432c298115bc7fbcc3b9d5df294,0.09375000000000006,75,upbit_cold,0,0,upbit
cx943cf4a4e4e281d82b15ae0564bbdcbf8114b3ec,0.14502425000000005,73,NebulaSpaceshipToken,92,0,Nebula
cx4bfc45b11cf276bb58b3669076d99bc6b3e4e3b8,0.14645525000000004,69,NebulaTokenClaiming,66,0,Nebula
cx9df59cf2c7dc7ae2dbdec4a10b295212595f2378,0.46988975,40,circle_arb_2,180,45,circle_arb
cx14002628a4599380f391f708843044bc93dce27d,3.693455,36,iAM Div,5688,5695,iAM 
cx03c76787861eec166b25e744e52a82af963670eb,0.19204049999999986,36,"ICONbet 
Plinko",122,36,ICONbet
hx68646780e14ee9097085f7280ab137c3633b4b5f,0.04500000000000002,36,kraken_hot,0,0,kraken
hx133323c2e990994816b548a9e7eb080a5eac8031,0.04500000000000002,36,unknown_hx,0,0,unknown_hx
hxfdb57e23c32f9273639d6dda45068d85ee43fe08,0.041250000000000016,33,upbit_hot2,0,0,upbit
hxa390d24fdcba68515b492ffc553192802706a121,0.040000000000000015,32,bitvavo_hot,0,0,bitvavo
hx294c5d0699615fc8d92abfe464a2601612d11bf7,0.038750000000000014,31,funnel_1,0,0,funnel_1
cxc0b5b52c9f8b4251a47e91dda3bd61e5512cd782,0.10307325,29,TapToken,128,0,ICONbet
hx6332c8a8ce376a5fc7f976d1bc4805a5d8bf1310,0.03500000000000001,28,upbit_hot1,0,0,upbit
