to,Fees burned,Regular Tx,to_def,Internal Tx,Internal Event (excluding Tx),group
System,0.0,43468,System,0,87713,System
cx9e3cadcc1a4be3323ea23371b84575abb32703ae,9.572919999999781,5012,MyID_1,0,5044,MyID
cx0000000000000000000000000000000000000000,6.502677500000038,3646,governance,1561,0,governance
cx694e8c9f1a05c8c3719f30d46b97697960e4289e,15.154765499999757,1680,MyID_2,1696,0,MyID
hx037c73025819e490e9a01a7e954f9b46d89b0245,2.3304700000000103,1459,MyID_related,0,0,MyID
cx88fd7df7ddff82f7cc735c871dc519838cb235bb,19.198356249999986,1053,balanced_bnUSD,7188,58,Balanced
cxcb455f26a2c01c686fa7f30e1e3661642dd53c0d,16.954010999999994,994,Omm Lending Pool,16692,0,Omm
cx369a5f4ce4f4648dfc96ba0c8229be0693b4eca2,2.099125499999985,867,Metanyx,1102,1,Metanyx
cx5d6e1482434085f30660efe30573304d629270e5,5.52378775,851,"ICONbet
 Baccarat",3286,3080,ICONbet
cx299d88908ab371d586c8dfe0ed42899a899e6e5b,7.353593500000018,837,"ICONbet
 Levels",3660,1328,ICONbet
cxd47f7d943ad76a0403210501dab03d4daf1f6864,4.988645500000013,768,"ICONbet
 Blackjack",1068,1985,ICONbet
cx9c4698411c6d9a780f605685153431dcda04609f,8.612135000000036,670,Auction,236,0,Craft
cxf61cd5a45dc9f91c15aa65831a30a90d59a09619,5.718211500000003,609,balanced_baln,2302,62,Balanced
cx2609b924e33ef00b648a409245c7ea394c467824,8.312320999999995,594,balanced_sicx,2602,34,Balanced
cx10d59e8103ab44635190bd4139dbfd682fa2d07e,1.2133327500000022,559,balanced_rewards,1118,0,Balanced
cx087b4164a87fdfb7b714f3bafe9dfb050fd6b132,2.88027275000001,532,Relay_1,0,575,Relay
hx11de4e28be4845de3ea392fd8d758655bf766ca7,0.6037499999999927,483,3-min_tx_bot_in,0,0,3-min_tx_bot_in
cx203d9cd2a669be67177e997b8948ce2c35caffae,9.130253500000002,412,balanced_dividends,3448,0,Balanced
cxa0af3165c08318e988cb30993b3048335b94af6c,1.3986579999999984,402,balanced_dex,979,0,Balanced
cxae3034235540b924dfcc1b45836c293dcc82bfb7,4.1849859999999985,382,ICON USD Coin,2648,11,Omm
cx943cf4a4e4e281d82b15ae0564bbdcbf8114b3ec,0.7064312500000005,355,NebulaSpaceshipToken,670,0,Nebula
cx1a29259a59f463a67bb2ef84398b30ca56b5830a,5.935201249999999,348,Omm Token,2499,31,Omm
cx6cdbc291c73faf79366d35b1491b89217fdc6638,2.3239764999999992,321,"ICONbet
 War",950,1096,ICONbet
cxbb2871f468a3008f80b08fdde5b8b951583acf06,3.82178,311,Stably_USD,2106,0,Stably_USD
