date,group,Regular Tx,Fees burned,Internal Tx,Internal Event (excluding Tx)
2021-07-21,3-min_tx_bot_in,478,0.5974999999999928,0,0
2021-07-21,ACT,60,0.118269,54,0
2021-07-21,Balanced,6683,112.63943374999997,21677,2513
2021-07-21,BazaarToken,3,0.00696575,6,0
2021-07-21,CPS_Score,14,0.042112,14,0
2021-07-21,Challenge,19,0.42591475,37,30
2021-07-21,Craft,50,0.594122,69,6
2021-07-21,CryptoDuel,81,1.4949654999999995,45,27
2021-07-21,EPX,4,0.010696,0,0
2021-07-21,Home Ground Pay,1,0.0019245,1,0
2021-07-21,ICONNetBet,4,0.00842,8,0
2021-07-21,ICONbet,4972,59.50181350000009,19087,12531
2021-07-21,ICX_Card,1,0.0023285,1,0
2021-07-21,IWinToken,5135,10.184010000000718,5179,0
2021-07-21,LambdaX,1,0.0022575,3,0
2021-07-21,Lossless Lottery,6,0.0177087499999999,19,0
2021-07-21,Metanyx,862,1.752896499999978,1030,0
2021-07-21,MyID,5980,21.3999459999995,1153,3466
2021-07-21,Nebula,108,0.2224624999999999,210,0
2021-07-21,PGT Distro,2,0.027105,52,0
2021-07-21,PiconbelloGovernanceToken,3,1.96275725,1722,0
2021-07-21,Relay,2824,35.93400299999992,0,9485
2021-07-21,SEED,35,0.09241099999999991,58,4
2021-07-21,Stably_USD,2,0.004173,4,0
2021-07-21,System,42688,0.0,1,86225
2021-07-21,UP,41,0.2529220000000001,489,0
2021-07-21,binance,165,0.20625,0,0
2021-07-21,bithumb,7,0.00875,0,0
2021-07-21,bittrex,2,0.0025,0,0
2021-07-21,bitvavo,24,0.03,0,0
2021-07-21,"broof - we prove, verify and love you.",329,0.5637410000000003,0,0
2021-07-21,circle_arb,67159,195.6748042500806,1492,375
2021-07-21,coinex,2,0.0025,0,0
2021-07-21,funnel_1,16,0.02,0,0
2021-07-21,gov_voting,2,0.0041435,0,2
2021-07-21,governance,3978,27.10641749999908,1669,0
2021-07-21,huobi,10,0.0124999999999999,0,0
2021-07-21,iAM ,46,4.913204749999998,7787,7790
2021-07-21,kraken,17,0.02125,0,0
2021-07-21,peek,63,0.16210875000000002,15,0
2021-07-21,planp,1,0.00125,0,0
2021-07-21,rev_share,2,0.0063125,16,0
2021-07-21,unknown_cx,22,0.0687905,0,0
2021-07-21,unknown_hx,1045,1.306445,0,0
2021-07-21,upbit,55,0.06875,0,0
2021-07-21,velic,2,0.0025,0,0
2021-07-22,3-min_tx_bot_in,483,0.6037499999999927,0,0
2021-07-22,ACT,20,0.0394892499999999,19,0
2021-07-22,Balanced,5370,52.75846824999998,17160,1688
2021-07-22,BazaarToken,6,0.0166362499999999,20,0
2021-07-22,CPS_Score,25,0.07614775,24,0
2021-07-22,Challenge,8,0.13839625,5,4
2021-07-22,Craft,33,0.19169599999999998,39,2
2021-07-22,CryptoDuel,76,1.6130645000000006,59,33
2021-07-22,EPX,6,0.01463325,2,0
2021-07-22,Home Ground Pay,8,0.0154185,8,0
2021-07-22,ICONNetBet,1,0.002104,2,0
2021-07-22,ICONbet,4648,32.81104474999997,18467,12119
2021-07-22,IWinToken,6173,12.24714700000107,6237,0
2021-07-22,LambdaX,5,0.01064075,10,0
2021-07-22,Lossless Lottery,4,0.0100915,5,0
2021-07-22,Metanyx,852,1.7051279999999802,950,0
2021-07-22,MyID,6074,22.40780524999948,1244,3442
2021-07-22,Nebula,104,0.21713325,200,0
2021-07-22,PiconbelloGovernanceToken,3,1.982838,1740,0
2021-07-22,Relay,2833,35.68212274999979,0,9062
2021-07-22,SEED,11,0.0267842499999999,18,4
2021-07-22,System,43013,0.0,1,86811
2021-07-22,UP,30,0.18661974999999997,330,0
2021-07-22,binance,130,0.16250000000000012,0,0
2021-07-22,bithumb,14,0.0174999999999999,0,0
2021-07-22,bittrex,1,0.00125,0,0
2021-07-22,bitvavo,12,0.014999999999999899,0,0
2021-07-22,circle_arb,93719,270.12379250011725,638,159
2021-07-22,coinex,1,0.00125,0,0
2021-07-22,funnel_1,11,0.0137499999999999,0,0
2021-07-22,gov_voting,4,0.0093432499999999,0,4
2021-07-22,governance,3835,11.863712500000116,1563,0
2021-07-22,huobi,6,0.0075,0,0
2021-07-22,iAM ,57,4.941485499999997,7803,7796
2021-07-22,icondao,1,0.00125,0,0
2021-07-22,kraken,16,0.02,0,0
2021-07-22,latoken,1,0.00125,0,0
2021-07-22,peek,69,0.18673475,19,0
2021-07-22,rev_share,2,0.00631125,16,0
2021-07-22,unknown_cx,14,0.0396995,0,0
2021-07-22,unknown_hx,845,1.0562899999999997,0,0
2021-07-22,upbit,41,0.0512499999999997,0,0
2021-07-22,velic,2,0.0025,0,0
2021-07-23,3-min_tx_bot_in,483,0.6037499999999927,0,0
2021-07-23,ACT,47,0.0927495,42,0
2021-07-23,Balanced,4398,31.338958999999996,13089,1171
2021-07-23,BazaarToken,6,0.018363,34,2
2021-07-23,CPS_Score,45,0.13814625,44,0
2021-07-23,Challenge,14,0.2894875,30,12
2021-07-23,Craft,9,0.0291595,4,0
2021-07-23,CryptoDuel,187,3.9364872500000008,108,84
2021-07-23,EPX,5,0.011765000000000001,1,0
2021-07-23,Home Ground Pay,3,0.0057772499999999,3,0
2021-07-23,ICONbet,5046,39.53924024999971,17647,10474
2021-07-23,ICX_Card,1,0.002436,3,0
2021-07-23,IWinToken,3958,7.852664500000602,3994,0
2021-07-23,LambdaX,1,0.002279,3,0
2021-07-23,Lossless Lottery,1,0.0020095,2,0
2021-07-23,Metanyx,830,1.6666502499999825,907,0
2021-07-23,MyID,6073,20.748256249999464,1149,3533
2021-07-23,Nebula,30,0.0670875,74,0
2021-07-23,PiconbelloGovernanceToken,3,2.0037435,1759,0
2021-07-23,Relay,2826,35.66095074999983,0,9267
2021-07-23,SEED,16,0.04369575,37,4
2021-07-23,System,43047,0.0,1,86919
2021-07-23,UP,22,0.0987182499999999,150,0
2021-07-23,binance,133,0.1662500000000001,0,0
2021-07-23,bithumb,5,0.00625,0,0
2021-07-23,bitvavo,5,0.00625,0,0
2021-07-23,circle_arb,93710,269.4124057501201,243,60
2021-07-23,coinex,4,0.005,0,0
2021-07-23,funnel_1,19,0.02375,0,0
2021-07-23,governance,3812,39.876692499999805,1531,0
2021-07-23,huobi,5,0.00625,0,0
2021-07-23,iAM ,52,4.941735499999998,7811,7809
2021-07-23,kraken,22,0.0275,0,0
2021-07-23,latoken,1,0.00125,0,0
2021-07-23,peek,74,0.2203565,26,0
2021-07-23,rev_share,2,0.00631125,16,0
2021-07-23,unkEx_c,1,0.00125,0,0
2021-07-23,unknown_cx,22,0.0662695,0,0
2021-07-23,unknown_hx,1005,1.2573299999999996,0,0
2021-07-23,upbit,41,0.051250000000000004,0,0
2021-07-23,velic,1,0.00125,0,0
2021-07-24,3-min_tx_bot_in,480,0.5999999999999928,0,0
2021-07-24,ACT,45,0.0885375,38,0
2021-07-24,Balanced,4596,35.62527825,14443,1449
2021-07-24,BazaarToken,2,0.0045302499999999,5,1
2021-07-24,CPS_Score,42,0.1249745,42,0
2021-07-24,Challenge,18,0.261331,12,7
2021-07-24,CryptoDuel,112,2.8367037499999994,77,56
2021-07-24,EPX,5,0.0113375,2,0
2021-07-24,Home Ground Pay,6,0.011562,6,0
2021-07-24,ICONbet,5894,40.02182600000018,22845,13150
2021-07-24,ICX_Card,2,0.005188,4,0
2021-07-24,IWinToken,888,1.7616719999999872,892,0
2021-07-24,Invites,2,0.0173965,0,0
2021-07-24,LambdaX,2,0.0045265,6,0
2021-07-24,Lossless Lottery,2,0.004285,2,0
2021-07-24,Metanyx,831,1.6778624999999827,930,0
2021-07-24,MyID,5709,17.93469574999957,1049,3259
2021-07-24,Nebula,57,0.11958574999999991,110,0
2021-07-24,PGT Distro,1,0.0137075,26,0
2021-07-24,PiconbelloGovernanceToken,3,2.03218625,1784,0
2021-07-24,Relay,2818,36.94568425000003,0,9111
2021-07-24,SEED,9,0.024058999999999997,18,4
2021-07-24,System,43068,0.0,1,86969
2021-07-24,UP,22,0.10842924999999999,174,0
2021-07-24,binance,151,0.1887500000000001,0,0
2021-07-24,bithumb,10,0.0125,0,0
2021-07-24,bittrex,2,0.0025,0,0
2021-07-24,bitvavo,12,0.0149999999999999,0,0
2021-07-24,"broof - we prove, verify and love you.",2,0.005444,0,0
2021-07-24,circle_arb,49531,142.71295150005463,289,72
2021-07-24,coinex,1,0.00125,0,0
2021-07-24,funnel_1,12,0.0149999999999999,0,0
2021-07-24,governance,3936,12.26387749999998,1575,0
2021-07-24,huobi,9,0.01125,0,0
2021-07-24,iAM ,50,4.931001249999998,7805,7805
2021-07-24,kraken,13,0.0162499999999999,0,0
2021-07-24,peek,66,0.16727625000000002,15,0
2021-07-24,rev_share,2,0.006315,16,0
2021-07-24,unkEx_c,3,0.00375,0,0
2021-07-24,unknown_cx,14,0.1266924999999999,2,0
2021-07-24,unknown_hx,728,0.9110799999999999,0,0
2021-07-24,upbit,35,0.04375,0,0
2021-07-24,velic,2,0.0025,0,0
2021-07-25,3-min_tx_bot_in,482,0.6024999999999927,0,0
2021-07-25,ACT,25,0.0492454999999999,21,0
2021-07-25,Balanced,4802,35.39337924999996,14348,1227
2021-07-25,BazaarToken,10,0.0271817499999999,37,0
2021-07-25,CPS_Score,22,0.06500275,22,0
2021-07-25,Challenge,52,31.28430574999999,16,12
2021-07-25,CryptoDuel,21,0.5420675,12,10
2021-07-25,EPX,4,0.0093545,1,0
2021-07-25,Home Ground Pay,4,0.0077069999999999,4,0
2021-07-25,ICONNetBet,1,0.00210025,2,0
2021-07-25,ICONbet,5488,46.695965000000136,20029,12268
2021-07-25,ICX IOU Token,1,0.001975,1,0
2021-07-25,ICX_Card,6,0.014399,10,0
2021-07-25,IWinToken,2127,4.219968000000221,2143,0
2021-07-25,Lossless Lottery,8,0.02028225,14,0
2021-07-25,Metanyx,828,1.6488214999999826,872,0
2021-07-25,MyID,5517,17.002626749999617,968,3171
2021-07-25,Nebula,122,0.2627239999999999,265,0
2021-07-25,PiconbelloGovernanceToken,3,2.0495355,1800,0
2021-07-25,Relay,2843,37.856642749999864,0,9154
2021-07-25,SEED,10,0.028195249999999998,26,4
2021-07-25,SportsToken,2,0.0039965,2,0
2021-07-25,System,42996,0.0,1,86633
2021-07-25,Tap02d,1,0.00249,2,2
2021-07-25,Tap04d,1,0.002925,3,3
2021-07-25,UP,18,0.10762725,187,0
2021-07-25,binance,133,0.1662500000000001,0,0
2021-07-25,bithumb,5,0.00625,0,0
2021-07-25,bittrex,3,0.00375,0,0
2021-07-25,bitvavo,15,0.01875,0,0
2021-07-25,circle_arb,46889,134.84627225005073,147,36
2021-07-25,coinex,3,0.00375,0,0
2021-07-25,funnel_1,10,0.0124999999999999,0,0
2021-07-25,governance,4026,12.035585000000134,1651,0
2021-07-25,iAM ,49,4.923453249999997,7797,7799
2021-07-25,kraken,15,0.01875,0,0
2021-07-25,peek,61,0.15151825000000002,13,0
2021-07-25,rev_share,2,0.00631125,16,0
2021-07-25,unkEx_c,5,0.00625,0,0
2021-07-25,unknown_hx,896,1.1200649999999994,0,0
2021-07-25,upbit,15,0.01875,0,0
2021-07-25,velic,2,0.0025,0,0
2021-07-26,3-min_tx_bot_in,481,0.6012499999999927,0,0
2021-07-26,ACT,44,0.08684,38,0
2021-07-26,Balanced,10747,85.98240324999963,29541,2371
2021-07-26,BazaarToken,64,0.157856,193,0
2021-07-26,CPS_Score,8,0.09297325,42,18
2021-07-26,CPS_TREASURY,10,0.021305,20,0
2021-07-26,Challenge,20,1.00453625,40,26
2021-07-26,Craft,5,0.0461569999999999,6,2
2021-07-26,CryptoDuel,127,3.183827999999997,82,59
2021-07-26,EPX,3,0.0129685,0,0
2021-07-26,Home Ground Pay,1,0.0019245,1,0
2021-07-26,ICON Ethereum,1,0.00657275,12,0
2021-07-26,ICONNetBet,8,0.0168607499999999,16,0
2021-07-26,ICONSafe,3,0.0425052499999999,6,9
2021-07-26,ICONbet,4463,36.77924024999997,14978,11226
2021-07-26,IWinToken,1201,2.3742102500000093,1209,0
2021-07-26,LambdaX,1661,3.526205000000066,3318,0
2021-07-26,Lossless Lottery,12,0.03368875,23,0
2021-07-26,Metanyx,840,1.7374082499999808,1038,0
2021-07-26,MyID,5698,18.778108249999576,1040,3281
2021-07-26,Nebula,263,0.5251042500000002,386,0
2021-07-26,PiconbelloGovernanceToken,4,2.06549875,1813,0
2021-07-26,Relay,2808,36.94009000000007,0,9252
2021-07-26,SEED,15,0.04805575,49,4
2021-07-26,SportsToken,2,0.0039965,2,0
2021-07-26,Stably_USD,1,0.00219925,3,0
2021-07-26,System,43091,0.0,0,86839
2021-07-26,UP,26,0.1397162499999999,230,0
2021-07-26,binance,262,0.3274999999999996,0,0
2021-07-26,bithumb,11,0.013750000000000002,0,0
2021-07-26,bittrex,2,0.0025,0,0
2021-07-26,bitvavo,21,0.02625,0,0
2021-07-26,"broof - we prove, verify and love you.",5,0.0095,0,0
2021-07-26,circle_arb,2064,6.770789999999844,433,108
2021-07-26,coinex,2,0.0025,0,0
2021-07-26,cryptocom,1,0.00125,0,0
2021-07-26,funnel_1,31,0.03875,0,0
2021-07-26,gov_voting,1,0.00223175,0,1
2021-07-26,governance,5166,40.80394499999748,2181,0
2021-07-26,huobi,6,0.0075,0,0
2021-07-26,iAM ,50,4.933303249999996,7807,7808
2021-07-26,iconguidestar,1,0.0015899999999999,0,0
2021-07-26,iconlondon,1,0.00157,0,0
2021-07-26,kraken,24,0.03,0,0
2021-07-26,peek,60,0.15336850000000002,14,0
2021-07-26,rev_share,2,0.006315,16,0
2021-07-26,spartan,1,0.001575,0,0
2021-07-26,unkEx_c,4,0.005,0,0
2021-07-26,unknown_cx,32,0.095982,0,0
2021-07-26,unknown_hx,2385,2.981584999999999,0,0
2021-07-26,upbit,74,0.0924999999999998,0,0
2021-07-26,velic,3,0.00375,0,0
2021-07-27,3-min_tx_bot_in,482,0.6024999999999927,0,0
2021-07-27,ACT,53,0.1042555,45,0
2021-07-27,Balanced,5739,42.52086024999997,16782,1429
2021-07-27,BazaarToken,8,0.022726,29,0
2021-07-27,CPS_Score,3,0.0100465,1,0
2021-07-27,Challenge,31,31.10899675,16,11
2021-07-27,CryptoDuel,66,1.7318515,44,32
2021-07-27,EPX,3,0.007386,0,0
2021-07-27,Home Ground Pay,4,0.007713,4,0
2021-07-27,ICONbet,5062,35.90219849999974,19638,11917
2021-07-27,ICX IOU Token,6,0.0133099999999999,9,0
2021-07-27,IWinToken,2,0.003974,2,0
2021-07-27,Lossless Lottery,5,0.012901,7,0
2021-07-27,Metanyx,828,1.6627824999999818,905,0
2021-07-27,MyID,5514,17.66932849999963,971,3113
2021-07-27,Nebula,559,1.1323599999999998,782,0
2021-07-27,PiconbelloGovernanceToken,3,2.07505875,1822,0
2021-07-27,Relay,2792,36.01275925,0,9275
2021-07-27,SEED,14,0.0355859999999999,27,4
2021-07-27,SportsToken,9,0.01805775,9,0
2021-07-27,System,42796,0.0,1,86225
2021-07-27,UP,10,0.0601564999999999,105,0
2021-07-27,binance,151,0.1887500000000001,0,0
2021-07-27,bithumb,11,0.01375,0,0
2021-07-27,bittrex,4,0.005,0,0
2021-07-27,bitvavo,15,0.01875,0,0
2021-07-27,"broof - we prove, verify and love you.",560,1.5243199999999797,0,0
2021-07-27,circle_arb,864,2.9479145000000204,241,60
2021-07-27,coinex,1,0.00125,0,0
2021-07-27,funnel_1,14,0.0174999999999999,0,0
2021-07-27,gov_voting,4,0.010062,0,4
2021-07-27,governance,3348,37.68278749999788,1421,0
2021-07-27,huobi,11,0.0137499999999999,0,0
2021-07-27,iAM ,46,4.940881749999998,7825,7830
2021-07-27,kraken,11,0.0137499999999999,0,0
2021-07-27,peek,56,0.1321875,10,0
2021-07-27,planp,1,0.00125,0,0
2021-07-27,rev_share,2,0.0062975,16,0
2021-07-27,unkEx_c,4,0.005,0,0
2021-07-27,unknown_cx,16,0.045775500000000004,0,0
2021-07-27,unknown_hx,1401,1.7519849999999992,0,0
2021-07-27,upbit,112,0.1399999999999998,0,0
2021-07-27,velic,2,0.0025,0,0
2021-07-28,3-min_tx_bot_in,479,0.5987499999999928,0,0
2021-07-28,ACT,53,0.10250375,49,0
2021-07-28,Balanced,5083,38.027252499999975,14950,1401
2021-07-28,BazaarToken,2,0.005135,7,0
2021-07-28,Challenge,14,0.37118325,36,22
2021-07-28,Craft,1,0.0151295,4,0
2021-07-28,CryptoDuel,5,0.04381,1,4
2021-07-28,EPX,3,0.007386,0,0
2021-07-28,Home Ground Pay,1,0.001927,1,0
2021-07-28,ICONNetBet,2,0.00421,4,0
2021-07-28,ICONPOOL,3,0.0073697499999999,6,0
2021-07-28,ICONbet,5432,59.01642875000002,22648,12498
2021-07-28,ICX IOU Token,2,0.0044395,3,0
2021-07-28,ICX_Card,1,0.0023285,1,0
2021-07-28,IWinToken,680,1.3442635000000105,684,0
2021-07-28,LambdaX,3,0.0067655,9,0
2021-07-28,Lossless Lottery,2,0.0042895,2,0
2021-07-28,Metanyx,830,1.671323249999981,918,0
2021-07-28,MyID,5467,18.57845449999965,986,3056
2021-07-28,Nebula,436,0.8955945,620,0
2021-07-28,PiconbelloGovernanceToken,3,2.096754,1841,0
2021-07-28,Relay,2870,35.699480999999864,0,9090
2021-07-28,SEED,11,0.029388249999999998,21,4
2021-07-28,Stably_USD,1,0.00219675,3,0
2021-07-28,System,43075,0.0,0,86743
2021-07-28,UP,22,0.1111342499999999,177,0
2021-07-28,binance,132,0.1650000000000001,0,0
2021-07-28,bithumb,10,0.0125,0,0
2021-07-28,bittrex,1,0.00125,0,0
2021-07-28,bitvavo,24,0.03,0,0
2021-07-28,circle_arb,40539,116.48285525004127,73,18
2021-07-28,coinex,3,0.00375,0,0
2021-07-28,funnel_1,19,0.02375,0,0
2021-07-28,gov_voting,3,0.012686,0,3
2021-07-28,governance,3212,21.18565249999999,1396,0
2021-07-28,huobi,7,0.00875,0,0
2021-07-28,iAM ,49,4.938688499999998,7819,7821
2021-07-28,kraken,10,0.0124999999999999,0,0
2021-07-28,latoken,1,0.00125,0,0
2021-07-28,peek,67,0.18328975,19,0
2021-07-28,rev_share,2,0.0062825,16,0
2021-07-28,unkEx_c,1,0.00125,0,0
2021-07-28,unknown_cx,22,44.811116999999996,1,0
2021-07-28,unknown_hx,1177,1.4722449999999994,0,0
2021-07-28,upbit,49,0.061249999999999805,0,0
2021-07-28,velic,50,0.0625,0,0
2021-07-29,3-min_tx_bot_in,483,0.6037499999999927,0,0
2021-07-29,ACT,55,0.108474,48,0
2021-07-29,Balanced,5694,41.40681224999995,17470,1795
2021-07-29,BazaarToken,6,0.01481025,18,0
2021-07-29,Challenge,16,0.38926,35,23
2021-07-29,Craft,2,0.02710175,1,1
2021-07-29,CryptoDuel,21,0.6419684999999999,48,46
2021-07-29,EPX,5,0.72251175,96,94
2021-07-29,Home Ground Pay,2,0.003854,2,0
2021-07-29,ICON Ethereum,1,0.00655675,12,0
2021-07-29,ICONNetBet,2,0.00421,4,0
2021-07-29,ICONbet,8754,64.58096024999794,34094,14802
2021-07-29,ICX_Card,49,0.1064764999999999,32,0
2021-07-29,IWinToken,677,1.33828725000001,681,0
2021-07-29,LambdaX,1,0.0022575,3,0
2021-07-29,Lossless Lottery,2,0.0052355,6,0
2021-07-29,Metanyx,830,1.6759172499999802,929,0
2021-07-29,MyID,5650,20.376704249999612,1127,3132
2021-07-29,Nebula,478,0.9631822500000005,662,0
2021-07-29,PiconbelloGovernanceToken,3,2.10368875,1847,0
2021-07-29,Relay,2883,29.405476000000053,0,9174
2021-07-29,SEED,18,0.0497024999999999,43,4
2021-07-29,System,43111,0.0,0,86879
2021-07-29,UP,11,0.0633715,107,0
2021-07-29,binance,233,0.29125,0,0
2021-07-29,bithumb,11,0.013750000000000002,0,0
2021-07-29,bittrex,2,0.0025,0,0
2021-07-29,bitvavo,20,0.025,0,0
2021-07-29,"broof - we prove, verify and love you.",147,0.3960240000000002,0,0
2021-07-29,circle_arb,835,2.830509000000021,216,54
2021-07-29,coinex,15,0.01875,0,0
2021-07-29,funnel_1,15,0.01875,0,0
2021-07-29,governance,3884,24.29416499999978,1589,0
2021-07-29,huobi,18,0.0225,0,0
2021-07-29,iAM ,45,4.924396999999999,7808,7813
2021-07-29,kraken,24,0.03,0,0
2021-07-29,peek,65,0.17627199999999998,18,0
2021-07-29,rev_share,2,0.006265,16,0
2021-07-29,unkEx_c,11,0.0137499999999999,0,0
2021-07-29,unknown_cx,30,0.0921705,0,0
2021-07-29,unknown_hx,1229,1.5375649999999992,0,0
2021-07-29,upbit,70,0.08750000000000001,0,0
2021-07-29,velic,1,0.00125,0,0
2021-07-30,3-min_tx_bot_in,481,0.6012499999999927,0,0
2021-07-30,ACT,18,0.0353484999999999,14,0
2021-07-30,Balanced,5390,93.02213125000002,16472,1657
2021-07-30,BazaarToken,49,0.1324,128,9
2021-07-30,CDT2,1,0.00295125,3,3
2021-07-30,Challenge,27,0.4981427499999999,29,21
2021-07-30,Craft,12,0.13848475,33,2
2021-07-30,CryptoDuel,12,0.228892,7,6
2021-07-30,EPX,5,0.014006000000000001,0,0
2021-07-30,Home Ground Pay,2,0.00386475,2,0
2021-07-30,ICONbet,10422,75.13945249999992,39761,19346
2021-07-30,ICX IOU Token,5,0.011275,8,0
2021-07-30,LambdaX,4,0.0088005,12,0
2021-07-30,Lossless Lottery,2,0.004369,2,0
2021-07-30,Metanyx,829,1.669313999999981,917,0
2021-07-30,MyID,5758,19.306317999999564,1103,3248
2021-07-30,Nebula,786,1.5619704999999984,795,0
2021-07-30,PiconbelloGovernanceToken,3,2.11617975,1858,0
2021-07-30,Relay,2853,24.171746250000034,0,9119
2021-07-30,SEED,13,0.0317364999999999,21,4
2021-07-30,SportsToken,2,0.0039664999999999,2,0
2021-07-30,Stably_USD,2,0.0043844999999999,6,0
2021-07-30,System,43084,0.0,0,86777
2021-07-30,UP,11,0.0553597499999999,85,0
2021-07-30,binance,136,0.1700000000000001,0,0
2021-07-30,bithumb,10,0.0124999999999999,0,0
2021-07-30,bittrex,1,0.00125,0,0
2021-07-30,bitvavo,13,0.0162499999999999,0,0
2021-07-30,"broof - we prove, verify and love you.",1,0.002722,0,0
2021-07-30,circle_arb,1979,6.552066749999864,444,111
2021-07-30,coinex,11,0.0137499999999999,0,0
2021-07-30,funnel_1,19,0.02375,0,0
2021-07-30,gov_voting,5,0.0113014999999999,0,5
2021-07-30,governance,4139,39.32283249999717,1719,0
2021-07-30,huobi,11,0.0137499999999999,0,0
2021-07-30,iAM ,49,4.933411249999999,7813,7814
2021-07-30,icondao,1,0.00125,0,0
2021-07-30,kraken,36,0.045,0,0
2021-07-30,peek,56,0.12861475,9,0
2021-07-30,rev_share,2,0.0062475,16,0
2021-07-30,unkEx_c,1,0.00125,0,0
2021-07-30,unknown_cx,23,0.065551,0,0
2021-07-30,unknown_hx,1283,1.6039499999999995,0,0
2021-07-30,upbit,51,0.06375,0,0
2021-07-30,velic,1,0.00125,0,0
2021-07-31,3-min_tx_bot_in,478,0.5974999999999928,0,0
2021-07-31,ACT,25,0.0494079999999999,22,0
2021-07-31,Balanced,5405,42.18192399999998,16867,1702
2021-07-31,BazaarToken,18,0.0474114999999999,72,0
2021-07-31,CPS_Score,1,0.00182175,1,0
2021-07-31,CPS_TREASURY,3,0.006453,6,0
2021-07-31,Challenge,29,0.8022949999999999,85,50
2021-07-31,CryptoDuel,2,0.01325975,1,1
2021-07-31,EPX,9,0.026018,1,0
2021-07-31,Home Ground Pay,7,0.0134954999999999,7,0
2021-07-31,ICONbet,11774,88.34245450000122,46589,17197
2021-07-31,ICX IOU Token,1,0.00201,1,0
2021-07-31,IWinToken,683,1.355071999999993,683,0
2021-07-31,Lossless Lottery,3,0.00712225,4,0
2021-07-31,Metanyx,195,0.4171232499999997,272,0
2021-07-31,MyID,6277,20.840718249999405,1306,3559
2021-07-31,Nebula,523,1.0621324999999997,689,0
2021-07-31,PiconbelloGovernanceToken,3,2.1264735,1867,0
2021-07-31,Relay,2877,24.077907250000045,0,8933
2021-07-31,SEED,14,0.0359655,27,4
2021-07-31,Stably_USD,1,0.00219925,3,0
2021-07-31,System,43060,0.0,0,86729
2021-07-31,UP,31,0.1519342499999999,236,0
2021-07-31,binance,182,0.22750000000000012,0,0
2021-07-31,bithumb,10,0.0125,0,0
2021-07-31,bittrex,2,0.0025,0,0
2021-07-31,bitvavo,23,0.02875,0,0
2021-07-31,"broof - we prove, verify and love you.",1,0.002722,0,0
2021-07-31,circle_arb,1748,5.818756249999945,409,102
2021-07-31,coinex,8,0.01,0,0
2021-07-31,funnel_1,22,0.0275,0,0
2021-07-31,gov_voting,2,0.00462975,0,2
2021-07-31,governance,4267,26.554457499999685,1782,0
2021-07-31,huobi,19,0.02375,0,0
2021-07-31,iAM ,55,5.805184499999997,11328,11327
2021-07-31,icondao,2,0.0025,0,0
2021-07-31,kraken,17,0.02125,0,0
2021-07-31,peek,68,0.1671185,14,0
2021-07-31,rev_share,2,0.00624,10,0
2021-07-31,unkEx_c,6,0.0075,0,0
2021-07-31,unknown_hx,1157,1.4463449999999995,0,0
2021-07-31,upbit,75,0.09375,0,0
2021-07-31,velic,2,0.0025,0,0
2021-08-01,3-min_tx_bot_in,480,0.5999999999999928,0,0
2021-08-01,ACT,19,0.0374734999999999,17,0
2021-08-01,Balanced,5963,70.48697924999999,18766,1949
2021-08-01,BazaarToken,9,0.0264662499999999,39,2
2021-08-01,Challenge,32,0.284879,9,5
2021-08-01,Craft,1,0.00185725,1,0
2021-08-01,CryptoDuel,20,0.6121695,14,8
2021-08-01,EPX,5,0.014006000000000001,0,0
2021-08-01,Home Ground Pay,3,0.0057785,3,0
2021-08-01,ICONSafe,12,0.4183102500000001,123,39
2021-08-01,ICONbet,5876,42.7592717499996,23146,11791
2021-08-01,IWinToken,3822,7.58266775000055,3842,0
2021-08-01,LambdaX,3,0.0065635,9,0
2021-08-01,Lossless Lottery,4,0.00978825,6,0
2021-08-01,Metanyx,835,1.6950419999999828,1004,0
2021-08-01,MyID,6280,20.6710364999994,1262,3613
2021-08-01,Nebula,399,0.7984407500000005,495,0
2021-08-01,PiconbelloGovernanceToken,7,2.1379132500000004,1875,0
2021-08-01,Relay,2861,24.13098075000009,0,9021
2021-08-01,SEED,9,0.02087825,10,5
2021-08-01,Somesing Exchange,1,0.00234675,1,0
2021-08-01,Stably_USD,3,0.00632675,7,0
2021-08-01,System,43069,0.0,0,86707
2021-08-01,UP,11,0.0684445,121,0
2021-08-01,binance,148,0.185,0,0
2021-08-01,bithumb,7,0.00875,0,0
2021-08-01,bittrex,3,0.00375,0,0
2021-08-01,bitvavo,15,0.01875,0,0
2021-08-01,circle_arb,1658,5.368684499999977,313,78
2021-08-01,coinex,12,0.0149999999999999,0,0
2021-08-01,funnel_1,20,0.025,0,0
2021-08-01,gov_voting,2,0.0043097499999999,0,2
2021-08-01,governance,4436,49.58349249999736,1835,0
2021-08-01,huobi,14,0.0174999999999999,0,0
2021-08-01,iAM ,54,3.821343000000001,5826,5818
2021-08-01,kraken,25,0.03125,0,0
2021-08-01,peek,64,0.16728649999999978,16,0
2021-08-01,rev_share,2,0.00624,8,0
2021-08-01,unkEx_c,7,0.00875,0,0
2021-08-01,unknown_hx,1262,1.5776849999999991,0,0
2021-08-01,upbit,100,0.125,0,0
2021-08-02,3-min_tx_bot_in,485,0.6062499999999926,0,0
2021-08-02,ACT,18,0.035536,16,0
2021-08-02,Balanced,7685,58.88446524999997,21856,1725
2021-08-02,BazaarToken,2,0.0052745,8,0
2021-08-02,CPS_Score,1,0.00216225,2,0
2021-08-02,CPS_TREASURY,2,0.004302,4,0
2021-08-02,Challenge,14,0.79854925,37,19
