to,Regular Tx,Fees burned,to_def,Internal Tx,Internal Event (excluding Tx),group
cx9df59cf2c7dc7ae2dbdec4a10b295212595f2378,47803,137.37482249999522,circle_arb_2,97,24,circle_arb
cx334beb9a6cde3bf1df045869447488e0de31df4c,44004,127.2615299999956,circle_arb_1,541,135,circle_arb
System,43013,0.0,System,1,86811,System
cx993810b4523ab6b1658925d8d6c234f286adbdba,6173,12.247147,IWinToken,6237,0,IWinToken
cx0000000000000000000000000000000000000000,3835,11.86371249999994,governance,1563,0,governance
cx9e3cadcc1a4be3323ea23371b84575abb32703ae,3406,6.505459999999659,MyID_1,0,3442,MyID
cx5d6e1482434085f30660efe30573304d629270e5,1959,14.049633249999923,"ICONbet 
Baccarat",7802,7160,ICONbet
cx05874afb081257373c89491d6dc63faefb428bb9,1912,5.4874399999998085,circle_arb_3,0,0,circle_arb
cx735704cf28098ea43cae2a8325c35a3e7f2a5d1c,1457,17.048798749999957,Relay_3,0,0,Relay
hx037c73025819e490e9a01a7e954f9b46d89b0245,1439,2.297604999999856,MyID_related,0,0,MyID
cx299d88908ab371d586c8dfe0ed42899a899e6e5b,1432,11.304664499999948,"ICONbet 
Levels",5929,1755,ICONbet
cx087b4164a87fdfb7b714f3bafe9dfb050fd6b132,1376,18.633323999999963,Relay_1,0,9062,Relay
cx10d59e8103ab44635190bd4139dbfd682fa2d07e,1355,3.231935249999963,Balanced Rewards,2308,120,Balanced
cxf61cd5a45dc9f91c15aa65831a30a90d59a09619,1147,5.70566699999996,Balance Token,2631,541,Balanced
cx694e8c9f1a05c8c3719f30d46b97697960e4289e,1107,9.985322249999895,MyID_2,1119,0,MyID
cx369a5f4ce4f4648dfc96ba0c8229be0693b4eca2,852,1.7051279999999969,Metanyx,950,0,Metanyx
cx203d9cd2a669be67177e997b8948ce2c35caffae,643,20.455388499999984,Balanced Dividends,4490,0,Balanced
cx88fd7df7ddff82f7cc735c871dc519838cb235bb,561,3.37804624999997,Balanced Dollar,1874,376,Balanced
cx2609b924e33ef00b648a409245c7ea394c467824,561,5.329133749999985,Staked ICX,1872,320,Balanced
cx38fd2687b202caf4bd1bda55223578f39dbb6561,559,3.016083999999983,"ICONbet 
Mini Roulette (new)",1698,1134,ICONbet
cxb0b6f777fba13d62961ad8ce11be7ef6c4b2bcc6,535,3.529913249999982,"ICONbet 
DAOdice (new)",2565,1804,ICONbet
