to,Fees burned,Regular Tx,to_def,Internal Tx,Internal Event (excluding Tx),group
System,0.0,43058,System,0,86709,System
cx0000000000000000000000000000000000000000,11.497565000000062,3881,governance,1641,0,governance
cx9e3cadcc1a4be3323ea23371b84575abb32703ae,6.518829999999634,3413,MyID_1,0,3457,MyID
cx299d88908ab371d586c8dfe0ed42899a899e6e5b,19.12415625000028,2112,"ICONbet 
Levels",8073,2373,ICONbet
cx38fd2687b202caf4bd1bda55223578f39dbb6561,11.746724749999805,2001,"ICONbet 
Mini Roulette (new)",7245,4176,ICONbet
cx5d6e1482434085f30660efe30573304d629270e5,12.639052499999977,1916,"ICONbet 
Baccarat",7701,7070,ICONbet
cx2ccc0c98ab5c2709cfc2c1512345baa99ea4106a,5.488972999999885,1442,Relay_2,0,0,Relay
hx037c73025819e490e9a01a7e954f9b46d89b0245,2.2891549999999974,1434,MyID_related,0,0,MyID
cx10d59e8103ab44635190bd4139dbfd682fa2d07e,3.1733587500000016,1409,Balanced Rewards,2478,125,Balanced
cx694e8c9f1a05c8c3719f30d46b97697960e4289e,12.376102249999807,1372,MyID_2,1376,0,MyID
cx087b4164a87fdfb7b714f3bafe9dfb050fd6b132,18.77054124999995,1353,Relay_1,0,9404,Relay
cx2609b924e33ef00b648a409245c7ea394c467824,15.26729175000001,1203,sICX:token,5092,551,Balanced
cxf61cd5a45dc9f91c15aa65831a30a90d59a09619,5.241974499999993,1131,Balance Token,2269,434,Balanced
cxb0b6f777fba13d62961ad8ce11be7ef6c4b2bcc6,6.31659724999999,1086,"ICONbet 
DAOdice (new)",3894,3308,ICONbet
cx334beb9a6cde3bf1df045869447488e0de31df4c,3.8391077500000437,777,circle_arb_1,817,204,circle_arb
cx203d9cd2a669be67177e997b8948ce2c35caffae,15.480569250000004,738,Balanced Dividends,5822,0,Balanced
cxcb455f26a2c01c686fa7f30e1e3661642dd53c0d,21.401445750000004,707,Omm Lending Pool,5245,0,Omm
cx88fd7df7ddff82f7cc735c871dc519838cb235bb,4.4211332500000005,669,Balanced Dollar,2194,442,Balanced
cx369a5f4ce4f4648dfc96ba0c8229be0693b4eca2,1.3142962499999866,650,Metanyx,731,0,Metanyx
hxb2c7d7d2a4995d53e6215f477d8ed163a8b9e7e6,0.72749999999999,582,unknown_hx,0,0,unknown_hx
cx66d4d90f5f113eba575bf793570135f9b10cece1,3.5026365,552,Balanced Loans,2235,246,Balanced
cxa0af3165c08318e988cb30993b3048335b94af6c,1.8727792500000024,521,Balanced DEX,1654,0,Balanced
cx57d7acf8b5114b787ecdd99ca460c2272e4d9135,0.9962295000000023,504,NebulaPlanetToken,558,0,Nebula
hx8732829fbd1597fe57a8bbbe4644a861cc9af3a0,0.6212499999999923,497,unknown_hx,0,0,unknown_hx
hx11de4e28be4845de3ea392fd8d758655bf766ca7,0.6037499999999927,483,3-min_tx_bot_in,0,0,3-min_tx_bot_in
cxd47f7d943ad76a0403210501dab03d4daf1f6864,2.8859282500000027,442,"ICONbet 
Blackjack",592,1108,ICONbet
cx82c8c091b41413423579445032281bca5ac14fc0,4.510232999999993,442,CraftMultiToken,426,317,Craft
hx59aa717bc8a1d10a58c474003c97412dd055ed8b,0.5062499999999948,405,unknown_hx,0,0,unknown_hx
cx9fda786d3e7965ed9dc01321c85026653d6a5ff4,2.921410750000009,369,"ICONbet 
Jungle Jackpot",1012,738,ICONbet
cx9c4698411c6d9a780f605685153431dcda04609f,3.7041402500000027,272,Auction,839,0,Auction
hxc4193cda4a75526bf50896ec242d6713bb6b02a3,0.31624999999999875,253,binance_hot,0,0,binance
cxaf244cf3c7164fe6f996f398a9d99c4d4a85cf15,1.8991915000000017,236,Airdrip Distribution,466,0,Balanced
cxbb2871f468a3008f80b08fdde5b8b951583acf06,2.7444057499999994,212,Stably_USD,1408,0,Stably_USD
hx622c497166dbff32eb8e46161fd7bd6b1c77ef43,0.23625000000000018,189,unknown_hx,0,0,unknown_hx
cx43e2eec79eb76293c298f2b17aec06097be606e0,0.8293124999999999,163,Staked ICX Manager,490,0,Balanced
hx03586324e44bfc539c4c937afa5d935a11d55219,0.20125000000000015,161,unknown_hx,0,0,unknown_hx
cxba62bb61baf8dd8b6a04633fe33806547785a00c,3.6821854999999912,132,MyID_3,132,0,MyID
hxfdb57e23c32f9273639d6dda45068d85ee43fe08,0.1312500000000001,105,upbit_hot2,0,0,upbit
cxae3034235540b924dfcc1b45836c293dcc82bfb7,1.1695695000000004,86,ICON USD Coin,593,1,ICON USD Coin
cx943cf4a4e4e281d82b15ae0564bbdcbf8114b3ec,0.15383474999999996,76,NebulaSpaceshipToken,105,0,Nebula
cx4bfc45b11cf276bb58b3669076d99bc6b3e4e3b8,0.15520800000000007,73,NebulaTokenClaiming,82,0,Nebula
cx03c76787861eec166b25e744e52a82af963670eb,0.3718329999999999,67,"ICONbet 
Plinko",248,67,ICONbet
hx0a11776292280ae72e62926fb211a6666f398555,0.07375000000000004,59,unknown_hx,0,0,unknown_hx
cxc0b5b52c9f8b4251a47e91dda3bd61e5512cd782,0.19502175000000008,53,TapToken,251,0,ICONbet
cx9df59cf2c7dc7ae2dbdec4a10b295212595f2378,0.4075099999999997,43,circle_arb_2,144,36,circle_arb
cxedc23d58aec29d37a9b8f36ae0901f90726479fe,0.12686725000000001,41,WinibleCuvee0,112,251,WinibleCuvee0
cx44250a12074799e26fdeee75648ae47e2cc84219,0.16821174999999994,41,Balanced Governance,31,0,Balanced
cx14002628a4599380f391f708843044bc93dce27d,3.6684870000000003,36,iAM Div,5656,5663,iAM 
hx6eaa8ca51f36fc7c749134804a5066fef7087537,0.04250000000000002,34,unknown_hx,0,0,unknown_hx
hxdccc15fb9302583a7c3dedeed1e0ab63d4130a90,0.03500000000000001,28,unknown_hx,0,0,unknown_hx
hx2f5230ef71564754724fd032c2ab7ac268f76762,0.03500000000000001,28,unknown_hx,0,0,unknown_hx
cxa89982990826b66d86ef31275e93275dfddabfde,0.04643999999999999,27,peek_2,0,0,peek
hx68646780e14ee9097085f7280ab137c3633b4b5f,0.03375000000000001,27,kraken_hot,0,0,kraken
cx9f4ab72f854d3ccdc59aa6f2c3e2215dd62e879f,0.11347325,27,CPS_Score,64,14,CPS_Score
cxcc711062b732ed14954008da8a5b5193b4d48618,0.04127999999999999,24,peek_1,0,0,peek
cx334db6519871cb2bfd154cec0905ced4ea142de1,0.08477300000000002,24,unknown_cx,0,0,unknown_cx
hx387f3016ee2e5fb95f2feb5ba36b0578d5a4b8cf,0.028750000000000008,23,"binance
sweeper_21",0,0,binance
hx133323c2e990994816b548a9e7eb080a5eac8031,0.028750000000000008,23,unknown_hx,0,0,unknown_hx
hx294c5d0699615fc8d92abfe464a2601612d11bf7,0.028750000000000008,23,funnel_1,0,0,funnel_1
hxa390d24fdcba68515b492ffc553192802706a121,0.026250000000000006,21,bitvavo_hot,0,0,bitvavo
hxa527f96d8b988a31083167f368105fc0f2ab1143,0.025000000000000005,20,binance_us,0,0,binance
hxd9fb974459fe46eb9d5a7c438f17ae6e75c0f2d1,0.022500000000000003,18,huobi,0,0,huobi
cx210ded1e8e109a93c89e9e5a5d0dcbc48ef90394,0.14010975,15,unknown_cx,5,0,iAM 
cxcb0607db5ac8f931024542e567023ade38c5fbe7,0.038354250000000006,14,BazaarToken,47,2,BazaarToken
hx3881f2ba4e3265a11cf61dd68a571083c7c7e6a5,0.016249999999999997,13,coinex,0,0,coinex
hx26c940591bb0b7392f54eaaef12f96a2a0ddb56f,0.016249999999999997,13,unknown_hx,0,0,unknown_hx
hx6d14b2b77a9e73c5d5804d43c7e3c3416648ae3d,0.016249999999999997,13,bithumb_3,0,0,bithumb
cx26b5b9990e78c6afe4f9d30776a43b1c19f7d85a,0.08197099999999999,13,"ICONbet 
Sic Bo",28,40,ICONbet
cx0eb215b6303142e37c0c9123abd1377feb423f0e,0.748847,12,unknown_cx,24,12,Bridge
cx0cf826b9756e5a69f1f83a7717a2f2d815694031,0.05279324999999999,12,uTAP,78,0,UP
cxa82aa03dae9ca03e3537a8a1e2f045bcae86fd3f,0.5808692499999999,12,unknown_cx,8,16,Bridge
hxb0570b66436d7dc90eec6999158662a0610a86ed,0.013749999999999998,11,unknown_hx,0,0,unknown_hx
cx718eb47bcf1da56a32afa53ad128844adcfc8211,0.020804999999999997,10,OMM Worker Token,10,0,Omm
cxd965531d1cce5daad1d1d3ee1efb39ce68f442fc,0.02152125,10,CPS_TREASURY,20,0,CPS_TREASURY
hx3055a3e8dbce10e31b4a096a882b7982a8148508,0.012499999999999999,10,unknown_hx,0,0,unknown_hx
hxd79f2abb8ebd015a7d00e1cca035fdff47f582e2,0.01125,9,unknown_hx,0,0,unknown_hx
cxcaef4255ec5cb784594655fa5ff62ce09a4f8dfa,0.047657250000000005,9,peek_3,9,0,peek
hxc0bac39424e91ab139b79461df2163d07feec1da,0.01125,9,unknown_hx,0,0,unknown_hx
hx150af8a59375f3ce875b44275eb8049eb5b3de9e,0.01125,9,unknown_hx,0,0,unknown_hx
hx475eea3921a868c5d108599f4c77d06a5ab21eae,0.01,8,unknown_hx,0,0,unknown_hx
hxc20e598dbc78c2bfe149d3deddabe77a72412c92,0.01,8,"binance
sweeper_08",0,0,binance
hx58b2592941f61f97c7a8bed9f84c543f12099239,0.00875,7,"binance
sweeper_02",0,0,binance
