IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
FRMD,25374.76237011736,1074,,
sICX,1200976.602336725,709,,
bnUSD,106194.27741011037,491,,
GBET,120146.21954899057,369,,
BALN,711955.6870778446,246,,
$unknown,18874.06319316273,149,,
CODE,665131.9369797833,145,,
CFT,209951.78295940402,138,,
FIN,12141.104020998599,126,,
OMM,899814.5004607253,100,,
IUSDC,516.616725,30,,
CROWN,87391.34813832463,21,,
USDS,22.434371417580962,16,,
ETH,2.7157476298621908,16,,
BTCB,0.08402816728548604,13,,
NPT,1134.9,11,,
BUSD,8957.569453846738,9,,
VOID,3131.5143923558376,9,,
oICX,119921.04082507298,6,,
METX,552938.1585100844,5,,
UP,0.11637877118298558,3,,
XCROWN,966.2006555642345,3,,
finMICX,20297.53028162611,3,,
dbnUSD,1910.3379442283526,2,,
obnUSD,170.9938564710871,2,,
TAP,13913.2035238631,2,,
IDOGE,4160.0,1,,
FinICX,1991.5058034038702,1,,
