IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
FRMD,835.0,17280.229977943374,34322.516381681315,1737.0,0.026146494106456298,897.4134722923802
sICX,12007.0,1298882.8860531296,2442894.4126580185,892.0,0.33239550062056505,812007.1112586433
bnUSD,9774.0,1316969.7123328273,175830.90033598576,870.0,0.9821185509275223,172686.78904625992
GBET,2796.0,14074.222721256865,206881.45077097783,281.0,0.005762352808158188,1192.123908805984
BALN,16360.0,662488.8802091938,280791.1985126,253.0,0.1254802018837596,35233.73627654387
CFT,19019.0,101561.48228711703,4223109.90782659,207.0,0.008949754867500069,37795.7984535588
$unknown,,,5598.42293743337,166.0,,
OMM,13881.0,98034.4368054989,2640791.59396407,144.0,0.003990840562498585,10538.978210297104
IUSDC,5576.0,145952.74236831334,13990.142809,133.0,0.9721901492079378,13601.079024922068
CODE,221.0,27.487759522262795,635421.6375864046,129.0,2.309500584997623e-05,14.675066437259488
USDS,5421.0,50512.58789284782,23292.883387769933,116.0,0.9713961919934582,22626.618223427395
FIN,2250.0,18808.808536023407,10264.626320996902,102.0,0.09155166520418362,939.7436323859594
CROWN,1122.0,17205.269581732166,815775.0667368913,54.0,0.006991563944017101,5703.543543025793
BTCB,117.0,123511.15956403616,0.05210179542490879,52.0,26878.968501496383,1400.4425180975318
oICX,12007.0,1298882.8860531296,100844.00456495445,40.0,0.33239550062056505,33520.09338195058
BUSD,52.0,62.445902861492215,37616.161726278166,16.0,0.9818772274193542,36934.45258195604
ETH,99.0,44645.37107453802,1.1323434471181777,14.0,1823.8586746974922,2065.2344187633494
dUSDS,5421.0,50512.58789284782,3486.470466455408,12.0,0.9713961919934582,3386.744134612439
dIUSDC,5576.0,145952.74236831334,1510.996093,10.0,0.9721901492079378,1468.975517106281
oUSDS,5421.0,50512.58789284782,3896.477719960438,10.0,0.9713961919934582,3785.023619356922
IUSDT,3478.0,15856.131126046737,174.996872,10.0,0.9777851528230153,171.10934323206965
XCROWN,1122.0,17205.269581732166,6303.931381740831,8.0,0.006991563944017101,44.074339354137095
oIUSDC,5576.0,145952.74236831334,377.528732,6.0,0.9721901492079378,367.02971429336355
VOID,148.0,875.0019172281928,14977.638157326212,6.0,0.011559982741078577,173.14123860081094
dICX,12007.0,1298882.8860531296,2840.447027105765,6.0,0.33239550062056505,944.1518115610164
METX,11414.0,1226.2159402386915,155843.8427301252,6.0,6.709662756256853e-05,10.456596273582715
oOMM,13881.0,98034.4368054989,120.64009757916043,4.0,0.003990840562498585,0.4814553948827008
obnUSD,9774.0,1316969.7123328273,225.8812479925506,4.0,0.9821185509275223,221.84216396014412
finMICX,12007.0,1298882.8860531296,9410.08582887625,3.0,0.33239550062056505,3127.870189971806
CLAW,532.0,1463.2555650884062,750000.0,3.0,4.1973936531810625e-05,31.48045239885797
dbnUSD,9774.0,1316969.7123328273,103.60572267880022,2.0,0.9821185509275223,101.75310222510201
NPT,464.0,1.0135421477232824,0.0,2.0,0.00019561185362037303,0.0
UP,,,0.03005202717974966,1.0,0.8265434112573761,0.02483930506034967
TAP,9230.0,10.813593382270087,10000.0,1.0,0.0005076667043042187,5.076667043042187
ICX,,,,,0.281425326,
