to,Fees burned,Regular Tx,to_def,Internal Tx,Internal Event (excluding Tx),group
0,0.0,301760,System,39,301767,System
cx0000000000000000000000000000000000000000,20.89573749999972,11738,governance,4618,0,governance
cxf14dea1cff7ceb29a46e6d04533a08f84441e41d,20.38872248749999,4594,Blobble Stake Token,4774,0,Blobble
cxf2ca3b655a782f39227934d37ff3b77f9b1ebcf9,16.171739837499988,3968,unknown_cx,0,0,Blobble
cx2aa9b28a657e3121b75d3d4fe65e569398645d56,75.84493828749991,3454,FRAMD Token,4409,282,FRAMD
cxca5faa5a71d986a2e84dd7e6f5ff791d29901ebe,8.692908162499998,2159,Relay_4,0,0,Relay
cx5a0af85407c69945eb318d4ac18e9e842184163c,43.29063501249998,951,GangWar Simulation,2965,521,GangstaBet
cx88fd7df7ddff82f7cc735c871dc519838cb235bb,170.48611409999998,740,bnUSD,6211,258,bnUSD
cxba62bb61baf8dd8b6a04633fe33806547785a00c,20.885884749999995,676,MyID_3,654,0,MyID
hxb568381d35d3e7a6383200e8a0d30310af20b929,0.81375,651,Swyftx,0,0,Swyftx
cx9c4698411c6d9a780f605685153431dcda04609f,6.642335199999991,569,Auction,2155,0,Craft
cx66d4d90f5f113eba575bf793570135f9b10cece1,22.89508008749999,392,balanced_loans,1091,66,Balanced
cx2609b924e33ef00b648a409245c7ea394c467824,56.93751113749999,384,balanced_sicx,1841,39,Balanced
cx694e8c9f1a05c8c3719f30d46b97697960e4289e,3.3108148124999865,351,MyID_2,351,0,MyID
cx14002628a4599380f391f708843044bc93dce27d,161.3611139125,329,iAM Div,30965,30986,iAM 
cx7ecb16e4c143b95e01d05933c17cb986cfe618e6,33.065021599999994,323,CraftRewards,1425,40,Craft
cxd17316e24ee40f2ef8ed6f3a497311db1b35206d,5.142276487499995,291,GangstaVerse LootBox,1482,0,GangstaBet
cx2dc662031f3d62bcdba4f63e9bf827767c847565,18.171240474999994,287,SkillScore,2198,2288,SkillScore
cx28b2ec885b50c8a93da752f2d0467a67127a70e8,26.545675012499995,278,CROWN,2392,149,GangstaBet
cx3544db864fbea10bccbf907bdc47647ea4ba38db,102.5286495625,239,WADDLE,2452,784,WADDLE
