IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
sICX,954080.4788825385,1928.0,0.3211966290142835,306447.43362540466
bnUSD,266669.1992264356,1441.0,0.9979859365627661,266132.11054243724
GBET,178508.0297579006,1114.0,0.013049893353085394,2329.510751009997
FRMD,23803.284124290618,1052.0,0.024567853469216753,584.7955964517054
METX,208954.6934929505,750.0,0.000118234102246722,24.705570595377964
BALN,146393.68192257662,550.0,0.18180927323146434,26615.728916021817
OMM,963441.7252330058,461.0,0.017834158429440403,17182.172365338814
$unknown,35736.9308277329,334.0,,
CROWN,1781787.1832297163,321.0,,
FIN,16191.345318910951,277.0,0.2861648912235857,4633.394571949666
CODE,942761.5299495627,182.0,,
CFT,263212.9616996159,158.0,0.007171153218658573,1887.540477484856
USDS,2693.0164596817926,138.0,0.998031565828675,2687.7154340586144
IUSDC,9139.659039,130.0,1.0022893800477612,9160.583192047228
NPT,0.0,89.0,,
XCROWN,477013.66824982513,69.0,,
TAP,1561977.2174222444,43.0,0.0009973225516442502,1557.7951040897385
VOID,13065.581651711967,41.0,,
oICX,51258.91214268644,40.0,0.3211966290142835,16464.189787170206
UP,3.439974717478389,37.0,0.8455000925632372,2.9084989420431735
IUSDT,1598.260425,35.0,0.9990909761596442,1596.8075681705777
CLAW,5074694.93433757,27.0,,
IAM,4434.788059979811,17.0,0.017945459147159948,79.58430795668042
dICX,24186.35578769162,12.0,0.3211966290142835,7768.575947146654
obnUSD,7400.081923577333,11.0,0.9979859365627661,7385.177689142521
oOMM,20583.96,9.0,0.017834158429440403,367.09760374526405
oUSDS,352.23184457108863,7.0,0.998031565828675,351.5384993720061
oIUSDC,607.898393,6.0,1.0022893800477612,609.2901034520004
finOMM,0.09682162324233708,4.0,0.017834158429440403,0.0017267321682994286
NOTMIRAI,853.3050992000001,3.0,0.017834158429440403,15.217978327782161
IDOGE,3500.0,3.0,,
dbnUSD,2779.9310710636946,3.0,0.9979859365627661,2774.332113535435
finICX,2313.240373474389,2.0,0.3211966290142835,743.0050100597158
dIUSDC,1427.190609,2.0,1.0022893800477612,1430.4579907045968
uTAP,327.3542190758764,2.0,0.0009973225516442502,0.32647774506026395
finIUSDC,596.306101,1.0,0.2861648912235857,170.6418705286255
FinICX,4.0421811640205325,1.0,0.2861648912235857,1.1567303331079626
ICX,,,0.2846,
