IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
FRMD,904.0,11733.19774517762,45456.667985159795,1129.0,0.012636075053903982,574.3938683608735
BST,306.0,3.7437955541029284,772.3265816785089,675.0,1.076637891773514,831.5160626589944
$unknown,,,8741.64791313412,493.0,,
bnUSD,9894.0,712714.0649767398,12499.16577217494,460.0,0.9816819761301621,12270.205755207178
sICX,12102.0,705128.056433069,266606.7705200041,404.0,0.20330261454776194,54201.85350285201
CROWN,1215.0,14312.929521496835,72299.39362085571,311.0,0.004578342474816031,331.01138471780695
GBET,2878.0,10258.239384491555,156094.50180925115,282.0,0.004424344912717722,690.6159149829675
CFT,19217.0,42045.09156278979,3646538.975366403,145.0,0.0034346694638178964,12524.656067312784
CODE,247.0,16.24748381060615,563104.8184468878,130.0,1.0890024007421084e-05,6.132224991581099
BALN,16398.0,216692.33264344223,11405.705527686014,104.0,0.06671965548809207,760.9847434058382
FIN,2262.0,15244.675768472776,2094.696646609135,66.0,0.08382417259577195,175.58621324114884
OMM,13894.0,14896.228180887614,258569.7414481098,59.0,0.002224393502542897,575.1608528313723
IUSDC,5589.0,41146.43332925367,74.729766,45.0,1.0264852342145347,76.70900135530738
USDS,5437.0,2678.3780518111503,331.3910340121802,30.0,0.1879752696777623,62.29331898723208
VOID,157.0,353.538586347347,6267.178914071048,15.0,0.006073830752036121,38.065784016797075
BTCB,151.0,14602.481014174016,0.001436700825893633,10.0,27735.954197545794,39.84826830256202
XCROWN,1215.0,14312.929521496835,7685.305612428801,8.0,0.004578342474816031,35.185961117324815
finMICX,12102.0,705128.056433069,13985.766466861938,7.0,0.20330261454776194,2843.342889167447
LDX,13797.0,0.9799137330510573,167.98994406616623,6.0,4.917962148897505e-06,0.0008261681863128145
oIUSDC,5589.0,41146.43332925367,6.1538330000000006,4.0,1.0264852342145347,6.316818708322134
oUSDS,5437.0,2678.3780518111503,3.157476604660575,4.0,0.1879752696777623,0.5935275162622968
IDOGE,1757.0,48.14771621305049,20181.591397419994,3.0,1.137936724097622e-07,0.0022965374001856858
NOTMIRAI,464.0,0.9867235715673024,117.76113330678524,2.0,0.00019103877770453799,0.02249694296802941
IAM,4063.0,7.933029996176211,3.9656141451779012,2.0,0.010229540866127177,0.04056641195738933
ETH,127.0,5075.508992977665,0.005833679381782228,2.0,1734.644313078562,10.119358763932203
TAP,9233.0,6.378529144586686,45.758914442393674,2.0,0.000287800620668703,0.013169443977646978
NPT,464.0,0.9867235715673024,0.0,2.0,0.00019103877770453799,0.0
ICX,,,,,0.1683,
