to,Regular Tx,Fees burned,to_def,Internal Tx,Internal Event (excluding Tx),group
0,302014,0.0,System,35,302021,System
cx0000000000000000000000000000000000000000,13967,91.74382599999952,governance,5244,0,governance
cx9e3cadcc1a4be3323ea23371b84575abb32703ae,5428,11.14945125,MyID_1,0,5428,MyID
cx2aa9b28a657e3121b75d3d4fe65e569398645d56,3413,103.11317858749997,FRAMD Token,5608,604,FRAMD
hx11de4e28be4845de3ea392fd8d758655bf766ca7,3360,4.2,3-min_tx_bot_in,0,0,3-min_tx_bot_in
cx694e8c9f1a05c8c3719f30d46b97697960e4289e,2392,22.476161499999982,MyID_2,2392,0,MyID
cxe5c2c460364acc5f8c1d5ca925930043d8d9c9dd,2340,10.944754699999931,GangstaBet Crown,2433,0,GangstaBet
cxca5faa5a71d986a2e84dd7e6f5ff791d29901ebe,2153,8.677121224999999,Relay_4,0,0,Relay
cx88fd7df7ddff82f7cc735c871dc519838cb235bb,1686,364.78031458749996,bnUSD,11396,157,bnUSD
cx69bcdf1753472c1444188ec3f5188657e30c8322,1046,2.988599812499966,"broof - we prove, verify and love you.",0,0,"broof - we prove, verify and love you."
cx2609b924e33ef00b648a409245c7ea394c467824,690,102.39148544999998,balanced_sicx,4073,67,Balanced
cx7ecb16e4c143b95e01d05933c17cb986cfe618e6,609,91.62537549999998,CraftRewards,4800,36,Craft
hxb568381d35d3e7a6383200e8a0d30310af20b929,577,0.7212500000000001,binance_hot,0,0,binance
cxba62bb61baf8dd8b6a04633fe33806547785a00c,501,15.505986374999996,MyID_3,498,0,MyID
cx66d4d90f5f113eba575bf793570135f9b10cece1,487,32.93031068749999,balanced_loans,1547,157,Balanced
hx49b1556654e51f52d59a8222b4737ee7dccc6d1b,479,0.59875,upbit_cold_02,0,0,upbit
cx9c4698411c6d9a780f605685153431dcda04609f,458,4.072598999999977,Auction,1703,1,Craft
cxa0af3165c08318e988cb30993b3048335b94af6c,435,20.283149237499988,balanced_dex,1516,0,Balanced
cxcb455f26a2c01c686fa7f30e1e3661642dd53c0d,399,107.93659679999999,omm_lending,8791,0,Omm
cx2e6d0fc0eca04965d06038c8406093337f085fcf,358,47.913637149999985,Craft,2047,51,Craft
cxd17316e24ee40f2ef8ed6f3a497311db1b35206d,306,4.48626443749999,GangstaVerse LootBox,1320,0,GangstaBet
cx2dc662031f3d62bcdba4f63e9bf827767c847565,305,4.534011874999992,GangstaBet Skill,2023,2104,GangstaBet
cxbb2871f468a3008f80b08fdde5b8b951583acf06,303,47.46376052499999,Stably_USD,1493,5,Stably_USD
cx14002628a4599380f391f708843044bc93dce27d,294,158.5739694875,iAM Div,36444,36549,iAM 
cx10d59e8103ab44635190bd4139dbfd682fa2d07e,290,13.07508231249999,balanced_rewards,898,0,Balanced
cxf61cd5a45dc9f91c15aa65831a30a90d59a09619,281,40.81886762499999,balanced_baln,1598,143,Balanced
cx21e94c08c03daee80c25d8ee3ea22a20786ec231,272,65.13468739999999,Balanced Router,2908,126,Balanced
cxae3034235540b924dfcc1b45836c293dcc82bfb7,245,40.68366231249999,ICON USD Coin,1565,6,ICON USD Coin
cxaa99a164586883eed0322d62a31946dfa9491fa6,243,24.065533924999993,optimus_rewards,776,14,Optimus
cx1a29259a59f463a67bb2ef84398b30ca56b5830a,223,47.34448133749999,omm_token,1823,91,Omm
cx203d9cd2a669be67177e997b8948ce2c35caffae,218,42.766451124999996,balanced_dividends,2679,74,Balanced
cx30f18d26f45d990112a4cd4825c0b79af73aac7c,176,70.5461050375,Yetis,6357,6302,FRAMD
cx85954d0dae92b63bf5cba03a59ca4ffe687bad0a,171,1.1633198249999972,NebulaMultiToken,229,0,Nebula
cxcc711062b732ed14954008da8a5b5193b4d48618,166,0.3070999999999834,peek_1,0,0,peek
cxe971c0a92c58db502e4a224efc6ba311eb1c173d,154,69.91954622499999,Inanis Treasury,524,42,Inanis
cx6139a27c15f1653471ffba0b4b88dc15de7e3267,129,22.410694162499993,gangstabet_token,1284,40,GangstaBet
hxbb984f278abd66ae2155edbd91f8c87ce98411c8,108,0.135,kucoin,0,0,kucoin
cx7b1843b7ef5368a080ccf59c0a9d1bdec474f9f6,100,4.527379449999998,optimus_dividends,934,0,Optimus
cx28b2ec885b50c8a93da752f2d0467a67127a70e8,100,7.089400899999998,CROWN,550,4,GangstaBet
cx785d504f44b5d2c8dac04c5a1ecd75f18ee57d16,93,9.475977824999996,Finance Token,394,6,Optimus
cx5b5a03cb525a1845d0af3a872d525b18a810acb0,92,5.020292912499997,btp-0x38.bsc-BTCB,452,5,BTP
hxba44340c3418f502904edeab57d5ddbf0f5bf986,89,0.11125,unknown_hx,0,0,unknown_hx
cx28497aef34ec44ad2be9249daddfbe34b54f309a,88,1.127873949999996,Balanced Bribe,88,0,Balanced
cx015c7f8884d43519aa2bcf634140bd7328730cb6,86,5.089177274999996,Omm Staked Lp,310,0,Omm
cx334db6519871cb2bfd154cec0905ced4ea142de1,86,0.299142874999997,unknown_cx,0,0,unknown_cx
hx58c8c447e4e9fbcfea8af878260940b83ca9f4cc,80,0.1,unknown_hx,0,0,unknown_hx
hxe6880eeabe7763e97e20ef32cb724999fdbecbbd,78,0.0975,unknown_hx,0,0,unknown_hx
hxa390d24fdcba68515b492ffc553192802706a121,76,0.095,bitvavo_hot,0,0,bitvavo
cx288d13e1b63563459a2ac6179f237711f6851cb5,72,7.193322162499998,btp-0x38.bsc-ETH,552,8,BTP
hxa50bf4030f56dfd12d9c1e2499ff47a468640194,70,0.08750000000000001,unknown_hx,0,0,unknown_hx
hxe86aa705ea8399fba25ff242d674bbf6a39e9d5f,68,0.085,unknown_hx,0,0,unknown_hx
cx8683d50b9f53275081e13b64fba9d6a56b7c575d,67,0.2379751249999963,gangstabet_trade,65,0,GangstaBet
hx133323c2e990994816b548a9e7eb080a5eac8031,60,0.075,unknown_hx,0,0,unknown_hx
cx8dc674ce709c518bf1a6058a2722a59f94b6fb7f,54,2.129546649999999,Balanced StakedLP,162,0,Balanced
hx68646780e14ee9097085f7280ab137c3633b4b5f,53,0.06625,kraken_hot,0,0,kraken
cx43e2eec79eb76293c298f2b17aec06097be606e0,52,1.443694149999999,balanced_staking,142,1,Balanced
cxc2f3ea1c84cac895b3ab05681705d472002bfb1f,51,19.195194262499996,Mojos,7,0,Mojos
hx6b91c8dea3114de74ecfa85908b875778c2b599c,50,0.0625,bybit,0,0,bybit
cx44250a12074799e26fdeee75648ae47e2cc84219,48,22.092736612499998,balanced_governance,27,0,Balanced
