to,Regular Tx,Fees burned,to_def,Internal Tx,Internal Event (excluding Tx),group
0,301265,0.0,System,18,301272,System
cx0000000000000000000000000000000000000000,7850,13.808354999999754,governance,5342,0,governance
cxb2f67b60ef68f8f239d247e1f23412c0685d4b9b,4331,29.005818524999885,unknown_cx,0,1726,unknown_cx
cx88fd7df7ddff82f7cc735c871dc519838cb235bb,4112,382.8127460874999,bnUSD,23600,322,bnUSD
cxca5faa5a71d986a2e84dd7e6f5ff791d29901ebe,2422,12.340490137499994,Relay_4,0,0,Relay
cx02da5d1c7f21d9d13534b326fa9a5b7234838221,2016,96.23315833749993,ICON Pyth verifier,0,0,ICON Pyth verifier
cxf14dea1cff7ceb29a46e6d04533a08f84441e41d,1547,7.279356999999988,Blobble Stake Token,1503,3,Blobble
cxa0af3165c08318e988cb30993b3048335b94af6c,1276,52.024731849999974,balanced_dex,1869,2604,Balanced
cx2609b924e33ef00b648a409245c7ea394c467824,1178,106.83762977499997,sICX,5605,198,sICX
cx21e94c08c03daee80c25d8ee3ea22a20786ec231,819,181.6785348625,balanced_router,9594,772,Balanced
cx66d4d90f5f113eba575bf793570135f9b10cece1,806,76.31539797499997,balanced_loans,2240,1162,Balanced
cx5a0af85407c69945eb318d4ac18e9e842184163c,764,55.32150367499998,GangWar Simulation,2611,625,GangstaBet
cxd82fb5d3effecd8c9071a4bba3856ad7222c4b91,586,23.52455543749997,Balanced Savings,1044,7,Balanced
cxf2ca3b655a782f39227934d37ff3b77f9b1ebcf9,583,2.383813337499975,Blobble,0,0,Blobble
hxb568381d35d3e7a6383200e8a0d30310af20b929,471,0.58875,binance_hot,0,0,binance
cx288d13e1b63563459a2ac6179f237711f6851cb5,426,21.414534937499987,Ethereum,1573,83,Ethereum
cx3975b43d260fb8ec802cef6e60c2f4d07486f11d,386,35.120933562499985,Wrapped ICX,2873,127,Wrapped ICX
cx66a031cc3bd305c76371fb586e93801b948254f0,327,20.405262337499984,Avalanche,1482,35,Avalanche
cx07b184a37f03c6ab681fcbd0b45aec6dc3eafbeb,324,10.243573174999986,Bitcoin,780,113,Bitcoin
cx4297f4b63262507623b6ad575d0d8dd2db980e4e,320,20.19227894999999,Injective,1440,18,Injective
cxa07f426062a1384bdd762afa6a87d123fbc81c75,291,26.940570862499992,xCall,2004,1219,xCall
cxdbfb9d63e84e6ad6ab301a2f2ef6b6e6e9227cbe,282,5.948917349999993,unknown_cx,0,279,unknown_cx
cx508002ec116fbf3ab406329c0df28e70d7e75fb3,252,14.140456124999996,Sui,1209,17,Sui
cxba62bb61baf8dd8b6a04633fe33806547785a00c,237,7.3917569999999975,MyID_3,234,0,MyID
cx10d59e8103ab44635190bd4139dbfd682fa2d07e,206,19.968794774999992,balanced_rewards,851,247,Balanced
cx65c9e3d4fea842e00add0d32a5b4c5e4e04c7a6b,191,6.964824237499999,Solana,598,20,Solana
cx55f6ac86d82a14022c338c8c0033eeceeeab382d,164,1.5143309499999957,unknown_cx,150,234,unknown_cx
cxf61cd5a45dc9f91c15aa65831a30a90d59a09619,154,22.755079049999996,balanced_baln,1509,103,Balanced
cx518f64edcd35db9044a2de63fdc10abfd5f7d611,146,24.49036455,Stellar,1507,26,Stellar
hx2f1377f549e31534bcc7d02a1ba23c1a5d289f6f,139,0.17375000000000002,unknown_hx,0,0,unknown_hx
cxabea09a8c5f3efa54d0a0370b14715e6f2270591,136,3.1432293499999933,Balanced Asset Manager,544,141,Balanced
