IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,10022.0,1361068.5051759786,705878.8130738933,1381.0,0.9804535186917045,692081.3660482226
sICX,12194.0,1379375.358368357,1930149.7881198656,894.0,0.3759322481083489,725605.5490337544
BST,432.0,11.839168799793809,255.5862940086511,730.0,1.139327915528001,291.19659959040325
FRMD,974.0,22871.460702633874,52339.212285926624,478.0,0.012677198438487162,663.514580262797
BALN,16523.0,384644.7301005717,149600.83207290992,188.0,0.2664937435361595,39867.685775234124
$unknown,,,51745.322238451874,155.0,,
CODE,256.0,0.6195272602527417,555554.0,101.0,1.8688417559334082e-06,1.0382425128758286
GBET,2914.0,7063.175968923614,55860.13579662833,98.0,0.003040006665943931,169.81518518228333
CROWN,1280.0,8290.100066935274,12485.871834331823,86.0,0.0024232572900579957,30.25647994527439
CFT,19451.0,49025.94401291794,2626116.4197731265,57.0,0.0035221412984554213,9249.553096634821
FIN,2278.0,5596.012367548119,2733.650119493877,45.0,0.023869354634276866,65.25046414823268
USDS,5457.0,2202.84964026025,1934.7781303475351,44.0,0.23063888204365543,446.23506498586937
IUSDC,5613.0,23782.660717758874,465.112841,31.0,0.6402180387849785,297.77363087872953
OMM,13916.0,19293.306942724405,102938.63308815133,25.0,0.004936081079032185,508.1134390878602
BTCB,164.0,11881.060574602487,0.020110762096856943,24.0,65043.33799275453,1308.071096357743
NPT,466.0,0.6200769617180408,293.475,21.0,7.567215890026848e-05,0.022207886833256293
BNB,4.0,7192.6682566306845,42.000631968281496,9.0,547.8281812871122,23009.129824092997
VOID,160.0,866.0188438790067,2493.3224737286737,7.0,0.023922978105274533,59.6476989484
finMICX,12194.0,1379375.358368357,601.9624296166775,5.0,0.3759322481083489,226.29708944256132
METX,11421.0,1021.9458072622831,382723.52983813884,4.0,5.658613343106089e-05,21.656844726627536
oIUSDC,5613.0,23782.660717758874,1.192693,4.0,0.6402180387849785,0.7635835733325724
oUSDS,5457.0,2202.84964026025,0.6360043412450149,4.0,0.23063888204365543,0.14668733023966177
sARCH,102.0,66217.13842633532,2013.3632311771978,4.0,0.20627805713336111,415.31265563097855
finICX,12194.0,1379375.358368357,175.31437131997322,2.0,0.3759322481083489,65.90632573601938
CLAW,542.0,790.3813587801013,280000.0,2.0,1.0752649668916367e-05,3.0107419072965826
FinICX,12194.0,1379375.358368357,772.8428027271052,1.0,0.3759322481083489,290.5365322635579
ICX,,,,,0.300626181,
