IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
BST,364.0,682.0732179869061,279.47022708383685,719.0,1.1106644518397282,310.39764656959403
FRMD,946.0,16523.105210147256,60483.17103467171,578.0,0.010067637238887912,608.9226250346876
bnUSD,9949.0,782985.894137364,43932.71377092428,527.0,0.9837464898138247,43218.652960142244
sICX,12137.0,829975.3850581823,186904.24693906133,447.0,0.3251955540855247,60780.43014428578
$unknown,,,2397.4813289469666,205.0,,
GBET,2905.0,7703.1471002331355,20298.505835152522,173.0,0.003031917939749872,61.54340399171639
CODE,252.0,0.18082676724581817,557002.6180383294,116.0,8.441206832862323e-06,4.701774305307349
BALN,16432.0,248005.86279398654,148667.84889927076,97.0,0.08618520853366904,12812.969559635649
CFT,19420.0,60989.24384891684,2550901.71912209,92.0,0.003770162582772269,9617.314213763559
CROWN,1250.0,12179.655186501897,14929.779472668079,59.0,0.003617569753853084,54.00951865202069
FIN,2268.0,9676.543724744637,4364.375099708299,57.0,0.060543393039883285,264.23407703511936
USDS,5449.0,5344.655980291049,351.4872359902427,27.0,0.8614751461935866,302.797518009874
BTCB,159.0,18322.737414303687,0.03351716396467574,26.0,43930.36439432903,1472.421226432679
OMM,13902.0,20541.568399956734,25622.33187695857,26.0,0.0029286193587801388,75.03805715195033
IUSDC,5603.0,39610.39235093917,20.033817,18.0,1.0377814878738976,20.790724414053383
VOID,158.0,650.9842031456808,1934.0284056883438,11.0,0.016420263007260506,31.757255084915325
finMICX,12137.0,829975.3850581823,1021.9495417436544,4.0,0.3251955540855247,332.33344747477577
oIUSDC,5603.0,39610.39235093917,4.343027,4.0,1.0377814878738976,4.50711302193651
oUSDS,5449.0,5344.655980291049,1.8122122874037838,4.0,0.8614751461935866,1.5611758452249886
sARCH,8.0,18.246386715903416,0.20679661309679293,4.0,2.617075137945189,0.5412022747468872
XCROWN,1250.0,12179.655186501897,483.59860598980987,2.0,0.003617569753853084,1.749451690034251
dUSDS,5449.0,5344.655980291049,78.29719423239395,2.0,0.8614751461935866,67.45108684789922
CLAW,540.0,1434.9498021335864,1672443.3576407274,2.0,4.1220104093876004e-05,68.93828929306228
ICX,,,,,0.264209632,
