IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
sICX,8228306.8437255,5463.0,1.1011104681235004,9060274.800558388
bnUSD,3040091.0386805045,4476.0,1.0006829558368802,3042167.2866000184
CFT,4942823.136660015,2270.0,0.05562589593775839,274948.9654385945
BALN,964930.7623474321,2167.0,0.7252018984819121,699769.6207579565
GBET,1485771.6314444472,1911.0,0.14824410054687565,220256.8791215461
OMM,2744548.73183659,1515.0,0.0754889656715861,207183.1450016075
METX,2159782.6406329386,996.0,0.000829762245443701,1792.106093561913
FIN,58900.81497981969,922.0,2.3694542868665507,139562.7885538673
USDS,535690.9624922721,825.0,1.0086661887431552,540333.3614812327
oICX,1294229.7710221517,398.0,1.1011104681235004,1425089.9490295723
IUSDC,213555.058103,375.0,1.0049230588252642,214606.40221647377
TAP,798951.7006022444,360.0,0.0020742319931009007,1657.2111783315474
UP,1.9380564872040607,346.0,2.998067613886342,5.8104243881688244
finOMM,38066.77070269247,165.0,2.3694542868665507,90197.4730286607
finOICX,543764.8718692005,127.0,2.3694542868665507,1288426.0066979178
oUSDS,84662.29365200349,73.0,1.0086661887431552,85395.99306822018
obnUSD,256475.92253746738,71.0,1.0006829558368802,256651.08426578357
finICX,1760293.5988273534,56.0,2.3694542868665507,4170935.2138852207
dUSDS,90119.87160482878,52.0,1.0086661887431552,90900.86742166513
dbnUSD,79450.43959445182,38.0,1.0006829558368802,79504.70073591554
oIUSDC,55228.667527,33.0,1.0049230588252642,55500.56150607638
oOMM,87245.69,27.0,0.0754889656715861,6586.086897403843
IUSDT,370.947057,26.0,1.000941772109892,371.29640459252914
dIUSDC,34068.681827,21.0,1.0049230588252642,34236.40395173353
oBALN,5159.511684429009,11.0,0.7252018984819121,3741.687668787525
IAM,806.9238635217364,9.0,,
LDX,174425.0,3.0,,
dBALN,2.3833750996592107,2.0,0.7252018984819121,1.728428147067376
SPORTS,100000000.0,2.0,,
PGT,1644.4275493413923,1.0,,
HGC,10000.0,1.0,,
OWT,0.1,1.0,,
CODA,177.65327479475087,1.0,,
ICX,,,1.008999999,
