IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,1477471.0347014258,1366.0,1.0132419434853543,1497035.6226441902
sICX,1005070.2760150785,1198.0,0.24351025575130805,244744.91996046956
FRMD,15575.710122016497,876.0,0.017442415229623934,271.67800344446823
BALN,381460.0399907646,373.0,0.13856614190745284,52857.44603338292
GBET,30207.434466890354,252.0,0.004297471352151833,129.81558424346517
$unknown,6105.696856747268,164.0,,
CFT,4804418.221809151,150.0,0.004543712255994175,21829.893957355976
CODE,731339.5191684344,148.0,,
FIN,14543.037214283431,107.0,0.07143682788675673,1038.9084464274636
CROWN,40950.43531298998,66.0,,
OMM,925588.5193489807,64.0,0.006778634675993018,6274.226432960036
USDS,187439.93096882367,63.0,1.0147321646648404,190201.3268966227
BTCB,0.12741160249380049,47.0,,
ETH,0.8947577366400017,35.0,438.2043401024754,392.0867235359164
IUSDC,45808.23424500001,33.0,1.0095100296496167,46243.87191086654
BUSD,398612.90089379915,11.0,1.0132419434853543,403891.310399968
IUSDT,158.073595,10.0,0.9982198708128286,157.7922035798194
XCROWN,5468.9688299179825,10.0,,
NPT,420.7125,9.0,,
VOID,1895.2027375492844,5.0,,
METX,243529.12925047547,5.0,5.7825772322209e-05,14.082259981863801
FinICX,6777.225885929327,4.0,0.07143682788675673,484.1435191628057
finMICX,3.928496048207787,2.0,0.24351025575130805,0.9566290774170813
UP,0.03520854273481188,1.0,0.6214990139291259,0.02188207459156707
IDOGE,27720.0,1.0,,
ICX,,,0.2092,
