IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,2807037.161,5559,1.077860035,3025593.172
sICX,5550678.889,3862,0.760895907,4223488.847
BALN,645389.3398,2465,0.819485306,528887.0806
FIN,31963.84664,1941,19.07833819,609817.0758
GBET,420708.32,1648,0.119928295,50454.83147
OMM,1837203.494,1092,0.104326249,191668.55
METX,4348426.509,1076,0.00141634,6158.852397
IUSDC,1132478.599,792,1.034482159,1171528.907
USDS,753940.0143,450,1.023000195,771280.7813
CFT,1956751.339,343,0.064908614,127010.0172
finICX,657874.9134,157,0.760895907,500574.3288
obnUSD,432571.3411,118,1.077860035,466251.3607
oIUSDC,401471.2302,101,1.034482159,415314.8252
oICX,735321.9867,99,0.760895907,559503.4899
oOMM,46425.3026,57,0.104326249,4843.377699
TAP,1103018.478,51,0.00212384,2342.635224
dbnUSD,281187.3492,46,1.077860035,303080.606
LDX,7906.712048,45,,
oUSDS,485505.6746,41,1.023000195,496672.3996
UP,4.705731282,36,1.992403961,9.375717645
IUSDT,2872.756196,35,1.026035303,2947.549274
dUSDS,6565.338781,26,1.023000195,6716.342851
IAM,294.3725633,24,,
oBALN,21174.64,11,0.819485306,17352.30634
dIUSDC,283.977622,7,1.034482159,293.7697836
HGC,152640,5,,
dBALN,3337.932972,4,0.819485306,2735.387023
ICX,,,0.7071,
