IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
sICX,1622428.2685362059,2415.0,0.28252993358153333,458384.5509503364
FRMD,97328.06783690315,1904.0,0.02599214553836741,2529.765304184883
bnUSD,468202.9046724447,1705.0,0.9993088881028939,467879.3240747659
GBET,309684.68307141133,1254.0,0.01620396978653432,5018.1212478416055
CFT,5635037.01019114,791.0,0.006575351852548516,37052.35104413977
METX,437647.2692394931,766.0,0.00011205190694699,49.03921108842796
BALN,218041.9692741734,674.0,0.16931618946597363,36918.03538115994
OMM,1338076.7017396225,577.0,0.017078479062649615,22852.314934879396
FIN,18592.42328342617,393.0,0.2881681449146222,5357.7441270523495
$unknown,12588.680215339013,378.0,,
USDS,32265.270056603924,225.0,0.9942652807437069,32080.23779110082
IUSDC,228239.562227,217.0,0.9992192203176369,228061.3574141017
CROWN,762903.2753267061,209.0,,
CODE,568740.1064087684,150.0,,
NPT,80.4375,83.0,,
oICX,335665.9770045186,53.0,0.28252993358153333,94835.68618866714
oIUSDC,83605.646492,34.0,0.9992192203176369,83540.36890188821
obnUSD,49908.54329817049,34.0,0.9993088881028939,49874.05091012989
XCROWN,154915.16726833195,24.0,,
IAM,4774.778002229235,22.0,0.022720258680942313,108.48419135472118
dbnUSD,7081.357333727761,19.0,0.9993088881028939,7076.463323426762
dIUSDC,38799.156588,15.0,0.9992192203176369,38768.862994843264
oUSDS,4341.419887129502,11.0,0.9942652807437069,4316.523062903127
oOMM,2846.51,8.0,0.017078479062649615,48.61406143662276
dICX,666.1208578374543,8.0,0.28252993358153333,188.19908172208997
dUSDS,2027.693347868787,6.0,0.9942652807437069,2016.0650957809064
finICX,463.6228334661587,3.0,0.28252993358153333,130.9873283460761
CLAW,140105.0,3.0,,
IDOGE,13779.0,3.0,,
VOID,4000.0,3.0,,
LDX,1.0,3.0,,
IUSDT,0.026291000000000002,3.0,0.998588351352559,0.026253886345410128
UP,0.020341601424597386,2.0,0.7444916486168209,0.01514415238010478
FinICX,34.09820164466841,2.0,0.2881681449146222,9.826015512868816
TAP,6565.9607917118365,2.0,0.0008781764983908963,5.766072456637418
finOICX,51608.155342990576,1.0,0.28252993358153333,14580.848701320581
ICX,,,0.2506,
