IRC Token,Amount,No. of Transactions
OMM,6503660.007959479,37696
sICX,61529968.125438295,25487
IUSDC,84759702.270679,18608
bnUSD,14271982.459815534,14065
USDS,23343737.946566336,10682
BALN,2313164.132927485,6005
oUSDS,6418209.532100699,3499
oICX,13627594.479714926,2732
PGT,3000.0101258810605,2056
IWIN,129546.0108,1807
oIUSDC,27588389.812794,1647
dIUSDC,10569334.798969,1296
dUSDS,3772309.9700737502,1235
UP,3.442252068427275,74
TAP,741085.366522125,55
SEED,124.657672,38
METX,199409.53892618418,15
ACT,1110.0,12
EPX,30.189999999999998,7
IAM,4866.94105899137,7
LDX,1638.0,6
ICXIOU,2509.4023159999997,5
HGC,750.0,1
WOK,1050.0,1
OMMWT,17.625,1
CODA,200.56482940490264,1
