IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
sICX,3703227.1162908347,1176.0,0.17406500711761455,644602.2543553073
bnUSD,265470.9836731316,1074.0,0.9956179867472504,264307.6863044555
FRMD,151141.89474495035,969.0,0.011171676821358612,1688.5084022583846
GBET,218493.17703587527,497.0,0.005309499228528741,1160.0893549107734
OMM,3800490.2874925695,333.0,0.008450861770941558,32117.418081405645
$unknown,31040.813391552107,256.0,,
BALN,1203342.42584436,250.0,0.11143170017605315,134090.4924058132
NPT,1317.225,183.0,,
CODE,947489.2988357422,160.0,,
FIN,13312.700371592131,132.0,0.0810009463105086,1078.341328047222
CFT,1173295.7378213338,130.0,0.003651173599428132,4283.906422254805
IUSDC,23894.876961,118.0,0.9967181421137524,23816.45737060463
USDS,7142.460739837845,111.0,0.9982344386451132,7129.8502871767905
VOID,23302.850787188592,76.0,,
CROWN,15775613.758731693,50.0,,
oICX,427232.6741720451,42.0,0.17406500711761455,74366.25847063452
obnUSD,28799.78144303367,18.0,0.9956179867472504,28673.580419074005
METX,551758.1256600192,16.0,5.9697108225066e-05,32.938364541585734
dICX,270017.97991223255,16.0,0.17406500711761455,47000.68159530666
TAP,80533.81533681453,13.0,0.0005301071011761662,42.69154739485543
dOMM,619383.376493044,12.0,0.008450861770941558,5234.323297961767
UP,0.4505799153088685,12.0,0.4494088721586985,0.20249461155632048
oIUSDC,7663.876131,11.0,0.9967181421137524,7638.724378680253
oUSDS,444.9326371854503,11.0,0.9982344386451132,444.1470813157078
dIUSDC,449.06766300000004,10.0,0.9967181421137524,447.59388674872474
XCROWN,11112.066083800484,10.0,,
oOMM,208283.62159835483,7.0,0.008450861770941558,1760.1760952787943
dbnUSD,246.54435580953665,2.0,0.9956179867472504,245.46399517498867
SEED,5136.798025,2.0,0.0004112038543732405,2.1122711470168496
IUSDT,1.419824,2.0,0.9925401252674153,1.4092322908176826
uSEED,0.000171669697795623,1.0,0.0004112038543732405,7.059124141264957e-08
ICX,,,0.151273508,
