IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,1016317.9193987377,1768.0,1.0419313080472585,1058933.4591509951
sICX,11132321.78949467,1245.0,0.22885105781139112,2547643.617422654
FRMD,40821.91539040778,1082.0,0.014762378328583988,602.628559090645
BALN,1274196.6920001793,424.0,0.14214104881215964,181115.65419388982
GBET,731796.0415316726,330.0,0.004792995954826318,3507.495466819219
OMM,28544318.60240567,252.0,0.006845390131286317,195396.9968652002
IUSDC,107687.682547,239.0,1.0372833825160621,111702.64360766807
USDS,102201.46927982302,221.0,1.011624337718091,103389.49367401678
$unknown,26851.19621596361,179.0,,
CODE,646178.038122782,144.0,,
CFT,1940328.6865957696,96.0,0.005173530646047444,10038.3499235082
CROWN,157587.69897571436,81.0,,
FIN,32630.98546215093,78.0,0.07591984414857056,2477.33933070077
METX,10994781.597656313,67.0,8.5630224801665e-05,941.4856198525196
BTCB,1.1268576571841544,24.0,,
XCROWN,44414.57963285064,19.0,,
UP,2.7559273596893714,17.0,0.586740225865212,1.6170134414922592
ETH,2.021630010241381,15.0,413.6967359954058,836.3417366272181
IUSDT,244.193007,7.0,1.0484635458502602,256.0274659910574
VOID,3542.968027746825,6.0,,
TAP,21900.851781991747,3.0,0.000692098397574629,15.157544423835946
BUSD,0.995,1.0,1.0419313080472585,1.0367216515070223
IDOGE,4280.0,1.0,,
NPT,48.75,1.0,,
ICX,,,0.1975,
