IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,10058.0,1712469.304522368,358390.6189201323,941.0,1.0028300162052919,359404.87017950084
BST,454.0,71.43427192437983,92.32099977070796,703.0,1.2143210965432163,112.10733767553211
FRMD,987.0,17886.96989275759,81928.43522512645,683.0,0.010442521673716374,855.539460532051
sICX,12228.0,1632718.507265502,516431.87709549663,601.0,0.28148428953558574,145367.4600177548
$unknown,,,141956.44388768292,152.0,,
GBET,2923.0,3944.3210044069415,197673.5751568033,93.0,0.0013362280244986044,264.13697082735166
BALN,16565.0,525478.6703235401,153239.20609339455,89.0,0.23195199911549239,35544.140196233806
CFT,19457.0,38428.036996448296,1212561.7122932947,72.0,0.0033072373345960212,4010.2293653980637
CROWN,1294.0,6674.81691734667,302346.8394568206,61.0,0.002176228522606722,657.9758157459285
FIN,2279.0,4408.711395252439,928.9969019296097,50.0,0.015665268725620286,14.55298611399605
AVAX,28.0,156558.19171249247,347.0012168556473,45.0,33.594048306163074,11657.175641345983
BNB,23.0,58722.02973959923,38.83572175652874,17.0,560.2133614500983,21756.290229565682
IUSDC,5615.0,23411.337471673156,93.60171199999999,16.0,0.6440603606713913,60.28515239017969
BTCB,165.0,6442.64913300334,0.003131050538701489,15.0,60466.08680452254,189.3223736624713
sARCH,137.0,44975.2588715311,22934.698323168293,10.0,0.13975242312843553,3205.179664382436
USDS,5459.0,1667.474383968049,0.1941427936807703,10.0,0.14874794779760894,0.028878342139709186
INJ,11.0,99388.05935418789,312.9485317918487,9.0,23.481765344181376,7348.583988342277
archUSDC,40.0,11.570631514179228,41310.490583,8.0,1.1056598105974553,45675.34919368774
OMM,13921.0,15891.823428165411,24816.104799212997,8.0,0.004222459724561641,104.78500303517774
ETH,170.0,2949.4933439830916,0.11728799574776487,5.0,3178.2383007472667,372.7692003034289
oIUSDC,5615.0,23411.337471673156,1.111144,4.0,0.6440603606713913,0.7156438053978523
oUSDS,5459.0,1667.474383968049,0.6382530947748399,4.0,0.14874794779760894,0.09493883802323025
XCROWN,1294.0,6674.81691734667,60678.09326071254,2.0,0.002176228522606722,132.04939725135335
finMICX,12228.0,1632718.507265502,0.0008946394899458771,2.0,0.28148428953558574,0.000251826961217894
ICX,,,,,0.223272721,
