IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,1351081.082,4122,1.05666216,1427636.255
IWIN,5721.0579,3599,,
sICX,3926486.292,3343,0.784529703,3080445.123
BALN,285281.5777,2194,0.808546863,230663.5247
FIN,29431.09357,1911,16.49090367,485345.3291
GBET,370798.7677,1553,0.120022803,44504.30748
OMM,3294394.243,1182,0.10195712,335886.9505
METX,652390.9634,837,0.001497939,977.2415975
IUSDC,212109.0368,492,1.012532408,214767.2738
CFT,2928228.537,470,0.08331272,243958.6848
USDS,1256969.096,430,1.026716832,1290551.328
finICX,619187.3394,113,0.784529703,485770.8592
oICX,659449.0867,103,0.784529703,517357.3958
TAP,2730803.741,70,0.002217392,6055.262489
oOMM,205042.8698,63,0.10195712,20905.58056
oIUSDC,51836.11145,54,1.012532408,52485.74275
obnUSD,109595.1303,49,1.05666216,115805.0271
oUSDS,372240.1585,38,1.026716832,382185.2362
UP,2.017781348,33,2.05340742,4.143327191
dbnUSD,12661.28476,24,1.05666216,13378.70051
LDX,20303.82353,18,,
dUSDS,353898.7545,18,1.026716832,363353.808
IAM,3972.100807,17,,
IUSDT,1368.662931,17,1.005803517,1376.60599
dIUSDC,21721.06002,16,1.012532408,21993.27721
oBALN,2343.840861,13,0.808546863,1895.105176
dBALN,9.813864052,2,0.808546863,7.934968994
ICX,,,0.72875,
