week,delegator,sum_votes,how_many_prep_voted,raffle_tickets,total_votes,total_votes,total_votes,total_votes,vote_percentages_per_prep,vote_percentages_per_prep,vote_percentages_per_prep,vote_percentages_per_prep
,,,,,min,max,median,mean,min,max,median,mean
2020-40,hxb0d886f01ca2697ce9961232a754bb3923142128,15940.85540000001,100,10,66.249,255.08670000000006,157.7947,159.4085540000001,0.41559%,1.60021%,0.98988%,1.00000%
2020-40,hx6bbfa9feb27746616afecef44b78dcf97566dd24,1649.0646000000013,100,10,16.49059999999986,16.4908,16.4906,16.490646000000012,1.00000%,1.00001%,1.00000%,1.00000%
2020-40,hx0f16f2e17ded0a63c9651643cdfdbb609ffda2a2,2019.9360000000004,100,10,9.5978,61.4844,20.244149999999998,20.199360000000002,0.47515%,3.04388%,1.00222%,1.00000%
2020-40,hx1b4e0df6efc52a2b567f6b254353e14c7a2b479f,53769.223000000005,47,4,336.6967,8685.4724,426.0007,1144.0260212765959,0.62619%,16.15324%,0.79228%,2.12766%
2020-40,hx463b1ee3016d7244516413acc69de2f1cdb268fd,7426.151499999998,45,4,128.7943,266.9233,160.24020000000002,165.02558888888885,1.73433%,3.59437%,2.15778%,2.22222%
2020-40,hxa16dc10855a6a7d1c455d324f9c7776ae1290133,241506.86769999997,34,3,2153.4006,10793.346599999999,7212.39985,7103.143167647058,0.89165%,4.46917%,2.98642%,2.94118%
2020-40,hxd2b801100a49fb8cdca2df399e14f06b96acafa8,6029.3573,31,3,60.3395,809.1919,120.6791,194.49539677419355,1.00076%,13.42086%,2.00153%,3.22581%
2020-40,hx4238c8c7ff1d53d4f91c9b5460d1ac037f642da4,47181.763399999996,28,2,1381.5657,1933.9939,1691.8184500000002,1685.0629785714284,2.92818%,4.09903%,3.58575%,3.57143%
2020-40,hxf159b2029f3d6e8823157033ada47b76e8903a4f,619.4294182716101,25,2,1.371961950484824,64.93149732357978,20.76282793422435,24.777176730864404,0.22149%,10.48247%,3.35193%,4.00000%
2020-40,hx1ef3d6019d3f815e2cfb53dd52fa9a38975c9da0,678.0,24,2,28.249999999999993,28.25,28.249999999999996,28.25,4.16667%,4.16667%,4.16667%,4.16667%
2020-40,hx171a92e51f8f199d509c61699897bdc93f265761,2529.044,23,2,50.5808,379.3566,75.8713,109.95843478260869,2.00000%,15.00000%,3.00000%,4.34783%
2020-40,hxee4ed659a48922c4f5dbe97ab3fcdc35a7010924,9861.772999999997,23,2,196.18959999999998,810.0657,392.2957,428.7727391304347,1.98939%,8.21420%,3.97794%,4.34783%
2020-40,hx4c9cc8daac26a7547d378fc9d1960bd9e3187870,478.04330000000004,23,2,6.2176,86.089,20.0,20.784491304347828,1.30064%,18.00862%,4.18372%,4.34783%
