IRC Token,Amount,No. of Transactions
sICX,3338736.208189929,8464
bnUSD,3558246.825201559,8216
OMM,1513078.6961773983,7360
IUSDC,4629987.757112,5647
METX,57535986.45687552,4494
BALN,422198.59960809577,2844
USDS,5546417.266544541,2664
oIUSDC,1468677.038854,2482
CFT,403340.8788441993,762
PGT,3000.0,642
UP,27.315683293875974,373
oUSDS,1806259.0116149045,278
oICX,393988.98808010656,237
SEED,1301.013919,189
dIUSDC,1385954.30513,166
TAP,2432407.2367561767,86
dUSDS,1458860.51248486,58
LDX,3661.5496533995934,23
ACT,500.0,5
HGC,21000.0,4
EPX,14.8,2
uMETX,154.57782653076225,1
