date,delegator,sum_votes,how_many_prep_voted,raffle_tickets,total_votes,total_votes,total_votes,total_votes,vote_percentages_per_prep,vote_percentages_per_prep,vote_percentages_per_prep,vote_percentages_per_prep
,,,,,min,max,median,mean,min,max,median,mean
2021-02-14,hx5ca7bf0204fe5a074ee9fc8eef5f1379f4ba2ca5,52963.477,100,10,0.999999999996362,52839.5178,1.0,529.63477,0.00189%,99.76595%,0.00189%,1.00000%
2021-02-14,hx2be8c1cf96fa6685d848d7798408a3e5941a8d82,15.149799999999981,100,10,0.0001,10.0,0.0001,0.1514979999999998,0.00066%,66.00747%,0.00066%,1.00000%
2021-02-14,hx93f780635e8eceb569c8ac44cdcb88eb4c5c39b3,7065.0,100,10,9.999999999999545,4000.0,9.999999999999996,70.65,0.14154%,56.61713%,0.14154%,1.00000%
2021-02-14,hx1b4e0df6efc52a2b567f6b254353e14c7a2b479f,56152.978345605356,100,10,47.8926,3912.2277077999365,409.6999113671302,561.5297834560536,0.08529%,6.96709%,0.72961%,1.00000%
2021-02-14,hxb09866aadc6d5b5e9c2c222f4419fa02e34939a9,5102.000000000001,100,10,8.999999999999943,2015.000000000001,9.0,51.02000000000001,0.17640%,39.49432%,0.17640%,1.00000%
2021-02-14,hxb0d886f01ca2697ce9961232a754bb3923142128,17320.853000000003,100,10,17.938700000000207,2661.2873999999997,157.7947,173.20853000000002,0.10357%,15.36464%,0.91101%,1.00000%
2021-02-14,hxa16dc10855a6a7d1c455d324f9c7776ae1290133,247020.89319999993,100,10,1000.0,3363.7383999999993,2475.7726,2470.2089319999995,0.40482%,1.36172%,1.00225%,1.00000%
2021-02-14,hxc505466cc0a61e6e7ec7fb0a0dc0316d606ff63f,401394.41679999995,100,10,833.3333000000002,225522.4094,1500.0,4013.9441679999995,0.20761%,56.18474%,0.37370%,1.00000%
2021-02-14,hxfba1d468956f06d3bd09b05762c374a88f8b4d5c,5183.4306000000015,99,9,1.0,5085.4306,1.0,52.357884848484865,0.01929%,98.10936%,0.01929%,1.01010%
2021-02-14,hx14c5d80083258bca5146f7c1eecb780ad0c0f930,1724.3979,96,9,1.0,417.7802,5.0,17.962478125,0.05799%,24.22760%,0.28996%,1.04167%
2021-02-14,hx114049660809114582bfc83f66833560544bf877,2126.8519000000015,84,8,19.1635,526.0894,19.1711,25.319665476190494,0.90103%,24.73559%,0.90138%,1.19048%
2021-02-14,hx46587fb61613835e91713daf2e472672d4677598,109.28385917999985,77,7,1.4192708984415583,1.4192708984415585,1.4192708984415583,1.4192708984415565,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-14,hx33592a0fe14f231620b7e761ac0d7f06f96ea447,1304.999999999998,77,7,16.948051948051948,16.948051948051948,16.948051948051948,16.948051948051923,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-14,hx29c25b866304b8dcf430ef721913d8d82375006b,21.510849999999998,77,7,0.2793616883116883,0.2793616883116884,0.2793616883116883,0.2793616883116883,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-14,hx218e2fbff7d2fc40deee8355f8a1dfbcaf2a8f1e,199.98000000000033,77,7,2.597142857142857,2.597142857142857,2.597142857142857,2.5971428571428614,1.29870%,1.29870%,1.29870%,1.29870%
