IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
FRMD,72486.79528599452,1112.0,0.020088616236995514,1456.1594127499993
bnUSD,401730.3063073188,1038.0,1.0158260233406233,408088.0995115742
sICX,919384.5979493075,1020.0,0.2903612049184628,266953.6196440374
GBET,213003.29227430106,506.0,0.004154928190272036,885.0133836912473
BALN,253837.1901798379,357.0,0.1479790076223833,37562.57550046659
$unknown,52894.49253418964,245.0,,
CFT,373117.29136648955,177.0,0.006340925137092004,2365.908811909455
CODE,555554.0,142.0,,
FIN,9587.426761602272,95.0,0.07991197163238631,766.1501754007421
IUSDC,50098.085639,82.0,1.0026998509709835,50233.343004156864
ETH,1.9089290735475988,58.0,1382.4226027426178,2638.9466983047255
OMM,441805.397220503,57.0,0.007160187335163993,3163.409409785343
METX,9739927.61339748,50.0,8.1508142977166e-05,793.8834125000491
USDS,183633.74933872354,48.0,1.0157480824632465,186525.62876634492
BTCB,0.3795470945122473,41.0,,
CROWN,58052.73062998504,19.0,,
UP,2.143008606245978,17.0,0.7285363727052963,1.5612597166706772
BUSD,30064.395603125,10.0,1.0158260233406233,30540.19542966179
VOID,2381.3617688432128,6.0,,
TAP,49265.43849631307,5.0,0.0007442728678412503,36.66692919510766
XCROWN,2905.7050430914524,5.0,,
IAM,60.0,4.0,0.02213340774529376,1.3280044647176257
CLAW,2000000.0,4.0,,
FinICX,147.63944606929505,1.0,0.07991197163238631,11.798159226110734
uMETX,80.45322506534404,1.0,8.1508142977166e-05,0.006557592971600178
ICX,,,0.249,
