IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
sICX,452485.2647295729,996.0,0.2679482912813621,121242.65351428385
FRMD,27091.782697206367,862.0,0.01714698828761819,464.5424805996947
METX,244303.9187633469,739.0,8.9366724496582e-05,21.832641001559374
GBET,125497.4497917231,687.0,0.009300507204523401,1167.1899359372346
bnUSD,64771.19153755889,509.0,0.9895985756838589,64097.47889091469
$unknown,46155.50140200325,361.0,,
BALN,33652.7672495107,342.0,0.15432911171286226,5193.60167629669
OMM,1394091.4627406497,338.0,0.014041931643332974,19575.73702435828
FIN,51193.21375699665,256.0,0.19907963852479849,10191.526489665634
CFT,274299.7614198278,210.0,0.007749741995420463,2125.7523804090533
CODE,818408.9393625099,199.0,,
IUSDC,16591.682013999998,90.0,0.9915898522209106,16452.1435163586
NPT,896.025,88.0,,
USDS,995.1247785017265,78.0,0.99083012284149,985.9996065254761
CROWN,351061.2462444807,35.0,,
oICX,104539.4609901236,25.0,0.2679482912813621,28011.16994377823
VOID,2660.894150331277,12.0,,
oOMM,3742.34,8.0,0.014041931643332974,52.549682466110724
oUSDS,70.19204325390392,8.0,0.99083012284149,69.5483908397608
oIUSDC,734.7402430000001,8.0,0.9915898522209106,728.560968977126
FinICX,29166.749050314684,6.0,0.19907963852479849,5806.505857880156
XCROWN,40131.9528639803,6.0,,
finOMM,4886.837617480249,5.0,0.014041931643332974,68.62063977672582
obnUSD,958.9368414054159,5.0,0.9895985756838589,948.962532425578
UP,0.09289048052459561,4.0,0.701711601768927,0.06518232787799931
TAP,16516.01572724955,3.0,0.000827714640542417,13.670548020873266
CLAW,60124.45632717809,3.0,,
dbnUSD,11.946849072556237,2.0,0.9895985756838589,11.822584826111683
finICX,1171.7675453237152,2.0,0.2679482912813621,313.9731115484455
dUSDS,71.47516248339699,2.0,0.99083012284149,70.81974402353968
oBALN,6.1916912520683445,2.0,0.15432911171286226,0.9555582109320075
dBALN,514.5470057439188,2.0,0.15432911171286226,79.40958233097203
IUSDT,4.200002,2.0,0.9829561410795976,4.1284177584465915
GORILA,37593.10155,2.0,0.021364519313017825,803.1585441012153
finOICX,1307.53544950751,1.0,0.2679482912813621,350.35188948534505
IDOGE,330.0,1.0,,
uMETX,0.22600407617941912,1.0,8.9366724496582e-05,2.019724401103068e-05
ICX,,,0.2362,
