IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,4359224.655052122,7736.0,1.020569639745359,4448892.335775631
sICX,20124218.234959956,6956.0,0.2837713308260152,5710676.190367749
BALN,2341243.897425069,1987.0,0.19701802040600477,461267.2379583264
GBET,631235.431854172,1596.0,0.02740256969428154,17297.472914883856
OMM,7342013.243951624,1565.0,0.022847603496122137,167747.40746108416
IUSDC,958133.172867,1247.0,1.012435283248662,970047.8302615404
USDS,587106.0163332175,947.0,1.003835522909597,589357.8749092257
METX,2404625.57010944,914.0,0.000202563986229857,487.09054087161064
FIN,64642.570078006735,809.0,0.49666869920742746,32105.94119406858
oICX,1331389.2449898748,458.0,0.2837713308260152,377810.09789822035
CFT,5869606.705578843,239.0,0.011664845223713863,68468.05374465023
dIUSDC,87787.169306,208.0,1.012435283248662,88878.82762191836
obnUSD,273394.7363541619,143.0,1.020569639745359,279018.36758924444
IUSDT,12805.257180999999,135.0,1.0520517276466856,13471.792940231177
finOMM,12020.02916197474,117.0,0.49666869920742746,5969.972248313338
dbnUSD,50123.90820633512,96.0,1.020569639745359,51154.93894076888
oIUSDC,210766.838411,94.0,1.012435283248662,213387.78374606578
dUSDS,51684.16108607294,86.0,1.003835522909597,51882.39686998187
CLAW,18889142.996561114,67.0,,
oUSDS,174151.43477270217,55.0,1.003835522909597,174819.39659051204
UP,1.4374336066643787,28.0,0.7611717561446139,1.0941338627260113
oOMM,56229.5150082314,27.0,0.022847603496122137,1284.70966368732
IAM,4279.455508460359,26.0,,
finICX,112468.9973200749,17.0,0.49666869920742746,55859.83060012524
TAP,295512.9256074323,14.0,0.000498630187393577,147.35166547285817
finOICX,205792.8705791635,8.0,0.49666869920742746,102210.8773367156
oBALN,3734.1327031576734,7.0,0.19701802040600477,735.6914331094482
HGC,5500.0,3.0,,
IDOGE,2059510.61060555,3.0,,
SPORTS,3.5,2.0,,
ICX,,,0.256206,
