to,Fees burned,Regular Tx,to_def,Internal Tx,Internal Event (excluding Tx),group
System,0.0,300783,System,0,606309,System
cx9e3cadcc1a4be3323ea23371b84575abb32703ae,111.11042999991099,58173,MyID_1,0,58777,MyID
cx0000000000000000000000000000000000000000,74.52072000000744,25471,governance,10608,0,governance
cx694e8c9f1a05c8c3719f30d46b97697960e4289e,125.4106569999857,13904,MyID_2,14000,0,MyID
hx037c73025819e490e9a01a7e954f9b46d89b0245,16.02787999999936,10034,MyID_related,0,0,MyID
cx88fd7df7ddff82f7cc735c871dc519838cb235bb,159.84652425000135,7854,bnUSD,39394,505,bnUSD
cx9fda786d3e7965ed9dc01321c85026653d6a5ff4,60.98991525000142,7690,"ICONbet
 Jungle Jackpot",22173,15916,ICONbet
cxcb455f26a2c01c686fa7f30e1e3661642dd53c0d,102.68793024999884,6472,Omm Lending Pool,105400,3,Omm
cxaf244cf3c7164fe6f996f398a9d99c4d4a85cf15,48.2240660000002,5520,balanced_airdrip,14516,0,Balanced
cx369a5f4ce4f4648dfc96ba0c8229be0693b4eca2,14.858640249999851,5494,Metanyx,7665,24,Metanyx
cx2609b924e33ef00b648a409245c7ea394c467824,98.15607774999906,5070,balanced_sicx,17974,249,Balanced
cx299d88908ab371d586c8dfe0ed42899a899e6e5b,43.73636150000102,4825,"ICONbet
 Levels",18775,5745,ICONbet
cx993810b4523ab6b1658925d8d6c234f286adbdba,9.187786000000111,4629,IWinToken,4697,0,IWinToken
cxf61cd5a45dc9f91c15aa65831a30a90d59a09619,34.840756250000084,3830,balanced_baln,14992,368,Balanced
cx087b4164a87fdfb7b714f3bafe9dfb050fd6b132,20.282235499999544,3750,Relay_1,0,4065,Relay
cx10d59e8103ab44635190bd4139dbfd682fa2d07e,7.7346630000000545,3564,balanced_rewards,7120,0,Balanced
hx11de4e28be4845de3ea392fd8d758655bf766ca7,4.1800000000002395,3344,3-min_tx_bot_in,0,0,3-min_tx_bot_in
cx38fd2687b202caf4bd1bda55223578f39dbb6561,17.396016499999973,3233,"ICONbet
 Mini Roulette(new)",9746,6564,ICONbet
cxa0af3165c08318e988cb30993b3048335b94af6c,9.94601300000002,2924,balanced_dex,6543,0,Balanced
cxd47f7d943ad76a0403210501dab03d4daf1f6864,19.023743999999997,2838,"ICONbet
 Blackjack",4486,7397,ICONbet
