to,Regular Tx,Fees burned,to_def,Internal Tx,Internal Event (excluding Tx),group
System,300768,0.0,System,0,606231,System
cx9e3cadcc1a4be3323ea23371b84575abb32703ae,63814,121.88473999988388,MyID_1,0,64434,MyID
cx0000000000000000000000000000000000000000,25361,45.48237000000115,governance,10625,0,governance
cx694e8c9f1a05c8c3719f30d46b97697960e4289e,15076,135.97972474998153,MyID_2,15192,0,MyID
hx037c73025819e490e9a01a7e954f9b46d89b0245,10038,16.034419999999358,MyID_related,0,0,MyID
cx88fd7df7ddff82f7cc735c871dc519838cb235bb,8437,174.16491699999966,bnUSD,40620,500,bnUSD
cx9fda786d3e7965ed9dc01321c85026653d6a5ff4,7568,60.05704350000134,"ICONbet
 Jungle Jackpot",21854,15694,ICONbet
cxcb455f26a2c01c686fa7f30e1e3661642dd53c0d,6249,98.62597449999899,Omm Lending Pool,100707,4,Omm
cxaf244cf3c7164fe6f996f398a9d99c4d4a85cf15,5873,51.65686500000033,balanced_airdrip,16114,0,Balanced
cx299d88908ab371d586c8dfe0ed42899a899e6e5b,5824,52.159363499999955,"ICONbet
 Levels",22537,6740,ICONbet
cx369a5f4ce4f4648dfc96ba0c8229be0693b4eca2,5467,14.502375999999845,Metanyx,7507,24,Metanyx
cx2609b924e33ef00b648a409245c7ea394c467824,5248,102.7591467499977,balanced_sicx,18256,253,Balanced
cx993810b4523ab6b1658925d8d6c234f286adbdba,4629,9.187786000000111,IWinToken,4697,0,IWinToken
cx087b4164a87fdfb7b714f3bafe9dfb050fd6b132,3803,20.498340999999577,Relay_1,0,4081,Relay
cxf61cd5a45dc9f91c15aa65831a30a90d59a09619,3660,33.82556950000016,balanced_baln,14327,357,Balanced
cx10d59e8103ab44635190bd4139dbfd682fa2d07e,3505,7.606210250000061,balanced_rewards,7002,0,Balanced
hx11de4e28be4845de3ea392fd8d758655bf766ca7,3338,4.172500000000241,3-min_tx_bot_in,0,0,3-min_tx_bot_in
cx38fd2687b202caf4bd1bda55223578f39dbb6561,3316,17.822316249999997,"ICONbet
 Mini Roulette(new)",9966,6730,ICONbet
