IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
FRMD,27514.37842761145,1451.0,0.010035668585731296,276.1251832419031
sICX,1526065.910223392,785.0,0.1765931985429746,269492.86027374474
METX,255206.01169798567,733.0,6.4585498339705e-05,16.482607444802987
GBET,190755.1302900688,722.0,0.007223309613029165,1377.8833663588848
bnUSD,243049.67165935028,463.0,1.0176329428551365,247335.3526306793
BALN,123297.66160214401,318.0,0.1116850386817102,13770.504105399868
OMM,989705.6024080244,267.0,0.010063781677958027,9960.181108086288
CODE,1220642.1716532195,179.0,,
FIN,8303.43463495038,132.0,0.09079533994197805,753.9131703663141
CFT,1443265.9149561995,122.0,0.004231969719771076,6107.8576496723335
IUSDC,561591.084863,73.0,1.0190589243272266,572294.4068522489
CROWN,805440.5905900033,59.0,,
USDS,522.0056759918332,47.0,1.0030124653941468,523.5782000263068
oICX,260882.08379564915,30.0,0.1765931985429746,46070.00162003
XCROWN,216568.10208971522,14.0,,
oIUSDC,278849.67318000004,13.0,1.0190589243272266,284164.2479998095
IAM,103.46535639927235,12.0,0.009163064298243696,0.9480597133272324
obnUSD,34149.60717454584,10.0,1.0176329428551365,34751.76524637997
TAP,43924.10536641746,10.0,0.0005409805522194428,23.762086776869513
UP,965.546350038058,9.0,0.45862705723675096,442.8256811436404
dICX,257282.3505295511,7.0,0.1765931985429746,45434.3132086682
oBALN,3026.90750165247,7.0,0.1116850386817102,338.0602814080149
ICZ,203346.64669999998,7.0,,
oOMM,9682.189999999999,7.0,0.010063781677958027,97.43944632450842
VOID,1550.721237181522,5.0,,
oUSDS,12.131861581303069,5.0,1.0030124653941468,12.168408394483324
CLAW,192295.80939955873,3.0,,
IUSDT,0.213405,3.0,1.0130418123128069,0.21618818795661457
FinICX,54163.731003792054,2.0,0.09079533994197805,4917.8143690151555
dIUSDC,7.0217529999999995,2.0,1.0190589243272266,7.155580059071475
SEED,486.16486,1.0,0.00041963838575267997,0.20401343706007763
OWT,7.0,1.0,,
uMETX,112.06363531359047,1.0,6.4585498339705e-05,0.0072376857324872035
ICX,,,0.1543764,
