IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,10082.0,1904289.4826799748,1087312.244376813,3351.0,1.0069817342668073,1094903.5695320978
sICX,12244.0,1313051.5648081729,4277383.31475393,1476.0,0.18349829554754,784892.547660833
BST,462.0,7.991411332805115,101.78743354747627,703.0,1.1073744486009076,112.71680309913806
FRMD,994.0,8145.423921777256,43708.015561720415,629.0,0.003316408260784662,144.95362387139414
$unknown,,,24579.79053195605,412.0,,
INJ,31.0,159203.1126046058,2144.654489283387,245.0,20.66526999211124,44319.86406083464
AVAX,56.0,191782.81581109058,1418.5050729754425,239.0,26.763291257700587,37963.864418567595
BALN,16575.0,332969.5352351221,375428.99182545545,202.0,0.15230645472161572,57180.258744645565
ETH,178.0,170791.77380863545,3.7202465261468434,164.0,3502.20090803339,13029.05076197954
BNB,38.0,151933.80865567192,12.50624277766224,98.0,591.6170856115325,7398.906904070812
CODE,258.0,0.6073796441673244,555554.0,97.0,3.496188281790478e-06,1.9423213847018272
USDS,5459.0,1324.4070625859483,7943.431859420462,81.0,0.12676703261319733,1006.9652855838644
CROWN,1298.0,3490.553680990927,7588.949142597651,77.0,0.0008129503308269011,6.169438716103288
BTCB,171.0,5527.830644230825,0.15791521732536692,75.0,64652.686036106985,10209.64296606055
IUSDC,5615.0,22177.957620211026,580.9801649999999,54.0,0.6247278132071317,362.9544679971685
OMM,13922.0,11393.615715667904,260718.78099222246,53.0,0.002850633011664142,743.2135638572629
GBET,2928.0,3146.020424403602,31955.52,50.0,0.0008578773688796247,27.413917418780226
FIN,2281.0,3599.26248275167,4793.928042603869,49.0,0.012203248275612985,58.501494119318394
sARCH,137.0,32303.452123537125,41532.890892996315,41.0,0.07183896713669699,2983.679983953984
CFT,19460.0,23421.67060944317,2216582.4812317984,30.0,0.001433480238809722,3177.4271845376047
archUSDC,54.0,0.8681526535528561,32228.22522,27.0,0.7384071357331792,23797.55147446401
METX,11422.0,633.1295148943043,2201304.095076835,14.0,2.9445202045203668e-05,64.81784384247162
dUSDS,5459.0,1324.4070625859483,1447.4015242892606,12.0,0.12676703261319733,183.48279623396823
XCROWN,1298.0,3490.553680990927,825.7860024081597,4.0,0.0008129503308269011,0.6713230038499376
oICX,12244.0,1313051.5648081729,25685.999021543936,4.0,0.18349829554754,4713.337039889092
oIUSDC,5615.0,22177.957620211026,1.117629,4.0,0.6247278132071317,0.6982139211468733
oUSDS,5459.0,1324.4070625859483,0.6285095697243175,4.0,0.12676703261319733,0.07967429312294917
IUSDT,3483.0,9.721486979219053,1.001824,2.0,0.38480808115940673,0.3855099710994415
finMICX,12244.0,1313051.5648081729,0.000886521309766899,2.0,0.18349829554754,0.00016267514930879868
IDOGE,1788.0,53.68097995078586,66320.0,1.0,1.338503125443484e-07,0.008876952727941185
ICX,,,,,0.14437112,
