IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,2566007.430120874,3917.0,1.0016698859043445,2570292.369758876
sICX,4801810.929154703,3911.0,1.073884400013107,5156589.848631678
BALN,447296.16554386256,2019.0,0.6872413067166698,307400.40129772
GBET,378758.8935289926,1751.0,0.1372142873908092,51971.1316685121
OMM,1948561.3588323607,1035.0,0.07579132004855563,147684.0375815119
METX,1068976.3479876257,951.0,0.000887795314489815,949.0321930438481
FIN,54430.315183864965,919.0,2.0415918796500887,111124.48948617364
IUSDC,252832.570832,455.0,1.0034587481800663,253707.05502622668
USDS,219566.22643171594,350.0,0.9804620744061904,215276.35783677953
CFT,536874.73387565,254.0,0.062187650693555266,33386.97841645436
TAP,4247813.617096195,130.0,0.0020803925082052543,8837.119625259187
oICX,321988.3387095366,97.0,1.073884400013107,345778.2539263078
obnUSD,306352.6173122416,80.0,1.0016698859043445,306864.19122965034
UP,13.232571238463505,71.0,2.926458667832623,38.724572798514195
oIUSDC,70609.857643,38.0,1.0034587481800663,70854.07935961746
dbnUSD,34140.06460044937,36.0,1.0016698859043445,34197.07461309907
oOMM,44227.8,34.0,0.07579132004855563,3352.0833448435087
SSX,48600.0,31.0,,
oUSDS,70842.23183737109,30.0,0.9804620744061904,69458.12158283312
IUSDT,119.563442,30.0,1.0029517957119602,119.91636885540281
finICX,425300.83344174625,25.0,2.0415918796500887,868290.727963084
dIUSDC,5700.579393,20.0,1.0034587481800663,5720.296261600863
oBALN,1894.6122167897847,18.0,0.6872413067166698,1302.0557755879781
SPORTS,130650670.0,11.0,,
dBALN,299.9450123581621,3.0,0.6872413067166698,206.134602236171
CODA,153.4497802908454,3.0,,
HGC,76500.0,3.0,,
LDX,10.0,3.0,,
IAM,11.55631372331244,2.0,,
ICXIOU,215.87251,1.0,1.073884400013107,231.82212088067342
ICX,,,0.9849,
