IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
FRMD,40039.04872530373,1382.0,0.011262723476145233,450.94873404100116
sICX,213693.6773350794,608.0,0.17367621759426263,37113.5096033654
GBET,71987.70554494078,452.0,0.005316219660551591,382.70245553601296
bnUSD,32676.384575299813,435.0,0.9894539995129631,32331.779407654096
OMM,2143129.427031942,242.0,0.007847455590457499,16818.11300323579
$unknown,14730.17434997518,241.0,,
CODE,599217.4983904033,152.0,,
BALN,41557.834144813256,132.0,0.10660986095242408,4430.474919662443
NPT,4098.9,117.0,,
CFT,638854.0158311294,106.0,0.004113139201274422,2627.695496406608
FIN,6996.151289915723,88.0,0.08139603446995629,569.4589715510093
USDS,2296.354199844232,55.0,0.995304453794648,2285.5715625950093
IUSDC,3635.67607,47.0,0.992096099102117,3606.9400466459156
BTCB,0.0649459548992349,30.0,,
CROWN,96460.55594156611,26.0,,
oICX,21383.56139778198,12.0,0.17367621759426263,3713.8160622614582
obnUSD,3339.957010124581,12.0,0.9894539995129631,3304.7338218691248
dOMM,53447.97467672521,10.0,0.007847455590457499,419.43060767549804
ETH,0.2026380288346538,8.0,315.7280892028122,63.97851764378961
oIUSDC,413.28902,7.0,0.992096099102117,410.0224245437368
oUSDS,13.424473073806933,7.0,0.995304453794648,13.361437840206369
VOID,2468.093878221163,7.0,,
oOMM,20454.04550669631,6.0,0.007847455590457499,160.51221375899604
METX,246953.58834754885,4.0,6.090913440867e-05,15.041729305364214
XCROWN,2518.5143309568357,4.0,,
oBALN,1000.2428335263855,4.0,0.10660986095242408,106.63574940090663
dbnUSD,83.37589721025256,2.0,0.9894539995129631,82.4966149576661
UP,0.05420172387664674,1.0,0.4477926806096607,0.024271135228388294
IDOGE,17640.0,1.0,,
ICZ,4.3,1.0,,
finOMM,2.132043234247e-06,1.0,0.007847455590457499,1.6731114597688705e-08
ICX,,,0.150729489,
