IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,9891.0,743925.9449516402,131790.71094344748,938.0,0.9822142992072491,129446.72079134341
sICX,12102.0,744428.7700653349,1492121.2218183465,735.0,0.22049335554120245,329002.8150729661
FRMD,898.0,11959.984702746715,51132.715519651734,641.0,0.012528506908430216,640.6165796347537
BST,302.0,3.5023884727432284,276.7682401761916,636.0,0.9374822065358183,259.46530049941146
$unknown,,,31357.083550271844,519.0,,
CROWN,1213.0,15989.243644230379,211140.3393932443,416.0,0.0057088020280525445,1205.3583977318556
GBET,2871.0,10898.775165801488,97693.98397478662,280.0,0.004964567571036078,485.00838472654397
BALN,16395.0,224625.0779808798,154718.51336730484,188.0,0.06835240224283382,10575.38206009528
CFT,19212.0,48231.11537563006,1026394.3289795105,153.0,0.004057683342713393,4164.78317175565
CODE,246.0,20.33056646977002,555845.576504481,126.0,1.5438469396490647e-05,8.58140492203913
BTCB,151.0,14198.871145798112,0.47001895288289874,86.0,28298.533246383773,13300.846964587197
FIN,2261.0,15744.465955667425,7912.589005754927,86.0,0.08603236035134747,680.738708655218
OMM,13894.0,14940.417117626488,406376.51951015,60.0,0.0020347553325759525,826.8767901069333
IUSDC,5588.0,42956.983040750725,11402.635782,55.0,1.0143346623010732,11566.088715277103
USDS,5435.0,2968.450397351467,39.495350887384504,25.0,0.23500285941984086,9.281520392325307
oICX,12102.0,744428.7700653349,263732.56243482494,12.0,0.22049335554120245,58151.27765673423
ETH,126.0,2949.9044695880757,0.19649079123257474,9.0,1708.5851303690367,335.72124415442386
VOID,157.0,737.4262795733529,1616.9105296123498,8.0,0.01525625845344717,24.668004935866154
XCROWN,1213.0,15989.243644230379,9544.772517540272,8.0,0.0057088020280525445,54.489216705434096
dICX,12102.0,744428.7700653349,100631.8866524612,8.0,0.22049335554120245,22188.662362443112
oIUSDC,5588.0,42956.983040750725,6.207941,4.0,1.0143346623010732,6.296929737819986
oUSDS,5435.0,2968.450397351467,2.9904890719848867,4.0,0.23500285941984086,0.7027734829802347
IUSDT,3480.0,713.3791648652705,0.85206,2.0,0.9588169972609962,0.8169696106862044
finMICX,12102.0,744428.7700653349,4.712262046279474,1.0,0.22049335554120245,1.0390224707736144
ICX,,,,,0.1829,
