IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
sICX,1941368.9659949436,1866.0,0.32912789380322577,638958.678872862
FRMD,71963.57498518258,1442.0,,
bnUSD,337650.5661285776,1391.0,0.9982448985068451,337057.95511580067
GBET,133968.15628173348,930.0,0.022802742085895715,3054.841315415338
METX,272698.56436533824,796.0,0.000144028960307569,39.27649070290635
BALN,122089.7879495792,794.0,0.227182205109796,27736.6272477728
OMM,2726953.964831674,738.0,0.023669875450787567,64546.66070759706
FIN,20468.3032733532,344.0,0.33690570967133815,6895.8882400772345
IUSDC,117863.358487,196.0,0.9988403183100648,117726.67450824837
USDS,31980.046007048295,155.0,1.0044241188428034,32121.529531181797
CFT,759104.821432939,133.0,0.008666832243167494,6579.034142338899
finOMM,40614.04917072522,70.0,0.023669875450787567,961.3294854232281
obnUSD,40935.10453072859,37.0,0.9982448985068451,40863.25926764425
oICX,216365.37349377194,36.0,0.32912789380322577,71211.87966995346
IAM,4219.117969073683,31.0,,
IUSDT,702.178177,19.0,1.021541485481756,717.3041380054514
LDX,110240.81468652251,18.0,,
oOMM,110194.34,18.0,0.023669875450787567,2608.2863031817383
oUSDS,9451.972435504562,15.0,1.0044241188428034,9493.789084858136
CLAW,484143.0429204314,15.0,,
dbnUSD,3690.209990608354,12.0,0.9982448985068451,3683.733297543782
oIUSDC,20654.170343,11.0,0.9988403183100648,20630.218079832423
TAP,46685.7904108721,7.0,0.000938469513234912,43.81319100187826
UP,0.22247984449900485,7.0,0.8758026257471621,0.19484843198804874
dUSDS,7021.405339530407,4.0,1.0044241188428034,7052.468871195983
finICX,35952.683266154156,3.0,0.32912789380322577,11833.030919963798
FinICX,6015.983305924226,2.0,0.33690570967133815,2026.8191250533246
dIUSDC,50.485685,2.0,0.9988403183100648,50.42713767550166
dBALN,255.71264417924948,2.0,0.227182205109796,58.09336237909854
dICX,5.237202259752433,2.0,0.32912789380322577,1.7237093491738127
oBALN,283.01,1.0,0.227182205109796,64.29483586812337
finOICX,4.4777215192377415,1.0,0.32912789380322577,1.4737430526640982
SEED,1000.0,1.0,0.00080134914481676,0.80134914481676
IDOGE,4206969.0,1.0,,
ICX,,,0.2948,
