IRC Token,Amount,No. of Transactions
BALN,607963.4790008103,3128
sICX,2047184.3978555505,2254
IAM,7247.830506447008,2017
PGT,3000.0,1601
bnUSD,998771.1841286969,1566
IWIN,79209.06679999818,1371
METX,261330.66251268543,834
UP,4.54336610163915,147
ACT,2420.0,69
TAP,653153.6808696296,63
EPX,4067.2999999999965,53
SEED,66277.98610799998,40
HGC,129000.0,3
ICXIOU,1373.26175059,3
CHKN,999999.0,1
