IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
sICX,2425632.5179092353,2226.0,0.29386941836248825,712819.2171991249
GBET,3156919.06456944,1825.0,0.028068068838109885,88608.62162067651
bnUSD,644880.0871650134,1768.0,0.9787028073912207,631145.9517390938
FRMD,66838.83507717059,1212.0,0.037904729213998394,2533.5079445792485
METX,510524.7460622863,802.0,0.000127219869806591,64.94889172708699
OMM,1747796.378633829,762.0,0.023303274993114447,40729.3796432737
BALN,582748.8468553547,762.0,0.19805105688401367,115414.02501764323
FIN,18936.045197917832,336.0,0.32736028849975257,6198.9092190347355
CFT,4584001.889817836,256.0,0.008140004019621986,37313.79380907196
IUSDC,92430.579611,252.0,0.9768069859337107,90286.8358779268
USDS,24936.1226480513,192.0,0.9867636010388375,24606.058180137214
oICX,174235.64164272233,92.0,0.29386941836248825,51202.526667561746
obnUSD,56200.44403679926,80.0,0.9787028073912207,55003.532355448624
IAM,6384.75666706302,42.0,0.02373284658078033,151.528450435021
oIUSDC,19320.47504,41.0,0.9768069859337107,18872.37499062989
dICX,37734.60611281252,23.0,0.29386941836248825,11089.04675050981
dbnUSD,16191.399090433037,21.0,0.9787028073912207,15846.56774539847
oUSDS,4189.039470627414,19.0,0.9867636010388375,4133.5916729301325
oOMM,188576.19,18.0,0.023303274993114447,4394.442812723799
finOMM,8282.666106842142,18.0,0.023303274993114447,193.01324596389108
CLAW,2414259.925549861,14.0,,
dIUSDC,9016.105912,10.0,0.9768069859337107,8806.99524075983
IDOGE,23792979.384854093,7.0,,
UP,0.02385595378899655,3.0,0.7813300222913963,0.018639372905739193
FinICX,755.2074287272104,3.0,0.32736028849975257,247.22492174529592
oBALN,0.45134750577871996,2.0,0.19805105688401367,0.08938985054143896
dUSDS,1.548434859797095,2.0,0.9867636010388375,1.5279391582274489
finUSDS,20.981620087001748,2.0,0.32736028849975257,6.868549204873096
finOICX,16280.925172358817,2.0,0.29386941836248825,4784.466010804279
finIUSDC,0.498768,2.0,0.32736028849975257,0.1632768363744446
CHIU,234693.65054014855,2.0,,
dBALN,138.34871218349676,2.0,0.19805105688401367,27.400108666483753
finICX,45.65183735382263,1.0,0.29386941836248825,13.41567889034677
TAP,3627.936258516901,1.0,0.0008277930882559598,3.0031805594334777
ICX,,,0.263,
