IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
sICX,1925134.6063979766,2223.0,0.6614561742116467,1273392.17159045
IWIN,380528.8582,2195.0,,
bnUSD,940614.5918299906,2119.0,0.9958556436618733,936716.3497846056
GBET,205896.08203929485,1617.0,0.1121870000414266,23098.863764271944
BALN,511294.58593725914,1544.0,0.5079365372979346,259705.20152015268
FIN,25327.84417732938,1024.0,4.881007362138948,123625.3938966528
METX,326580.8460268171,873.0,0.001016813697845316,332.0718776939797
OMM,1799284.3460333897,813.0,0.07198486690430007,129521.24417220415
CFT,1078804.27664217,225.0,0.0725785779397605,78298.08027402069
IUSDC,159285.251429,202.0,0.9830626000124809,156587.37341343448
USDS,76581.52246396925,185.0,0.9960359676175392,76277.95082902392
oOMM,51029.99922499864,65.0,0.07198486690430007,3673.387702338063
IUSDT,87203.805282,56.0,0.964453338748231,84104.00115577552
TAP,1752945.2332384146,54.0,0.001613547234905494,2828.4599340326104
oICX,48332.95594921804,51.0,0.6614561742116467,31970.132130509814
obnUSD,41366.36963934177,35.0,0.9958556436618733,41194.93266314167
dbnUSD,15895.969353428347,28.0,0.9958556436618733,15830.090792087798
oIUSDC,46168.747647,26.0,0.9830626000124809,45386.769101179925
UP,4.859677974189246,23.0,1.812225566631929,8.80683267042381
finICX,125338.36547117986,22.0,4.881007362138948,611777.484623291
oUSDS,28160.79856591417,14.0,0.9960359676175392,28049.168248482933
oBALN,60565.58368111178,13.0,0.5079365372979346,30763.472854412215
dIUSDC,5975.94078,8.0,0.9830626000124809,5874.723880707413
LDX,4750.0,5.0,,
HGC,247650.0,5.0,,
dUSDS,42.01825390474659,4.0,0.9960359676175392,41.851692185613715
ICX,,,0.6099048,
